Pennsylvania 3:1 7:1 11:1 15:1 32:1 276:1
: 16:1 17:1 30:1 277:1 13280:1
Beaver 11:1 15:1 17:1 31:1 7943:1 13278:1
County 11:1 15:1 16:1 17:1 7941:1 10355:1 13279:1
Hepatitis 10:1 11:1 15:1 16:1 17:1 7942:1 10353:1
Probe 2:1 10:1 11:1 15:1 16:1 104:1 10354:1
Changes 2:1 9:1 10:1 11:1 16:1 17:1 102:1
Focus 2:1 9:1 11:1 15:1 50:1 103:1 4565:1
--------------------------------------------------- 9:1 16:1 48:1 62:1 4563:1
. 4:1 8:1 49:1 60:1 4564:1
Health 3:1 7:1 11:1 15:1 104:1 1308:1 1592:1
officials 16:1 102:1 572:1 1259:1 1309:1 1590:1
now 103:1 570:1 671:1 1257:1 1591:1 13418:1
believe 125:1 515:1 571:1 669:1 1258:1 13416:1
that 123:1 140:1 513:1 670:1 10847:1 13417:1
contaminated 26:1 124:1 138:1 514:1 2345:1 10845:1
food 24:1 139:1 140:1 2343:1 10846:1 21362:1
delivered 25:1 113:1 116:1 138:1 2344:1 21360:1
to 68:1 111:1 114:1 139:1 287:1 21361:1
a 17:1 66:1 112:1 115:1 285:1 13280:1
Beaver 11:1 15:1 17:1 67:1 286:1 7943:1 13278:1
County 11:1 15:1 16:1 26:1 7941:1 10661:1 13279:1
restaurant 16:1 24:1 83:1 479:1 7942:1 10659:1
is 25:1 68:1 81:1 287:1 477:1 10660:1
a 66:1 82:1 285:1 478:1 1058:1 1061:1
more 67:1 152:1 286:1 1056:1 1059:1 5699:1
likely 26:1 150:1 1057:1 1060:1 3248:1 5697:1
cause 24:1 125:1 151:1 161:1 3246:1 5698:1
of 25:1 68:1 123:1 159:1 173:1 3247:1
the 66:1 124:1 152:1 160:1 171:1 7709:1
ongoing 26:1 67:1 150:1 172:1 7707:1 10121:1
hepatitis 24:1 68:1 151:1 257:1 7708:1 10119:1
A 11:1 25:1 26:1 66:1 255:1 722:1 10120:1
outbreak 24:1 67:1 125:1 256:1 720:1 2477:1
than 25:1 123:1 152:1 721:1 2475:1 10898:1
poor 26:1 124:1 150:1 2476:1 10896:1 23351:1
worker 24:1 26:1 151:1 1217:1 10897:1 23349:1
hygiene 24:1 25:1 125:1 158:1 1215:1 23350:1
as 25:1 123:1 156:1 572:1 1216:1 22850:1
originally 124:1 140:1 157:1 570:1 731:1 22848:1
suspected 62:1 138:1 571:1 729:1 22849:1
. 4:1 8:1 60:1 139:1 730:1
Investigators 3:1 7:1 11:1 102:1 671:1 1052:1 10782:1
are 103:1 572:1 669:1 1050:1 1442:1 10783:1
also 74:1 570:1 670:1 1051:1 1440:1 13883:1
considering 72:1 125:1 571:1 1441:1 3617:1 13881:1
whether 68:1 73:1 123:1 173:1 3615:1 13882:1
the 26:1 66:1 124:1 171:1 2870:1 3616:1
problem 24:1 67:1 125:1 172:1 485:1 2868:1
at 25:1 68:1 123:1 173:1 483:1 2869:1
the 10:1 17:1 66:1 124:1 171:1 484:1
Chi-Chi 2:1 11:1 15:1 67:1 172:1 758:1 761:1
's 9:1 16:1 26:1 756:1 759:1 10661:1
restaurant 24:1 125:1 485:1 757:1 760:1 10659:1
at 17:1 25:1 123:1 483:1 10660:1 13280:1
Beaver 11:1 15:1 17:1 124:1 484:1 5294:1 13278:1
Valley 10:1 11:1 15:1 16:1 26:1 5292:1 13279:1
Mall 2:1 11:1 16:1 24:1 83:1 479:1 5293:1
is 9:1 25:1 81:1 140:1 477:1 2876:1
related 82:1 113:1 116:1 138:1 478:1 2874:1
to 111:1 114:1 139:1 152:1 590:1 2875:1
recent 26:1 112:1 115:1 150:1 588:1 10121:1
hepatitis 24:1 68:1 151:1 257:1 589:1 10119:1
A 11:1 25:1 66:1 104:1 255:1 1190:1 10120:1
outbreaks 67:1 102:1 125:1 236:1 256:1 1188:1
in 17:1 103:1 123:1 234:1 317:1 1189:1
Georgia 11:1 15:1 124:1 131:1 134:1 235:1 315:1
and 16:1 17:1 129:1 132:1 316:1 440:1
Tennessee 11:1 15:1 44:1 130:1 133:1 438:1
, 16:1 42:1 439:1 821:1 824:1
which 43:1 671:1 819:1 822:1 1052:1
are 74:1 669:1 820:1 823:1 1050:1 1367:1
being 72:1 140:1 670:1 1051:1 1365:1 8354:1
blamed 73:1 125:1 138:1 770:1 1366:1 8352:1
on 123:1 139:1 140:1 768:1 8353:1 10847:1
contaminated 124:1 138:1 152:1 769:1 5339:1 10845:1
green 10:1 104:1 139:1 150:1 5337:1 10846:1
onions 2:1 62:1 102:1 151:1 5338:1
. 4:1 8:1 9:1 60:1 103:1
The 3:1 7:1 11:1 26:1 63:1 66:1 548:1
number 24:1 64:1 67:1 125:1 161:1 546:1
of 25:1 104:1 123:1 159:1 191:1 547:1
cases 44:1 102:1 124:1 160:1 189:1
, 42:1 103:1 190:1 821:1 824:1
which 43:1 110:1 819:1 822:1 18434:1
rose 108:1 113:1 116:1 820:1 823:1 18432:1
to 10:1 50:1 109:1 111:1 114:1 18433:1
340 2:1 26:1 48:1 112:1 115:1 6500:1
yesterday 9:1 24:1 44:1 49:1 6498:1
, 25:1 42:1 110:1 746:1 6499:1
forced 10:1 43:1 104:1 108:1 744:1
investigators 2:1 102:1 109:1 113:1 116:1 745:1
to 9:1 10:1 103:1 111:1 114:1 611:1
reconsider 2:1 68:1 112:1 115:1 173:1 609:1
the 9:1 10:1 26:1 66:1 171:1 610:1
worker-hygiene 2:1 24:1 26:1 67:1 172:1 9920:1
theory 9:1 24:1 25:1 44:1 9918:1
, 25:1 42:1 110:1 890:1 9919:1
said 17:1 43:1 108:1 888:1 10901:1
Richard 10:1 11:1 15:1 17:1 109:1 889:1 10899:1
McGarvey 2:1 11:1 15:1 16:1 44:1 10900:1
, 9:1 16:1 26:1 42:1 881:1
spokesman 24:1 43:1 125:1 533:1 879:1
for 25:1 68:1 123:1 173:1 531:1 880:1
the 26:1 66:1 124:1 171:1 518:1 532:1
state 17:1 24:1 67:1 172:1 516:1 1589:1
Department 11:1 15:1 25:1 125:1 161:1 517:1 1587:1
of 16:1 17:1 123:1 159:1 1310:1 1588:1
Health 11:1 15:1 62:1 124:1 160:1 1308:1
. 4:1 8:1 16:1 60:1 1309:1
The 3:1 7:1 11:1 63:1 66:1 152:1 4067:1
new 10:1 26:1 64:1 67:1 150:1 4065:1
thinking 2:1 24:1 151:1 572:1 1442:1 4066:1
also 9:1 10:1 25:1 110:1 570:1 1440:1
coincided 2:1 108:1 125:1 398:1 571:1 1441:1
with 9:1 68:1 109:1 123:1 173:1 396:1
the 26:1 66:1 124:1 171:1 397:1 971:1
arrival 24:1 67:1 68:1 172:1 650:1 969:1
this 25:1 66:1 152:1 648:1 970:1 5720:1
past 26:1 67:1 150:1 649:1 782:1 5718:1
weekend 24:1 125:1 151:1 161:1 780:1 5719:1
of 10:1 25:1 104:1 123:1 159:1 781:1
investigators 2:1 102:1 124:1 125:1 160:1 206:1
from 9:1 68:1 103:1 123:1 173:1 204:1
the 41:1 66:1 124:1 171:1 205:1 10424:1
Centers 11:1 39:1 67:1 125:1 172:1 533:1 10422:1
for 17:1 40:1 123:1 531:1 716:1 10423:1
Disease 11:1 15:1 17:1 124:1 532:1 714:1 10382:1
Control 11:1 15:1 16:1 131:1 134:1 715:1 10380:1
and 16:1 17:1 129:1 132:1 3530:1 10381:1
Prevention 11:1 15:1 44:1 130:1 133:1 3528:1
, 16:1 42:1 821:1 824:1 3529:1
which 43:1 110:1 819:1 822:1 3107:1
investigated 68:1 108:1 173:1 820:1 823:1 3105:1
the 66:1 104:1 109:1 171:1 1190:1 3106:1
outbreaks 67:1 102:1 125:1 172:1 236:1 1188:1
in 68:1 103:1 123:1 173:1 234:1 1189:1
the 66:1 124:1 149:1 152:1 171:1 235:1
other 67:1 104:1 146:1 147:1 150:1 172:1
states 62:1 102:1 144:1 148:1 151:1
. 4:1 8:1 60:1 103:1 145:1
In 3:1 7:1 11:1 17:1 123:1 317:1 1182:1
Georgia 11:1 15:1 44:1 124:1 315:1 1183:1
, 16:1 42:1 125:1 316:1 473:1
about 10:1 43:1 50:1 123:1 471:1
250 2:1 48:1 104:1 124:1 472:1 1049:1
people 9:1 49:1 102:1 110:1 1047:1 7058:1
came 103:1 108:1 1048:1 2396:1 7056:1 7814:1
down 109:1 125:1 398:1 2394:1 7057:1 7812:1
with 26:1 123:1 396:1 2395:1 7813:1 10121:1
hepatitis 24:1 26:1 124:1 257:1 397:1 10119:1
A 11:1 24:1 25:1 125:1 236:1 255:1 10120:1
in 17:1 25:1 123:1 234:1 256:1 7250:1
September 11:1 15:1 124:1 131:1 134:1 235:1 7248:1
and 16:1 17:1 129:1 132:1 5591:1 7249:1
October 11:1 15:1 50:1 130:1 133:1 1334:1 5589:1
2003 16:1 48:1 125:1 1332:1 2015:1 5590:1
after 49:1 74:1 123:1 1333:1 2013:1 10844:1
eating 72:1 124:1 125:1 485:1 2014:1 10842:1
at 73:1 123:1 125:1 473:1 483:1 10843:1
about 50:1 123:1 124:1 299:1 471:1 484:1
12 48:1 104:1 124:1 297:1 472:1 10391:1
restaurants 49:1 102:1 125:1 236:1 298:1 10389:1
in 68:1 103:1 123:1 173:1 234:1 10390:1
the 66:1 124:1 152:1 171:1 235:1 2753:1
central 67:1 131:1 134:1 150:1 172:1 2751:1
and 129:1 132:1 151:1 152:1 2752:1 11039:1
northern 104:1 130:1 133:1 150:1 3368:1 11037:1
parts 102:1 125:1 151:1 161:1 3366:1 11038:1
of 68:1 103:1 123:1 159:1 173:1 3367:1
the 26:1 66:1 124:1 160:1 171:1 518:1
state 24:1 44:1 67:1 172:1 516:1
, 25:1 42:1 110:1 517:1 890:1
said 17:1 43:1 108:1 888:1 10901:1
Richard 11:1 15:1 17:1 109:1 889:1 10899:1 10904:1
Quartarone 11:1 15:1 16:1 44:1 10900:1 10902:1
, 16:1 26:1 42:1 881:1 10903:1
spokesman 24:1 43:1 125:1 533:1 879:1
for 25:1 68:1 123:1 173:1 531:1 880:1
the 26:1 66:1 124:1 171:1 518:1 532:1
state 24:1 67:1 172:1 516:1 758:1 761:1
's 25:1 26:1 517:1 756:1 759:1 1172:1
health 24:1 26:1 757:1 760:1 767:1 1170:1
department 24:1 25:1 62:1 765:1 1171:1
. 4:1 8:1 25:1 60:1 766:1
In 3:1 7:1 11:1 17:1 123:1 1182:1 10742:1
Knoxville 11:1 15:1 44:1 124:1 1183:1 10740:1
, 16:1 17:1 42:1 440:1 10741:1
Tennessee 11:1 15:1 43:1 44:1 438:1
, 16:1 42:1 50:1 439:1 4931:1
80 43:1 48:1 104:1 1049:1 4929:1
people 49:1 102:1 110:1 1047:1 4930:1 8420:1
became 103:1 108:1 572:1 1048:1 8418:1 8423:1
ill 109:1 125:1 398:1 570:1 8419:1 8421:1
with 26:1 123:1 396:1 571:1 8422:1 10121:1
hepatitis 24:1 26:1 124:1 257:1 397:1 10119:1
A 11:1 24:1 25:1 125:1 236:1 255:1 10120:1
in 17:1 25:1 123:1 234:1 256:1 7250:1
September 11:1 15:1 124:1 125:1 235:1 2015:1 7248:1
after 16:1 74:1 123:1 2013:1 7249:1 10844:1
eating 72:1 124:1 125:1 485:1 2014:1 10842:1
at 50:1 73:1 123:1 483:1 2609:1 10843:1
one 26:1 48:1 124:1 484:1 1406:1 2607:1
city 24:1 26:1 49:1 1404:1 2608:1 10661:1
restaurant 24:1 25:1 44:1 1405:1 10659:1
, 25:1 42:1 110:1 890:1 10660:1
said 10:1 17:1 43:1 108:1 888:1
Mark 2:1 10:1 11:1 15:1 17:1 109:1 889:1
Jones 2:1 9:1 11:1 15:1 16:1 44:1
, 9:1 16:1 26:1 42:1 10139:1
director 24:1 43:1 125:1 161:1 10137:1
of 25:1 68:1 123:1 159:1 173:1 10138:1
the 17:1 66:1 124:1 160:1 171:1 10817:1
Knox 11:1 15:1 17:1 67:1 172:1 7943:1 10815:1
County 11:1 15:1 16:1 17:1 1310:1 7941:1 10816:1
Health 11:1 15:1 16:1 17:1 1308:1 1589:1 7942:1
Department 11:1 15:1 16:1 62:1 1309:1 1587:1
. 4:1 8:1 16:1 60:1 1588:1
Contaminated 2:1 3:1 7:1 11:1 138:1 152:1 5339:1
green 9:1 10:1 104:1 139:1 150:1 5337:1
onions 2:1 102:1 151:1 671:1 1052:1 5338:1
are 9:1 68:1 103:1 173:1 669:1 1050:1
the 66:1 152:1 171:1 670:1 1051:1 20804:1
prime 67:1 104:1 150:1 172:1 2852:1 20802:1
suspects 102:1 125:1 151:1 236:1 2850:1 20803:1
in 68:1 103:1 123:1 234:1 2851:1 6656:1
both 66:1 104:1 124:1 146:1 235:1 6654:1
states 62:1 67:1 102:1 144:1 6655:1
. 4:1 8:1 60:1 103:1 145:1
`` 3:1 7:1 125:1 840:1 10787:1
Because 11:1 123:1 841:1 848:1 3566:1 10785:1
they 124:1 671:1 846:1 3564:1 9569:1 10786:1
're 10:1 152:1 669:1 847:1 3565:1 9567:1
multi-layered 2:1 44:1 150:1 670:1 9568:1
, 9:1 42:1 151:1 152:1 5339:1
green 10:1 43:1 104:1 150:1 5337:1
onions 2:1 102:1 151:1 671:1 1052:1 5338:1
are 9:1 103:1 572:1 669:1 899:1 1050:1
very 152:1 570:1 670:1 897:1 1051:1 9371:1
difficult 113:1 116:1 150:1 571:1 898:1 9369:1
to 111:1 114:1 151:1 152:1 9370:1 10649:1
clean 44:1 112:1 115:1 150:1 10647:1
, 42:1 151:1 875:1 10648:1
'' 17:1 43:1 873:1 10904:1
Quartarone 11:1 15:1 110:1 874:1 890:1 10902:1
said 16:1 62:1 108:1 888:1 10903:1
. 4:1 8:1 60:1 109:1 889:1
`` 3:1 7:1 65:1 68:1 840:1
The 11:1 63:1 66:1 152:1 841:1 4664:1
only 26:1 64:1 67:1 150:1 4662:1 5372:1
way 24:1 113:1 116:1 151:1 4663:1 5370:1
to 25:1 111:1 114:1 611:1 734:1 5371:1
be 50:1 112:1 115:1 609:1 732:1 2057:1
100 26:1 48:1 610:1 733:1 2055:1 4646:1
percent 24:1 49:1 152:1 2056:1 4644:1 10541:1
sure 25:1 125:1 150:1 515:1 4645:1 10539:1
that 123:1 151:1 513:1 848:1 4484:1 10540:1
you 110:1 124:1 514:1 846:1 4415:1 4482:1
killed 68:1 108:1 173:1 847:1 4413:1 4483:1
the 26:1 66:1 109:1 171:1 4414:1 10121:1
hepatitis 24:1 67:1 89:1 172:1 503:1 10119:1
-LSB- 25:1 26:1 86:1 87:1 501:1 10120:1
virus 24:1 84:1 88:1 95:1 502:1 641:1
-RSB- 25:1 85:1 93:1 125:1 236:1 639:1
in 94:1 123:1 152:1 234:1 640:1 5339:1
green 10:1 104:1 124:1 150:1 235:1 5337:1
