European 3:1 7:1 11:1 17:1 150:1 1502:1 3219:1
Commission 11:1 15:1 131:1 134:1 151:1 1500:1 3220:1
and 16:1 68:1 129:1 132:1 173:1 1501:1
the 17:1 66:1 130:1 133:1 171:1 4166:1
World 11:1 15:1 17:1 67:1 172:1 1310:1 4164:1
Health 11:1 15:1 16:1 17:1 1308:1 4165:1 4169:1
Organization 11:1 15:1 16:1 671:1 1309:1 4167:1 13238:1
respond 16:1 113:1 116:1 669:1 4168:1 13236:1
to 111:1 114:1 611:1 670:1 3383:1 13237:1
risk 112:1 115:1 125:1 161:1 609:1 3381:1
of 26:1 123:1 159:1 610:1 833:1 3382:1
spread 24:1 124:1 125:1 160:1 161:1 831:1
of 25:1 123:1 152:1 159:1 832:1 8252:1
avian 26:1 124:1 150:1 160:1 6869:1 8250:1
influenza 24:1 71:1 74:1 151:1 6867:1 8251:1
following 25:1 26:1 69:1 72:1 722:1 6868:1
outbreak 24:1 70:1 73:1 125:1 236:1 720:1
in 25:1 68:1 123:1 173:1 234:1 721:1
the 17:1 66:1 124:1 171:1 235:1 3293:1
Netherlands 11:1 15:1 67:1 131:1 134:1 172:1 3291:1
and 16:1 17:1 129:1 132:1 3292:1 13712:1
Belgium 11:1 15:1 50:1 130:1 133:1 719:1 13710:1
-------------------------------------------------- 16:1 48:1 125:1 717:1 1184:1 13711:1
In 11:1 49:1 68:1 123:1 173:1 718:1 1182:1
the 17:1 66:1 124:1 171:1 1183:1 3293:1
Netherlands 11:1 15:1 44:1 67:1 172:1 3291:1
, 10:1 16:1 42:1 74:1 3292:1
existing 2:1 10:1 43:1 72:1 152:1
restrictive 2:1 9:1 73:1 104:1 150:1 2507:1
measures 9:1 102:1 140:1 151:1 2505:1 12347:1
adopted 103:1 125:1 138:1 143:1 2506:1 12345:1
by 68:1 123:1 139:1 141:1 173:1 12346:1
the 66:1 124:1 142:1 152:1 171:1 3221:1
European 11:1 17:1 67:1 150:1 172:1 1502:1 3219:1
Commission 11:1 15:1 113:1 116:1 151:1 1500:1 3220:1
to 16:1 111:1 114:1 611:1 1501:1 1994:1
control 68:1 112:1 115:1 173:1 609:1 1992:1
the 26:1 66:1 171:1 610:1 833:1 1993:1
spread 24:1 67:1 125:1 161:1 172:1 831:1
of 25:1 123:1 159:1 572:1 827:1 832:1
highly 124:1 152:1 160:1 570:1 825:1 8249:1
pathogenic 150:1 152:1 571:1 826:1 8247:1 8252:1
avian 26:1 150:1 151:1 6869:1 8248:1 8250:1
influenza 24:1 26:1 86:1 151:1 6867:1 8251:1
virus 24:1 25:1 84:1 89:1 6868:1
-LRB- 10:1 25:1 26:1 85:1 87:1
A/H7N7 2:1 11:1 24:1 88:1 95:1
-RRB- 9:1 25:1 93:1 668:1 671:1
have 94:1 140:1 296:1 666:1 669:1
been 138:1 140:1 294:1 667:1 670:1 13808:1
extended 125:1 138:1 139:1 295:1 923:1 13806:1
until 50:1 123:1 139:1 299:1 921:1 13807:1
12 17:1 48:1 124:1 297:1 922:1 2261:1
May 11:1 15:1 49:1 50:1 298:1 1334:1 2259:1
2003 16:1 48:1 62:1 1332:1 2260:1
. 4:1 8:1 49:1 60:1 1333:1
No 3:1 7:1 11:1 66:1 152:1 5448:1 10331:1
live 26:1 67:1 150:1 5449:1 7922:1 10329:1
poultry 24:1 44:1 151:1 7920:1 10330:1
, 10:1 25:1 42:1 74:1 7921:1
hatching 2:1 43:1 72:1 104:1 10904:1
eggs 9:1 44:1 73:1 102:1 10902:1
, 42:1 103:1 134:1 197:1 10903:1
or 43:1 132:1 152:1 195:1 5612:1
fresh 44:1 133:1 150:1 196:1 5610:1
, 10:1 42:1 151:1 152:1 5611:1
unprocessed 2:1 26:1 43:1 150:1 7922:1
poultry 9:1 10:1 24:1 26:1 151:1 7920:1
manure 2:1 24:1 25:1 134:1 197:1 7921:1
or 9:1 10:1 25:1 26:1 132:1 195:1
litter 2:1 24:1 133:1 196:1 1010:1 1439:1
may 9:1 25:1 611:1 734:1 1008:1 1437:1
be 140:1 609:1 732:1 1009:1 1438:1 6752:1
exported 113:1 116:1 138:1 610:1 733:1 6750:1
to 111:1 114:1 139:1 149:1 152:1 6751:1
other 26:1 112:1 115:1 147:1 150:1 3551:1
member 24:1 104:1 146:1 148:1 151:1 3549:1
states 25:1 102:1 134:1 144:1 197:1 3550:1
or 103:1 132:1 145:1 152:1 195:1 10175:1
third 104:1 133:1 150:1 196:1 3890:1 10173:1
countries 102:1 131:1 134:1 151:1 3888:1 10174:1
and 44:1 103:1 129:1 132:1 3889:1
, 42:1 125:1 130:1 133:1 398:1
with 43:1 68:1 123:1 396:1 2909:1
some 10:1 66:1 104:1 124:1 397:1 2907:1
exceptions 2:1 44:1 67:1 102:1 2908:1
, 9:1 42:1 68:1 103:1 2834:1
no 43:1 66:1 152:1 2832:1 10331:1
live 26:1 67:1 150:1 2833:1 7922:1 10329:1
poultry 24:1 131:1 134:1 151:1 7920:1 10330:1
