A 3:1 7:1 10:1 11:1 26:1 66:1 255:1
Comment 2:1 11:1 24:1 67:1 125:1 256:1 770:1
on 9:1 25:1 68:1 123:1 173:1 768:1
the 10:1 17:1 66:1 124:1 171:1 769:1
Flamingo 2:1 11:1 15:1 67:1 104:1 172:1 13037:1
Deaths 9:1 11:1 16:1 102:1 125:1 485:1 13035:1
at 10:1 17:1 103:1 123:1 483:1 13036:1
Zoo 2:1 11:1 15:1 17:1 124:1 484:1 16841:1
Atlanta 9:1 11:1 15:1 16:1 50:1 16839:1 17216:1
----------------------------------------------- 16:1 48:1 62:1 16840:1 17214:1
. 4:1 8:1 49:1 60:1 17215:1
Regarding 3:1 7:1 11:1 68:1 72:1 173:1 21099:1
the 10:1 66:1 73:1 104:1 171:1 21100:1
flamingos 2:1 67:1 102:1 172:1 515:1 824:1
that 9:1 103:1 110:1 386:1 513:1 822:1
died 108:1 125:1 384:1 485:1 514:1 823:1
at 68:1 109:1 123:1 173:1 385:1 483:1
the 17:1 66:1 124:1 171:1 484:1 16841:1
Atlanta 10:1 11:1 15:1 26:1 67:1 172:1 16839:1
zoo 2:1 16:1 24:1 44:1 16840:1
, 9:1 25:1 42:1 68:1 173:1
the 43:1 66:1 152:1 171:1 8363:1
excellent 26:1 67:1 150:1 172:1 8361:1 17354:1
paper 10:1 24:1 140:1 151:1 8362:1 17352:1
written 2:1 25:1 125:1 138:1 143:1 17353:1
by 9:1 10:1 17:1 123:1 139:1 141:1
K. 2:1 10:1 11:1 15:1 17:1 124:1 142:1
Steele 2:1 9:1 11:1 15:1 16:1 44:1
, 9:1 16:1 17:1 42:1 6311:1
T. 10:1 11:1 15:1 17:1 43:1 6309:1
McNamara 2:1 11:1 15:1 16:1 1772:1 4121:1 6310:1
et 9:1 16:1 1770:1 1772:1 4119:1 4124:1
al. 89:1 1770:1 1771:1 4120:1 4122:1
-LRB- 26:1 87:1 1771:1 4049:1 4123:1
Vet 11:1 24:1 62:1 88:1 4047:1
. 4:1 8:1 25:1 60:1 4048:1
Path. 2:1 3:1 7:1 11:1 15:1 44:1
, 9:1 10:1 16:1 42:1 50:1
37:208 2:1 10:1 43:1 48:1 50:1
-224 2:1 9:1 44:1 48:1 49:1
, 9:1 42:1 49:1 50:1 1742:1
2000 43:1 48:1 95:1 1740:1
-RRB- 49:1 83:1 93:1 1741:1 6023:1
describes 81:1 94:1 125:1 236:1 6021:1
in 82:1 123:1 152:1 234:1 5405:1 6022:1
great 10:1 26:1 124:1 150:1 235:1 5403:1
detail 2:1 24:1 68:1 151:1 173:1 5404:1
the 9:1 25:1 66:1 104:1 171:1 1343:1
results 67:1 102:1 125:1 161:1 172:1 1341:1
of 10:1 103:1 123:1 152:1 159:1 1342:1
macroscopic 2:1 44:1 124:1 150:1 160:1
, 9:1 42:1 151:1 152:1 17798:1
microscopic 43:1 44:1 150:1 17796:1
, 10:1 42:1 151:1 152:1 17797:1
ultrastructural 2:1 43:1 44:1 150:1
, 9:1 10:1 42:1 151:1 152:1
immunohistochemical 2:1 43:1 44:1 150:1
, 9:1 42:1 131:1 134:1 151:1
and 26:1 43:1 129:1 132:1 10193:1
PCR 11:1 24:1 26:1 130:1 133:1 10191:1 15890:1
examination 24:1 25:1 125:1 161:1 10192:1 15888:1
of 25:1 68:1 123:1 159:1 287:1 15889:1
a 26:1 66:1 124:1 160:1 260:1 285:1
total 24:1 67:1 125:1 161:1 258:1 286:1
of 25:1 50:1 123:1 159:1 259:1 926:1
27 48:1 104:1 124:1 160:1 248:1 924:1
birds 49:1 102:1 125:1 161:1 246:1 925:1
of 50:1 103:1 123:1 159:1 247:1 416:1
14 48:1 124:1 152:1 160:1 414:1 2723:1
different 49:1 104:1 150:1 415:1 2721:1 3317:1
species 102:1 125:1 151:1 236:1 2722:1 3315:1
in 103:1 123:1 234:1 821:1 824:1 3316:1
which 14:1 17:1 124:1 235:1 819:1 822:1
West 11:1 12:1 15:1 17:1 20:1 820:1 823:1
