Aravinda 2:1 3:1 7:1 11:1 1770:1 1772:1 8753:1
de 9:1 10:1 17:1 1770:1 1771:1 8751:1
Silva 2:1 11:1 15:1 83:1 1771:1 8752:1 21644:1
writes 9:1 16:1 32:1 81:1 21642:1
: 17:1 30:1 82:1 8087:1 21643:1
Southern 10:1 11:1 15:1 17:1 31:1 8085:1
Sri 2:1 10:1 11:1 15:1 16:1 17:1 8086:1
Lanka 2:1 9:1 11:1 15:1 16:1 83:1 479:1
is 9:1 16:1 81:1 477:1 572:1 10994:1
currently 74:1 82:1 478:1 570:1 10992:1 23771:1
experiencing 68:1 72:1 287:1 571:1 10993:1 23769:1
a 66:1 73:1 152:1 285:1 1076:1 23770:1
severe 26:1 67:1 150:1 286:1 1074:1 19040:1
drought 24:1 62:1 151:1 1075:1 19038:1
. 4:1 8:1 25:1 60:1 19039:1
Physicians 2:1 3:1 7:1 11:1 15:1 125:1 236:1
in 9:1 16:1 68:1 123:1 173:1 234:1
the 26:1 66:1 124:1 171:1 235:1 2054:1
region 24:1 67:1 172:1 671:1 1052:1 2052:1
are 25:1 74:1 669:1 1050:1 2053:1 8624:1
reporting 68:1 72:1 670:1 1022:1 1051:1 8622:1
an 26:1 66:1 73:1 722:1 1020:1 8623:1
outbreak 24:1 67:1 125:1 161:1 720:1 1021:1
of 25:1 68:1 123:1 159:1 287:1 721:1
a 66:1 124:1 152:1 160:1 285:1 16580:1
febrile 26:1 67:1 150:1 286:1 743:1 16578:1
disease 24:1 151:1 741:1 821:1 824:1 16579:1
which 25:1 742:1 819:1 822:1 848:1 3566:1
they 671:1 820:1 823:1 846:1 860:1 3564:1
suspect 113:1 116:1 669:1 847:1 858:1 3565:1
to 111:1 114:1 611:1 670:1 734:1 859:1
be 112:1 115:1 152:1 609:1 732:1 11951:1
endemic 26:1 150:1 610:1 733:1 11949:1 20057:1
typhus 24:1 62:1 151:1 11950:1 20055:1
. 4:1 8:1 25:1 60:1 20056:1
Can 3:1 7:1 11:1 26:1 1008:1 5445:1 7337:1
anyone 24:1 611:1 1009:1 5446:1 7335:1 10880:1
provide 25:1 491:1 609:1 1058:1 7336:1 10878:1
more 26:1 470:1 489:1 610:1 1056:1 10879:1
information 24:1 125:1 468:1 490:1 770:1 1057:1
on 25:1 68:1 123:1 173:1 469:1 768:1
the 26:1 66:1 124:1 171:1 769:1 9770:1
agent 24:1 67:1 131:1 134:1 172:1 9768:1
and 25:1 104:1 129:1 132:1 9320:1 9769:1
vectors 102:1 125:1 130:1 133:1 161:1 9318:1
of 26:1 103:1 123:1 159:1 9319:1 20057:1
typhus 24:1 124:1 125:1 160:1 236:1 20055:1
in 25:1 68:1 123:1 173:1 234:1 20056:1
the 66:1 124:1 152:1 171:1 235:1 23246:1
Indian 10:1 11:1 26:1 67:1 150:1 172:1 23244:1
subcontinent 2:1 24:1 62:1 151:1 950:1 23245:1
? 4:1 8:1 9:1 25:1 60:1 948:1
Also 3:1 7:1 11:1 44:1 570:1 3459:1
, 42:1 571:1 671:1 1052:1 3460:1
are 26:1 43:1 669:1 1050:1 20057:1
typhus 24:1 104:1 670:1 1051:1 1190:1 20055:1
outbreaks 25:1 102:1 140:1 1188:1 2324:1 20056:1
associated 103:1 125:1 138:1 398:1 1189:1 2322:1
with 123:1 139:1 152:1 396:1 1076:1 2323:1
severe 26:1 124:1 150:1 397:1 1074:1 19040:1
drought 24:1 62:1 151:1 950:1 1075:1 19038:1
? 4:1 8:1 25:1 60:1 948:1 19039:1
The 3:1 7:1 11:1 63:1 66:1 71:1 74:1
following 26:1 64:1 67:1 69:1 72:1 77:1
report 24:1 70:1 73:1 75:1 125:1 206:1
from 25:1 68:1 76:1 123:1 173:1 204:1
the 50:1 66:1 124:1 171:1 205:1 404:1
26 17:1 48:1 67:1 172:1 402:1 10835:1
Aug 11:1 15:1 49:1 50:1 56:1 403:1 10833:1
2001 16:1 17:1 48:1 54:1 5351:1 10834:1
Sunday 10:1 11:1 15:1 17:1 49:1 55:1 5349:1
Observer 2:1 11:1 15:1 16:1 83:1 5350:1 6023:1
describes 9:1 16:1 68:1 81:1 173:1 6021:1
the 26:1 66:1 82:1 171:1 722:1 6022:1
outbreak 24:1 32:1 67:1 172:1 720:1
: 10:1 25:1 30:1 50:1 721:1
Eighty-three 2:1 11:1 31:1 48:1 104:1 191:1
cases 9:1 49:1 102:1 125:1 161:1 189:1
of 103:1 123:1 140:1 159:1 190:1 731:1
suspected 26:1 124:1 138:1 160:1 729:1 20057:1
typhus 24:1 26:1 139:1 730:1 1541:1 20055:1
fever 24:1 25:1 668:1 671:1 1539:1 20056:1
have 25:1 140:1 296:1 666:1 669:1 1540:1
been 138:1 140:1 294:1 667:1 670:1 8402:1
identified 125:1 138:1 139:1 236:1 295:1 8400:1
in 68:1 123:1 139:1 173:1 234:1 8401:1
the 10:1 17:1 66:1 124:1 171:1 235:1
Hambantota 2:1 11:1 15:1 26:1 67:1 172:1 4868:1
district 9:1 16:1 24:1 62:1 4866:1
. 4:1 8:1 25:1 60:1 4867:1
Almost 3:1 7:1 11:1 413:1 570:1 4400:1 17559:1
all 68:1 173:1 411:1 571:1 4398:1 17560:1
the 66:1 104:1 171:1 412:1 4399:1 4904:1
victims 67:1 102:1 172:1 671:1 1052:1 4902:1
