New 3:1 7:1 11:1 15:1 17:1 207:1 11927:1
Zealand 11:1 15:1 16:1 32:1 208:1 11925:1
: 16:1 30:1 152:1 5729:1 11926:1
Further 11:1 26:1 31:1 150:1 5727:1 8105:1
Information 10:1 11:1 24:1 74:1 151:1 5728:1 8103:1
Concerning 2:1 11:1 25:1 68:1 72:1 173:1 8104:1
the 9:1 66:1 73:1 152:1 171:1 704:1
Suspected 11:1 26:1 67:1 150:1 172:1 702:1 7475:1
Case 11:1 24:1 125:1 151:1 161:1 703:1 7473:1
of 25:1 123:1 152:1 159:1 5426:1 7474:1
Variant 11:1 26:1 124:1 150:1 160:1 5424:1 5429:1
CJD 10:1 11:1 24:1 50:1 151:1 5425:1 5427:1
------------------------------------------ 2:1 25:1 48:1 62:1 5428:1
. 4:1 8:1 9:1 49:1 60:1
A 3:1 7:1 10:1 11:1 17:1 66:1 255:1
Waikato 2:1 11:1 15:1 26:1 67:1 256:1 3098:1
man 9:1 16:1 24:1 83:1 479:1 3096:1
is 25:1 81:1 125:1 236:1 477:1 3097:1
in 26:1 82:1 123:1 234:1 478:1 878:1
hospital 24:1 124:1 125:1 235:1 485:1 876:1
at 10:1 17:1 25:1 123:1 483:1 877:1
Hamilton 2:1 11:1 15:1 124:1 125:1 398:1 484:1
with 9:1 16:1 68:1 123:1 396:1 1022:1
an 66:1 124:1 397:1 842:1 1020:1
`` 67:1 152:1 840:1 1021:1 3053:1
undiagnosed 10:1 150:1 152:1 841:1 3051:1
progressive 2:1 150:1 151:1 152:1 3052:1 3104:1
neurological 9:1 26:1 150:1 151:1 743:1 3102:1
disease 24:1 151:1 741:1 875:1 3103:1
'' 25:1 44:1 742:1 873:1
, 42:1 821:1 824:1 874:1
which 10:1 43:1 104:1 819:1 822:1
neurologists 2:1 102:1 671:1 820:1 823:1 1052:1
are 9:1 74:1 103:1 669:1 1050:1 2678:1
investigating 72:1 125:1 158:1 670:1 1051:1 2676:1
as 73:1 89:1 123:1 156:1 503:1 2677:1
-LSB- 87:1 124:1 125:1 157:1 158:1 501:1
as 88:1 123:1 156:1 502:1 572:1 4088:1
possibly 68:1 124:1 157:1 287:1 570:1 4086:1
a 26:1 66:1 285:1 571:1 866:1 4087:1
case 24:1 67:1 125:1 161:1 286:1 864:1
of 25:1 26:1 123:1 159:1 865:1 5516:1
variant 24:1 95:1 124:1 160:1 641:1 5514:1
-RSB- 25:1 26:1 93:1 639:1 5429:1 5515:1
CJD 11:1 24:1 62:1 94:1 640:1 5427:1
. 4:1 8:1 25:1 60:1 5428:1
-LSB- 3:1 7:1 87:1 152:1 501:1 5426:1
Variant 11:1 26:1 88:1 150:1 502:1 5424:1 5519:1
Creutzfeldt-Jakob 11:1 24:1 26:1 151:1 743:1 5425:1 5517:1
disease 24:1 25:1 83:1 479:1 741:1 5518:1
is 25:1 81:1 140:1 477:1 742:1 5522:1
abbreviated 82:1 125:1 138:1 236:1 478:1 5520:1
in 17:1 123:1 139:1 234:1 677:1 5521:1
ProMED-mail 11:1 15:1 124:1 125:1 158:1 235:1 675:1
as 16:1 17:1 123:1 156:1 676:1 5429:1
CJD 11:1 15:1 89:1 124:1 157:1 5427:1
-LRB- 16:1 87:1 152:1 4067:1 5428:1
new 26:1 88:1 150:1 4065:1 5525:1
var 24:1 62:1 151:1 4066:1 5523:1
. 25:1 60:1 95:1 5524:1
-RRB- 4:1 8:1 61:1 93:1
or 3:1 7:1 26:1 132:1 195:1 5528:1
vCJD 24:1 95:1 133:1 196:1 641:1 5526:1
-RSB- 25:1 62:1 93:1 639:1 5527:1
. 4:1 8:1 60:1 94:1 640:1
They 3:1 7:1 11:1 668:1 671:1 846:1 3267:1
have 140:1 666:1 669:1 847:1 3268:1 8996:1
cut 138:1 667:1 670:1 2393:1 2396:1 8994:1
out 50:1 139:1 2391:1 2394:1 2609:1 8995:1
one 48:1 125:1 161:1 2392:1 2395:1 2607:1
of 49:1 123:1 159:1 914:1 2608:1 4829:1
his 10:1 104:1 124:1 160:1 912:1 4827:1
tonsils 2:1 102:1 131:1 134:1 913:1 4828:1
and 9:1 103:1 110:1 129:1 132:1 4784:1
sent 108:1 130:1 133:1 848:1 863:1 4782:1
it 109:1 113:1 116:1 846:1 861:1 4783:1
to 17:1 111:1 114:1 847:1 862:1 8480:1
Australia 11:1 15:1 112:1 115:1 125:1 533:1 8478:1
for 16:1 26:1 123:1 531:1 8479:1 16649:1
analysis 24:1 62:1 124:1 532:1 16647:1
. 4:1 8:1 25:1 60:1 16648:1
New 3:1 7:1 11:1 15:1 17:1 207:1 11927:1
Zealand 10:1 11:1 15:1 16:1 83:1 208:1 11925:1
gets 2:1 16:1 81:1 125:1 473:1 11926:1
about 9:1 50:1 82:1 123:1 185:1 471:1
3 48:1 124:1 134:1 183:1 197:1 472:1
or 49:1 50:1 132:1 184:1 195:1 554:1
4 48:1 133:1 196:1 552:1 842:1
`` 49:1 152:1 553:1 840:1 15398:1
normal 150:1 841:1 875:1 15396:1
'' 26:1 151:1 873:1 5429:1 15397:1
CJD 11:1 24:1 104:1 191:1 874:1 5427:1
cases 25:1 102:1 189:1 572:1 5428:1 16478:1
annually 44:1 103:1 190:1 570:1 16476:1
, 42:1 134:1 571:1 2072:1 16477:1
but 43:1 83:1 132:1 293:1 2070:1
has 81:1 133:1 140:1 291:1 296:1 2071:1
been 74:1 82:1 138:1 292:1 294:1 7841:1
waiting 72:1 125:1 139:1 295:1 533:1 7839:1
for 68:1 73:1 123:1 173:1 531:1 7840:1
the 66:1 124:1 152:1 171:1 512:1 532:1
first 26:1 67:1 150:1 172:1 510:1 866:1
case 24:1 113:1 116:1 151:1 511:1 864:1
to 25:1 111:1 114:1 611:1 865:1 6398:1
occur 112:1 115:1 125:1 609:1 1484:1 6396:1
among 17:1 123:1 209:1 610:1 1482:1 6397:1
New 10:1 11:1 15:1 17:1 124:1 207:1 1483:1
Zealanders 2:1 11:1 15:1 16:1 208:1 728:1 998:1
who 9:1 16:1 110:1 726:1 996:1 10442:1
ate 26:1 108:1 727:1 997:1 6779:1 10440:1
beef 24:1 104:1 109:1 5543:1 6777:1 10441:1
products 25:1 102:1 125:1 206:1 5541:1 6778:1
from 17:1 103:1 123:1 204:1 3971:1 5542:1
Britain 11:1 15:1 124:1 205:1 1043:1 1046:1 3969:1
when 16:1 152:1 1041:1 1044:1 1931:1 3970:1
infected 26:1 150:1 1042:1 1045:1 1929:1 11978:1
meat 24:1 110:1 151:1 275:1 1930:1 11976:1
was 25:1 108:1 273:1 569:1 572:1 11977:1
still 74:1 109:1 274:1 567:1 570:1 1367:1
being 72:1 140:1 568:1 571:1 1365:1 18563:1
sold 73:1 131:1 134:1 138:1 1366:1 18561:1
and 129:1 132:1 139:1 140:1 6752:1 18562:1
exported 125:1 130:1 133:1 138:1 206:1 6750:1
from 123:1 139:1 204:1 1361:1 1364:1 6751:1
there 62:1 124:1 205:1 1359:1 1362:1
. 4:1 8:1 60:1 1360:1 1363:1
The 3:1 7:1 10:1 11:1 17:1 63:1 66:1
Waikato 2:1 11:1 15:1 26:1 64:1 67:1 866:1
case 9:1 16:1 24:1 83:1 293:1 864:1
has 10:1 25:1 81:1 140:1 291:1 865:1
roused 2:1 82:1 104:1 138:1 292:1 15683:1
concerns 9:1 102:1 125:1 139:1 515:1 15681:1
that 103:1 123:1 513:1 848:1 863:1 15682:1
it 124:1 514:1 846:1 861:1 1010:1 1439:1
may 611:1 734:1 847:1 862:1 1008:1 1437:1
be 140:1 609:1 732:1 1009:1 1438:1 1445:1
linked 125:1 138:1 398:1 610:1 733:1 1443:1
with 123:1 139:1 152:1 396:1 1444:1 6695:1
mad 26:1 124:1 150:1 397:1 6693:1 6698:1
cow 24:1 26:1 151:1 743:1 6694:1 6696:1
disease 24:1 25:1 44:1 741:1 6697:1
, 25:1 42:1 152:1 742:1 10991:1
bovine 26:1 43:1 150:1 10989:1 23057:1
spongiform 24:1 26:1 151:1 10990:1 16130:1 23055:1
encephalopathy 24:1 25:1 89:1 16128:1 23056:1
-LRB- 25:1 26:1 87:1 6710:1 16129:1
BSE 11:1 24:1 88:1 95:1 6708:1
-RRB- 25:1 44:1 93:1 6709:1
, 42:1 94:1 125:1 3122:1
because 43:1 123:1 848:1 863:1 3120:1
it 83:1 124:1 293:1 846:1 861:1 3121:1
has 81:1 140:1 291:1 296:1 847:1 862:1
been 74:1 82:1 138:1 292:1 294:1 16676:1
presenting 72:1 139:1 295:1 572:1 899:1 16674:1
very 10:1 73:1 570:1 572:1 897:1 16675:1
unusually 2:1 44:1 570:1 571:1 898:1
, 9:1 42:1 74:1 557:1 571:1
according 43:1 72:1 113:1 116:1 555:1
to 50:1 73:1 111:1 114:1 556:1 2609:1
one 48:1 112:1 115:1 152:1 2607:1 5381:1
medical 26:1 49:1 150:1 2608:1 5379:1 5384:1
expert 24:1 62:1 151:1 5380:1 5382:1
. 4:1 8:1 25:1 60:1 5383:1
A 3:1 7:1 11:1 26:1 66:1 255:1 6710:1
BSE 11:1 24:1 26:1 67:1 256:1 6708:1 10265:1
connection 24:1 25:1 1007:1 1010:1 6709:1 10263:1
would 25:1 611:1 1005:1 1008:1 10264:1 21587:1
raise 152:1 609:1 1006:1 1009:1 1625:1 21585:1
considerable 150:1 152:1 610:1 1623:1 16199:1 21586:1
worried 125:1 150:1 151:1 533:1 1624:1 16197:1
for 17:1 123:1 151:1 209:1 531:1 16198:1
New 11:1 15:1 17:1 124:1 207:1 532:1 11927:1
Zealand 11:1 15:1 16:1 208:1 758:1 761:1 11925:1
's 16:1 26:1 756:1 759:1 6779:1 11926:1
beef 10:1 24:1 104:1 757:1 760:1 6777:1
exporters 2:1 25:1 62:1 102:1 6778:1
. 4:1 8:1 9:1 60:1 103:1
The 3:1 7:1 11:1 17:1 63:1 66:1 6716:1
Food 11:1 15:1 17:1 64:1 67:1 6714:1 17912:1
Safety 11:1 15:1 16:1 17:1 1511:1 6715:1 17910:1
Authority 11:1 15:1 16:1 758:1 761:1 1509:1 17911:1
's 16:1 152:1 756:1 759:1 1510:1 17963:1
executive 26:1 150:1 757:1 760:1 10139:1 17961:1
director 24:1 44:1 151:1 10137:1 17962:1
, 17:1 25:1 42:1 1430:1 10138:1
Dr 11:1 15:1 17:1 43:1 1428:1 16997:1
Andrew 10:1 11:1 15:1 16:1 17:1 1429:1 16995:1
McKenzie 2:1 11:1 15:1 16:1 44:1 16996:1
, 9:1 16:1 42:1 110:1 890:1
said 26:1 43:1 108:1 888:1 20720:1
tonight 24:1 109:1 125:1 515:1 889:1 20718:1
that 25:1 123:1 513:1 848:1 5036:1 20719:1
he 110:1 124:1 275:1 514:1 846:1 5034:1
was 108:1 152:1 273:1 847:1 5035:1 7121:1
confident 17:1 109:1 150:1 209:1 274:1 7119:1
New 11:1 15:1 17:1 151:1 207:1 7120:1 11927:1
Zealand 11:1 15:1 16:1 110:1 208:1 275:1 11925:1
was 10:1 16:1 108:1 152:1 273:1 11926:1
BSE-free 2:1 11:1 44:1 109:1 150:1 274:1
, 9:1 42:1 131:1 134:1 151:1
and 43:1 125:1 129:1 132:1 515:1
that 123:1 130:1 133:1 513:1 1361:1 1364:1
there 110:1 124:1 275:1 514:1 1359:1 1362:1
was 68:1 108:1 273:1 1360:1 1363:1 2834:1
no 26:1 66:1 109:1 274:1 2832:1 3383:1
risk 24:1 67:1 125:1 206:1 2833:1 3381:1
from 17:1 25:1 123:1 204:1 209:1 3382:1
New 11:1 15:1 17:1 124:1 205:1 207:1 11927:1
Zealand 11:1 15:1 16:1 26:1 208:1 2345:1 11925:1
food 16:1 24:1 62:1 2343:1 11926:1
. 4:1 8:1 25:1 60:1 2344:1
`` 3:1 7:1 10:1 152:1 840:1
Normal 2:1 11:1 150:1 841:1 875:1
'' 9:1 151:1 152:1 188:1 873:1
human 26:1 150:1 186:1 874:1 5429:1
CJD 11:1 24:1 83:1 151:1 187:1 4730:1 5427:1
occurs 25:1 81:1 572:1 4728:1 5428:1 11465:1
sporadically 44:1 82:1 570:1 4729:1 11463:1
, 42:1 134:1 197:1 571:1 11464:1
or 10:1 43:1 132:1 195:1 572:1
randomly 2:1 44:1 133:1 196:1 570:1
, 9:1 42:1 125:1 236:1 571:1
in 43:1 123:1 125:1 234:1 473:1
about 50:1 123:1 124:1 235:1 471:1 2609:1
one 48:1 124:1 125:1 236:1 472:1 2607:1
in 49:1 50:1 123:1 234:1 2608:1 2609:1
one 48:1 50:1 124:1 235:1 2607:1 5666:1
million 48:1 49:1 104:1 1049:1 2608:1 5664:1
people 49:1 102:1 572:1 1047:1 5665:1 16478:1
annually 62:1 103:1 570:1 1048:1 16476:1
. 4:1 8:1 60:1 571:1 16477:1
A 3:1 7:1 11:1 26:1 66:1 255:1 10169:1
gene 24:1 26:1 67:1 256:1 10167:1 14222:1
mutation 24:1 25:1 515:1 824:1 10168:1 14220:1
that 25:1 83:1 513:1 822:1 14221:1 18269:1
runs 81:1 125:1 236:1 514:1 823:1 18267:1
in 82:1 104:1 123:1 234:1 16244:1 18268:1
families 83:1 102:1 124:1 235:1 2180:1 16242:1
causes 50:1 81:1 103:1 1892:1 2178:1 16243:1
5 26:1 48:1 82:1 1890:1 2179:1 4646:1
percent 24:1 49:1 113:1 116:1 1891:1 4644:1
to 25:1 50:1 111:1 114:1 305:1 4645:1
10 26:1 48:1 112:1 115:1 303:1 4646:1
percent 24:1 49:1 125:1 161:1 304:1 4644:1
of 25:1 104:1 123:1 159:1 191:1 4645:1
cases 102:1 124:1 125:1 160:1 161:1 189:1
of 26:1 103:1 123:1 159:1 190:1 5429:1
CJD 11:1 24:1 124:1 131:1 134:1 160:1 5427:1
and 25:1 83:1 129:1 132:1 479:1 5428:1
is 10:1 81:1 130:1 133:1 140:1 477:1
regarded 2:1 82:1 125:1 138:1 158:1 478:1
as 9:1 68:1 123:1 139:1 156:1 287:1
a 66:1 124:1 152:1 157:1 285:1 23033:1
hereditary 26:1 67:1 150:1 286:1 2468:1 23031:1
form 24:1 62:1 151:1 2466:1 23032:1
. 4:1 8:1 25:1 60:1 2467:1
`` 3:1 7:1 125:1 840:1 1184:1
In 11:1 26:1 123:1 841:1 1182:1 12008:1
contrast 24:1 113:1 116:1 124:1 1183:1 12006:1
to 25:1 68:1 111:1 114:1 173:1 12007:1
the 66:1 89:1 112:1 115:1 171:1 503:1
-LSB- 67:1 87:1 152:1 172:1 501:1 13349:1
sporadic 88:1 131:1 134:1 150:1 502:1 13347:1
and 129:1 132:1 151:1 152:1 13348:1 23033:1
