0 3:1 7:1 11:1 15:1 125:1 161:1 13959:1
0 10:1 16:1 17:1 123:1 159:1 13960:1
0 2:1 10:1 11:1 15:1 26:1 124:1 160:1
0 2:1 9:1 16:1 24:1 104:1 551:1
0 9:1 25:1 74:1 102:1 549:1 23948:1
0 72:1 103:1 104:1 550:1 4925:1 23946:1
0 73:1 102:1 125:1 161:1 4923:1 23947:1
0 103:1 123:1 152:1 159:1 4924:1 8447:1
0 104:1 124:1 150:1 160:1 8324:1 8445:1
0 50:1 102:1 151:1 8322:1 8446:1 22496:1
0 48:1 62:1 103:1 8323:1 22494:1
0 4:1 8:1 49:1 60:1 22495:1
0 3:1 7:1 11:1 24:1 32:1 10986:1
0 25:1 30:1 50:1 185:1 10987:1
0 26:1 31:1 48:1 183:1 10703:1
0 11:1 24:1 49:1 50:1 184:1 1334:1 10701:1
0 25:1 48:1 125:1 1332:1 8291:1 10702:1
0 11:1 32:1 49:1 123:1 1333:1 8289:1
0 17:1 30:1 124:1 677:1 8290:1
0 11:1 15:1 17:1 31:1 675:1 1277:1
0 15:1 16:1 17:1 676:1 1275:1 2405:1
0 11:1 15:1 16:1 32:1 1276:1 2403:1
0 10:1 16:1 17:1 30:1 2404:1
0 2:1 11:1 15:1 17:1 31:1 5771:1
0 9:1 10:1 11:1 15:1 16:1 17:1 5769:1
0 2:1 11:1 15:1 16:1 50:1 215:1 5770:1
0 9:1 16:1 17:1 48:1 213:1 10703:1
0 11:1 15:1 49:1 50:1 214:1 1334:1 10701:1
0 16:1 48:1 89:1 503:1 1332:1 10702:1
0 49:1 87:1 140:1 501:1 1333:1 2417:1
0 88:1 95:1 138:1 502:1 641:1 2415:1
0 93:1 139:1 488:1 491:1 639:1 2416:1
0 10:1 50:1 94:1 486:1 489:1 640:1
0 2:1 48:1 487:1 490:1 491:1 497:1
0 9:1 49:1 489:1 491:1 495:1 7319:1
0 11:1 125:1 489:1 490:1 496:1 2477:1 7317:1
0 50:1 123:1 245:1 490:1 2475:1 7318:1
0 48:1 104:1 124:1 243:1 350:1 2476:1
0 49:1 102:1 125:1 244:1 348:1 2015:1
0 103:1 123:1 152:1 349:1 2013:1 4316:1
0 10:1 104:1 124:1 150:1 2014:1 4314:1
0 2:1 102:1 140:1 151:1 4315:1 12830:1
0 9:1 10:1 103:1 138:1 572:1 12828:1
0 2:1 125:1 139:1 485:1 570:1 12829:1
0 9:1 10:1 17:1 123:1 483:1 571:1
0 2:1 10:1 11:1 15:1 17:1 124:1 484:1
0 2:1 9:1 11:1 15:1 16:1 44:1
0 9:1 10:1 16:1 26:1 42:1
0 2:1 24:1 43:1 1010:1 1439:1
0 9:1 25:1 611:1 734:1 1008:1 1437:1
0 10:1 74:1 609:1 732:1 1009:1 1438:1
0 2:1 72:1 610:1 733:1 848:1 15641:1
0 9:1 62:1 73:1 846:1 15639:1
0 4:1 8:1 60:1 847:1 15640:1
0 3:1 7:1 11:1 74:1 102:1 2678:1 14652:1
