_ 3:1 7:1 24:1 1266:1 1772:1 22757:1
Salmonella 11:1 25:1 1267:1 1268:1 1770:1 1772:1 22755:1
_ 26:1 1266:1 1770:1 1771:1 18071:1 22756:1
fall 24:1 140:1 1267:1 1445:1 1771:1 18069:1
linked 25:1 113:1 116:1 138:1 1443:1 18070:1
to 26:1 111:1 114:1 139:1 1444:1 13862:1
egg 24:1 26:1 112:1 115:1 13860:1 18455:1
campaign 24:1 25:1 50:1 13601:1 13861:1 18453:1
---------------------------------------- 25:1 48:1 62:1 13599:1 18454:1
. 4:1 8:1 49:1 60:1 13600:1
The 3:1 7:1 11:1 17:1 63:1 66:1 11297:1
Government 11:1 15:1 64:1 67:1 758:1 761:1 11295:1
's 10:1 16:1 104:1 756:1 759:1 11296:1
advisers 2:1 102:1 110:1 757:1 760:1 5462:1
announced 9:1 26:1 103:1 108:1 5460:1 6500:1
yesterday 24:1 44:1 109:1 5461:1 6498:1
, 25:1 42:1 68:1 173:1 6499:1
the 26:1 43:1 66:1 171:1 548:1
number 24:1 67:1 125:1 161:1 172:1 546:1
of 25:1 104:1 123:1 159:1 547:1 1049:1
people 74:1 102:1 124:1 160:1 1047:1 12038:1
suffering 72:1 103:1 125:1 206:1 1048:1 12036:1
from 26:1 73:1 123:1 204:1 2345:1 12037:1
food 24:1 26:1 124:1 205:1 2343:1 14666:1
poisoning 24:1 25:1 83:1 293:1 2344:1 14664:1
has 25:1 81:1 140:1 291:1 14665:1 19766:1
fallen 10:1 82:1 138:1 292:1 572:1 19764:1
dramatically 2:1 125:1 139:1 570:1 2579:1 19765:1
since 9:1 123:1 152:1 571:1 2577:1 4043:1
British 11:1 104:1 124:1 150:1 2578:1 4041:1 10919:1
farmers 102:1 110:1 151:1 4042:1 7589:1 10917:1
started 74:1 103:1 108:1 7587:1 10918:1 12224:1
vaccinating 72:1 109:1 914:1 977:1 7588:1 12222:1
their 10:1 73:1 104:1 912:1 975:1 12223:1
hens 2:1 102:1 125:1 913:1 976:1 3626:1
against 9:1 10:1 103:1 104:1 123:1 3624:1
salmonellae 2:1 62:1 102:1 124:1 3625:1
. 4:1 8:1 9:1 60:1 103:1
The 3:1 7:1 10:1 11:1 17:1 63:1 66:1
Advisory 2:1 11:1 15:1 17:1 64:1 67:1 18389:1
Committee 9:1 11:1 15:1 16:1 125:1 533:1 18387:1
for 16:1 68:1 123:1 173:1 531:1 18388:1
