0 3:1 7:1 87:1 501:1 845:1 848:1
0 11:1 88:1 502:1 671:1 843:1 846:1 1052:1
0 74:1 647:1 669:1 844:1 847:1 1050:1
0 68:1 72:1 645:1 650:1 670:1 1051:1
0 66:1 73:1 140:1 646:1 648:1 2417:1
0 26:1 67:1 138:1 649:1 2415:1 4787:1
0 24:1 125:1 139:1 161:1 2416:1 4785:1
0 25:1 68:1 123:1 159:1 173:1 4786:1
0 66:1 124:1 160:1 171:1 584:1 587:1
0 67:1 152:1 172:1 582:1 585:1 590:1
0 150:1 583:1 586:1 588:1 728:1 4694:1
0 11:1 151:1 589:1 671:1 726:1 4692:1 5855:1
0 125:1 669:1 727:1 770:1 4693:1 5853:1
0 68:1 123:1 173:1 670:1 768:1 5854:1
0 17:1 66:1 124:1 171:1 769:1 4559:1
0 11:1 15:1 26:1 67:1 172:1 722:1 4557:1
0 16:1 24:1 131:1 134:1 720:1 4558:1
0 25:1 26:1 129:1 132:1 721:1 1340:1
0 24:1 125:1 130:1 133:1 158:1 1338:1
0 25:1 123:1 156:1 848:1 863:1 1339:1
0 83:1 124:1 157:1 846:1 861:1 8132:1
0 81:1 152:1 509:1 847:1 862:1 8130:1
0 26:1 82:1 150:1 507:1 3872:1 8131:1
0 24:1 125:1 151:1 508:1 770:1 3870:1
0 25:1 68:1 123:1 173:1 768:1 3871:1
0 66:1 104:1 124:1 171:1 769:1 3185:1
0 67:1 102:1 113:1 116:1 172:1 3183:1
0 26:1 103:1 111:1 114:1 3184:1 5657:1
0 24:1 112:1 115:1 125:1 4352:1 5655:1
0 25:1 123:1 125:1 398:1 4350:1 5656:1
0 10:1 123:1 124:1 152:1 396:1 4351:1
0 2:1 10:1 104:1 124:1 150:1 397:1
0 2:1 9:1 102:1 125:1 151:1 161:1
0 9:1 103:1 104:1 123:1 159:1 10289:1
0 62:1 102:1 124:1 160:1 10287:1
0 4:1 8:1 60:1 103:1 10288:1
0 3:1 7:1 26:1 30:1 633:1 3080:1
0 11:1 24:1 31:1 95:1 634:1 641:1 3078:1
0 10:1 25:1 93:1 152:1 639:1 3079:1
0 2:1 10:1 11:1 94:1 150:1 152:1 640:1
0 2:1 9:1 11:1 150:1 151:1 152:1 15443:1
0 9:1 10:1 11:1 26:1 150:1 151:1 15441:1
0 2:1 11:1 24:1 32:1 151:1 635:1 15442:1
0 9:1 17:1 25:1 30:1 633:1 5771:1
0 11:1 15:1 26:1 31:1 634:1 5769:1 20702:1
0 10:1 16:1 24:1 83:1 5770:1 20700:1
0 2:1 11:1 25:1 50:1 81:1 803:1 20701:1
0 9:1 17:1 48:1 82:1 801:1 5459:1
0 11:1 15:1 49:1 50:1 802:1 1334:1 5457:1
0 16:1 44:1 48:1 1332:1 5458:1
0 10:1 42:1 49:1 50:1 1333:1
0 2:1 17:1 43:1 48:1 4166:1
0 9:1 11:1 15:1 17:1 49:1 1310:1 4164:1
0 11:1 15:1 16:1 17:1 1308:1 4165:1 4169:1
0 11:1 15:1 16:1 17:1 1309:1 1430:1 4167:1
0 11:1 15:1 16:1 17:1 1428:1 4168:1 9815:1
0 10:1 11:1 15:1 16:1 17:1 1429:1 9813:1
0 2:1 11:1 15:1 16:1 44:1 9814:1
0 9:1 16:1 17:1 42:1 17222:1
0 11:1 15:1 17:1 43:1 11216:1 17220:1
0 11:1 15:1 16:1 44:1 11214:1 17221:1
0 16:1 42:1 152:1 4298:1 11215:1
0 11:1 43:1 104:1 150:1 4296:1 8234:1
0 11:1 26:1 102:1 151:1 1430:1 4297:1 8232:1
0 10:1 11:1 17:1 24:1 103:1 1428:1 8233:1
0 2:1 10:1 11:1 15:1 17:1 25:1 1429:1
0 2:1 9:1 11:1 15:1 16:1 44:1
0 9:1 10:1 16:1 17:1 42:1
0 2:1 11:1 15:1 43:1 44:1
0 9:1 10:1 16:1 17:1 42:1
0 2:1 11:1 15:1 17:1 43:1 1430:1
0 9:1 10:1 11:1 15:1 16:1 17:1 1428:1
0 2:1 10:1 11:1 15:1 16:1 17:1 1429:1
0 2:1 9:1 11:1 15:1 16:1 44:1
0 9:1 16:1 17:1 42:1 5966:1
0 11:1 15:1 17:1 43:1 1427:1 5964:1
0 11:1 15:1 16:1 44:1 1425:1 5965:1
0 10:1 16:1 17:1 42:1 1426:1
0 2:1 11:1 15:1 17:1 43:1 20663:1
0 9:1 10:1 11:1 15:1 16:1 17:1 20661:1
0 2:1 11:1 15:1 16:1 17:1 20662:1 21539:1
0 9:1 11:1 15:1 16:1 44:1 21537:1
