In 3:1 7:1 11:1 68:1 123:1 173:1 1182:1
the 66:1 124:1 152:1 171:1 1183:1 8711:1
Spanish 11:1 26:1 67:1 150:1 172:1 8709:1 18623:1
town 24:1 125:1 151:1 161:1 8710:1 18621:1
of 10:1 17:1 25:1 123:1 159:1 18622:1
Mataro 2:1 11:1 15:1 124:1 125:1 160:1 6386:1
near 9:1 10:1 16:1 17:1 123:1 6384:1
Barcelona 2:1 11:1 15:1 50:1 124:1 2255:1 6385:1
29 9:1 16:1 48:1 104:1 1049:1 2253:1
people 49:1 102:1 671:1 1047:1 1052:1 2254:1
are 103:1 125:1 236:1 669:1 1048:1 1050:1
in 26:1 123:1 234:1 670:1 878:1 1051:1
hospital 24:1 124:1 125:1 235:1 876:1 2015:1
after 25:1 68:1 123:1 877:1 1022:1 2013:1
an 26:1 66:1 124:1 722:1 1020:1 2014:1
outbreak 24:1 67:1 125:1 161:1 720:1 1021:1
of 10:1 17:1 25:1 123:1 159:1 721:1
Legionnaire 2:1 11:1 15:1 124:1 160:1 758:1 761:1
's 9:1 16:1 26:1 743:1 756:1 759:1
disease 24:1 62:1 741:1 757:1 760:1
. 4:1 8:1 25:1 60:1 742:1
Health 3:1 7:1 11:1 15:1 104:1 1308:1 1415:1
authorities 16:1 102:1 671:1 1309:1 1413:1 4463:1
say 68:1 103:1 173:1 669:1 1414:1 4461:1
the 66:1 152:1 171:1 670:1 2399:1 4462:1
epidemic 67:1 83:1 150:1 172:1 479:1 2397:1
is 81:1 125:1 151:1 477:1 1337:1 2398:1
under 26:1 82:1 123:1 478:1 1335:1 1994:1
control 24:1 44:1 124:1 1336:1 1992:1
, 25:1 42:1 134:1 1993:1 2072:1
but 43:1 50:1 132:1 2070:1 2609:1
one 26:1 48:1 133:1 2071:1 2607:1 3155:1
patient 24:1 44:1 49:1 2608:1 3153:1
, 25:1 42:1 125:1 236:1 3154:1
in 43:1 123:1 234:1 914:1 7592:1
her 10:1 50:1 124:1 235:1 912:1 7590:1
80s 2:1 44:1 48:1 913:1 7591:1
, 9:1 42:1 49:1 83:1 479:1
is 43:1 81:1 125:1 236:1 477:1
in 82:1 123:1 152:1 234:1 478:1 14984:1
critical 26:1 124:1 150:1 235:1 980:1 14982:1
condition 24:1 62:1 151:1 978:1 14983:1
. 4:1 8:1 25:1 60:1 979:1
Though 3:1 7:1 11:1 50:1 123:1 185:1 18645:1
3 48:1 124:1 152:1 183:1 509:1 18646:1
additional 49:1 104:1 150:1 184:1 507:1 1049:1
people 102:1 110:1 151:1 203:1 508:1 1047:1
were 103:1 108:1 140:1 201:1 1048:1 7982:1
affected 109:1 125:1 138:1 143:1 202:1 7980:1
by 68:1 123:1 139:1 141:1 173:1 7981:1
the 26:1 66:1 124:1 142:1 171:1 722:1
outbreak 24:1 44:1 67:1 172:1 720:1
, 25:1 42:1 721:1 848:1 3566:1
they 43:1 110:1 846:1 2024:1 3564:1
did 108:1 572:1 847:1 1097:1 2022:1 3565:1
not 109:1 570:1 611:1 1095:1 2023:1 7238:1
need 113:1 116:1 571:1 609:1 1096:1 7236:1
to 111:1 114:1 610:1 611:1 734:1 7237:1
be 112:1 115:1 140:1 609:1 732:1 3101:1
admitted 113:1 116:1 138:1 610:1 733:1 3099:1
to 26:1 111:1 114:1 139:1 878:1 3100:1
hospital 24:1 62:1 112:1 115:1 876:1
. 4:1 8:1 25:1 60:1 877:1
The 3:1 7:1 11:1 26:1 63:1 66:1 1574:1
air 10:1 24:1 26:1 64:1 67:1 1572:1
conditioner 2:1 24:1 25:1 125:1 161:1 1573:1
of 9:1 25:1 68:1 123:1 159:1 287:1
a 66:1 124:1 152:1 160:1 285:1 2612:1
public 26:1 67:1 150:1 286:1 1412:1 2610:1
building 24:1 44:1 151:1 1410:1 2611:1
, 25:1 42:1 821:1 824:1 1411:1
which 43:1 83:1 293:1 819:1 822:1
has 81:1 291:1 572:1 820:1 823:1 1097:1
not 82:1 140:1 292:1 296:1 570:1 1095:1
been 138:1 140:1 294:1 571:1 1096:1 8402:1
identified 44:1 138:1 139:1 295:1 8400:1
, 42:1 83:1 139:1 479:1 8401:1
is 43:1 74:1 81:1 477:1 1367:1
being 72:1 82:1 140:1 478:1 1365:1 8354:1
blamed 62:1 73:1 138:1 1366:1 8352:1
. 4:1 8:1 60:1 139:1 8353:1
Meanwhile 3:1 7:1 11:1 44:1 570:1 15657:1
, 42:1 125:1 571:1 6386:1 15658:1
near 43:1 68:1 123:1 173:1 6384:1
the 66:1 124:1 152:1 171:1 6385:1 13802:1
port 26:1 67:1 150:1 172:1 1406:1 13800:1
city 24:1 125:1 151:1 161:1 1404:1 13801:1
of 10:1 17:1 25:1 123:1 159:1 1405:1
Valencia 2:1 11:1 15:1 44:1 124:1 160:1
, 9:1 16:1 42:1 50:1 167:1
13 43:1 48:1 149:1 152:1 165:1
other 49:1 104:1 147:1 150:1 166:1 1049:1
people 102:1 148:1 151:1 668:1 671:1 1047:1
have 103:1 572:1 666:1 669:1 1048:1 1442:1
also 140:1 296:1 570:1 667:1 670:1 1440:1
been 138:1 140:1 294:1 571:1 1397:1 1441:1
diagnosed 125:1 138:1 139:1 295:1 398:1 1395:1
with 10:1 17:1 123:1 139:1 396:1 1396:1
Legionnaire 2:1 11:1 15:1 124:1 397:1 758:1 761:1
's 9:1 16:1 26:1 743:1 756:1 759:1
disease 24:1 125:1 236:1 741:1 757:1 760:1
in 25:1 50:1 123:1 215:1 234:1 742:1
2 48:1 124:1 152:1 213:1 235:1 4313:1
small 10:1 49:1 104:1 150:1 214:1 4311:1
towns 2:1 44:1 102:1 151:1 4312:1
, 9:1 42:1 103:1 131:1 134:1
and 43:1 50:1 129:1 132:1 2465:1
9 48:1 130:1 133:1 671:1 1052:1 2463:1
are 49:1 125:1 236:1 669:1 1050:1 2464:1
in 26:1 123:1 234:1 670:1 878:1 1051:1
hospital 24:1 32:1 124:1 235:1 876:1
: 25:1 30:1 50:1 251:1 877:1
6 31:1 48:1 125:1 249:1 485:1
at 10:1 17:1 49:1 123:1 250:1 483:1
Alcoy 2:1 11:1 15:1 124:1 131:1 134:1 484:1
and 9:1 16:1 50:1 129:1 132:1 185:1
3 48:1 125:1 130:1 133:1 183:1 485:1
at 10:1 17:1 49:1 123:1 184:1 483:1
Segorbe 2:1 11:1 15:1 62:1 124:1 484:1
. 4:1 8:1 9:1 16:1 60:1
-LSB- 3:1 7:1 87:1 501:1 848:1 3716:1
It 11:1 83:1 88:1 479:1 502:1 846:1 3714:1
is 81:1 152:1 477:1 847:1 3715:1 5699:1
likely 82:1 125:1 150:1 478:1 515:1 5697:1
that 123:1 151:1 513:1 1361:1 1364:1 5698:1
there 124:1 514:1 671:1 1052:1 1359:1 1362:1
are 10:1 572:1 669:1 1050:1 1360:1 1363:1
substantially 2:1 570:1 670:1 1051:1 1058:1 1061:1
more 9:1 104:1 191:1 571:1 1056:1 1059:1
cases 102:1 125:1 189:1 236:1 1057:1 1060:1
in 68:1 103:1 123:1 173:1 190:1 234:1
the 10:1 17:1 66:1 124:1 171:1 235:1
Barcelona 2:1 11:1 15:1 26:1 67:1 172:1 722:1
outbreak 9:1 16:1 24:1 140:1 720:1 1520:1
given 25:1 68:1 138:1 173:1 721:1 1518:1
the 66:1 74:1 139:1 171:1 1519:1 8624:1
reporting 67:1 72:1 125:1 172:1 515:1 8622:1
that 73:1 123:1 513:1 572:1 4664:1 8623:1
only 50:1 124:1 185:1 514:1 570:1 4662:1
3 48:1 125:1 161:1 183:1 571:1 4663:1
of 49:1 50:1 123:1 159:1 184:1 6545:1
32 48:1 104:1 124:1 160:1 191:1 6543:1
cases 49:1 102:1 110:1 189:1 203:1 6544:1
were 103:1 108:1 190:1 201:1 572:1 1097:1
not 109:1 140:1 202:1 570:1 1095:1 2285:1
hospitalized 62:1 138:1 571:1 1096:1 2283:1
. 4:1 8:1 60:1 139:1 2284:1
Although 3:1 7:1 11:1 68:1 123:1 173:1 2820:1
the 10:1 66:1 104:1 124:1 171:1 2821:1
demographics 2:1 67:1 102:1 125:1 161:1 172:1
of 9:1 68:1 103:1 123:1 159:1 173:1
the 66:1 124:1 140:1 160:1 171:1 7982:1
