Los 3:1 7:1 11:1 15:1 17:1 7878:1 7883:1
Angeles 11:1 15:1 16:1 17:1 7879:1 7881:1 7943:1
County 11:1 15:1 16:1 152:1 2612:1 7882:1 7941:1
public 16:1 26:1 150:1 1172:1 2610:1 7942:1
health 24:1 104:1 151:1 1170:1 1592:1 2611:1
officials 25:1 102:1 671:1 1052:1 1171:1 1590:1
are 74:1 103:1 669:1 1050:1 1591:1 10430:1
warning 72:1 104:1 670:1 1049:1 1051:1 10428:1
people 73:1 102:1 125:1 398:1 1047:1 10429:1
with 103:1 123:1 152:1 396:1 1048:1 4742:1
certain 124:1 150:1 152:1 397:1 4740:1 13187:1
chronic 104:1 150:1 151:1 4741:1 7313:1 13185:1
diseases 102:1 113:1 116:1 151:1 7311:1 13186:1
to 103:1 111:1 114:1 611:1 7312:1 11084:1
avoid 112:1 115:1 152:1 609:1 10640:1 11082:1
raw 26:1 150:1 610:1 10638:1 10643:1 11083:1
shellfish 24:1 125:1 151:1 2015:1 10639:1 10641:1
after 25:1 50:1 123:1 215:1 2013:1 10642:1
2 48:1 104:1 124:1 213:1 551:1 2014:1
deaths 49:1 68:1 102:1 214:1 549:1 650:1
this 26:1 66:1 103:1 550:1 648:1 5366:1
month 24:1 67:1 140:1 649:1 1445:1 5364:1
linked 25:1 113:1 116:1 138:1 1443:1 5365:1
to 68:1 111:1 114:1 139:1 287:1 1444:1
a 66:1 112:1 115:1 152:1 285:1 3380:1
rare 26:1 67:1 150:1 286:1 3378:1 8729:1
bacterium 24:1 62:1 151:1 3379:1 8727:1
. 4:1 8:1 25:1 60:1 8728:1
Since 3:1 7:1 11:1 123:1 152:1 3059:1 5535:1
late 17:1 124:1 150:1 3057:1 5536:1 5930:1
June 11:1 15:1 44:1 151:1 3058:1 5928:1
, 16:1 42:1 50:1 185:1 5929:1
3 43:1 48:1 149:1 152:1 183:1
other 49:1 104:1 147:1 150:1 184:1 1049:1
people 102:1 125:1 148:1 151:1 236:1 1047:1
in 68:1 103:1 123:1 173:1 234:1 1048:1
the 26:1 66:1 124:1 171:1 235:1 7358:1
county 24:1 67:1 172:1 668:1 671:1 7356:1
have 25:1 140:1 296:1 666:1 669:1 7357:1
been 138:1 140:1 294:1 667:1 670:1 2285:1
hospitalized 125:1 138:1 139:1 295:1 398:1 2283:1
with 68:1 123:1 139:1 173:1 396:1 2284:1
the 50:1 66:1 124:1 171:1 397:1 1268:1
_ 17:1 48:1 67:1 172:1 1266:1 6068:1
Vibrio 10:1 11:1 15:1 26:1 49:1 1267:1 6066:1
vulnificus 2:1 16:1 24:1 26:1 1268:1 6067:1
_ 9:1 24:1 25:1 26:1 401:1 1266:1
infection 24:1 25:1 62:1 399:1 1267:1
. 4:1 8:1 25:1 60:1 400:1
All 3:1 7:1 11:1 66:1 125:1 161:1 1995:1
of 67:1 68:1 123:1 159:1 173:1 1996:1
the 50:1 66:1 124:1 160:1 171:1 1892:1
5 48:1 67:1 104:1 172:1 545:1 1890:1
patients 49:1 102:1 110:1 203:1 543:1 1891:1
were 10:1 17:1 103:1 108:1 201:1 544:1
Latino 2:1 11:1 15:1 104:1 109:1 202:1 335:1
men 9:1 16:1 102:1 104:1 333:1 7436:1
ages 50:1 102:1 103:1 334:1 6188:1 7434:1
44 48:1 103:1 113:1 116:1 6186:1 7435:1
to 10:1 49:1 50:1 111:1 114:1 6187:1
56 2:1 48:1 112:1 115:1 125:1 398:1
with 9:1 26:1 49:1 123:1 396:1 10832:1
liver 24:1 26:1 124:1 397:1 743:1 10830:1
disease 24:1 25:1 62:1 741:1 10831:1
. 4:1 8:1 25:1 60:1 742:1
The 3:1 7:1 11:1 26:1 63:1 66:1 8729:1
bacterium 24:1 64:1 67:1 83:1 479:1 8727:1
is 10:1 25:1 81:1 477:1 572:1 8728:1
typically 2:1 82:1 140:1 478:1 570:1 2216:1
found 9:1 125:1 138:1 236:1 571:1 2214:1
in 123:1 139:1 152:1 234:1 2215:1 10640:1
raw 104:1 124:1 150:1 235:1 10638:1 17888:1
oysters 102:1 125:1 151:1 206:1 10639:1 17886:1
from 68:1 103:1 123:1 173:1 204:1 17887:1
the 17:1 66:1 124:1 171:1 205:1 13961:1
Gulf 11:1 15:1 67:1 125:1 161:1 172:1 13959:1
of 16:1 17:1 123:1 159:1 6515:1 13960:1
Mexico 11:1 15:1 124:1 131:1 134:1 160:1 6513:1
and 16:1 83:1 129:1 132:1 3650:1 6514:1
affects 81:1 104:1 130:1 133:1 1049:1 3648:1
people 82:1 102:1 125:1 398:1 1047:1 3649:1
with 103:1 104:1 123:1 396:1 1048:1 7313:1
diseases 74:1 102:1 124:1 397:1 1535:1 7311:1
including 10:1 26:1 72:1 103:1 1533:1 7312:1
cirrhosis 2:1 24:1 44:1 73:1 1534:1
, 9:1 25:1 26:1 42:1 10121:1
hepatitis 24:1 43:1 44:1 10119:1
, 10:1 25:1 26:1 42:1 10120:1
cancer 2:1 24:1 43:1 44:1
, 9:1 10:1 25:1 26:1 42:1
diabetes 2:1 24:1 43:1 44:1
, 9:1 25:1 42:1 131:1 134:1
and 10:1 17:1 43:1 129:1 132:1
AIDS 2:1 11:1 15:1 62:1 130:1 133:1
. 4:1 8:1 9:1 16:1 60:1
Public 3:1 7:1 11:1 15:1 26:1 1172:1 3885:1
health 16:1 24:1 104:1 1170:1 1592:1 3886:1
officials 25:1 102:1 671:1 1171:1 1590:1 19898:1
speculate 103:1 125:1 515:1 669:1 1591:1 19896:1
that 10:1 41:1 123:1 513:1 670:1 19897:1
Latinos 2:1 11:1 39:1 124:1 514:1 671:1 1052:1
are 9:1 40:1 669:1 1050:1 1058:1 1061:1
more 152:1 670:1 1051:1 1056:1 1059:1 5699:1
likely 113:1 116:1 150:1 1057:1 1060:1 5697:1
to 111:1 114:1 151:1 611:1 5698:1 15677:1
purchase 17:1 112:1 115:1 609:1 13961:1 15675:1
Gulf 11:1 15:1 17:1 610:1 8012:1 13959:1 15676:1
Coast 11:1 15:1 16:1 104:1 8010:1 13960:1 17888:1
oysters 16:1 102:1 131:1 134:1 8011:1 17886:1
and 103:1 129:1 132:1 572:1 8504:1 17887:1
therefore 130:1 133:1 570:1 671:1 1052:1 8502:1
are 571:1 669:1 1050:1 1058:1 1061:1 8503:1
more 152:1 670:1 1051:1 1056:1 1059:1 5699:1
likely 113:1 116:1 150:1 1057:1 1060:1 5697:1
to 111:1 114:1 151:1 611:1 734:1 5698:1
be 112:1 115:1 140:1 609:1 732:1 3857:1
exposed 113:1 116:1 138:1 610:1 733:1 3855:1
to 68:1 111:1 114:1 139:1 173:1 3856:1
the 26:1 66:1 112:1 115:1 171:1 401:1
infection 24:1 62:1 67:1 172:1 399:1
. 4:1 8:1 25:1 60:1 400:1
Latinos 2:1 3:1 7:1 11:1 15:1 572:1 1442:1
also 9:1 16:1 110:1 203:1 570:1 1440:1
were 10:1 108:1 201:1 571:1 572:1 1441:1
disproportionately 2:1 109:1 140:1 202:1 570:1 7982:1
affected 9:1 125:1 138:1 143:1 571:1 7980:1
by 68:1 123:1 139:1 141:1 287:1 7981:1
a 50:1 66:1 124:1 142:1 285:1 3449:1
1985 48:1 67:1 89:1 286:1 503:1 3447:1
-LSB- 10:1 26:1 49:1 87:1 501:1 3448:1
listeriosis 2:1 24:1 88:1 95:1 502:1 641:1
-RSB- 9:1 25:1 26:1 93:1 639:1 722:1
outbreak 24:1 94:1 515:1 640:1 720:1 824:1
that 25:1 110:1 513:1 721:1 822:1 4415:1
killed 50:1 108:1 514:1 823:1 1091:1 4413:1
48 48:1 109:1 131:1 134:1 1089:1 4414:1
and 49:1 110:1 129:1 132:1 275:1 1090:1
was 108:1 130:1 133:1 140:1 273:1 1445:1
linked 109:1 113:1 116:1 138:1 274:1 1443:1
to 111:1 114:1 139:1 140:1 1444:1 10847:1
contaminated 10:1 112:1 115:1 138:1 152:1 10845:1
Mexican 2:1 10:1 11:1 26:1 139:1 150:1 10846:1
cheese 2:1 9:1 24:1 62:1 151:1
. 4:1 8:1 9:1 25:1 60:1
Among 3:1 7:1 11:1 68:1 123:1 173:1 318:1
the 66:1 124:1 140:1 171:1 319:1 2285:1
