0 2:1 3:1 7:1 11:1 15:1 44:1
0 9:1 16:1 17:1 42:1 20780:1
0 11:1 15:1 32:1 43:1 635:1 20778:1
0 16:1 17:1 30:1 209:1 633:1 20779:1
0 11:1 15:1 17:1 31:1 207:1 212:1 634:1
0 11:1 15:1 16:1 208:1 210:1 1010:1 1355:1
0 16:1 211:1 572:1 1008:1 1353:1 2834:1
0 570:1 572:1 1009:1 1354:1 2832:1 2867:1
0 570:1 571:1 611:1 2833:1 2865:1 6842:1
0 104:1 571:1 609:1 2866:1 6840:1 9464:1
0 102:1 131:1 134:1 610:1 6841:1 9462:1
0 26:1 103:1 129:1 132:1 9463:1 9476:1
0 24:1 125:1 130:1 133:1 158:1 9474:1
0 25:1 68:1 123:1 156:1 287:1 9475:1
0 66:1 124:1 152:1 157:1 285:1 5501:1
0 10:1 26:1 67:1 150:1 286:1 5499:1
0 2:1 24:1 113:1 116:1 151:1 5500:1
0 9:1 25:1 111:1 114:1 611:1 6503:1
0 68:1 112:1 115:1 173:1 609:1 6501:1
0 26:1 66:1 171:1 610:1 6502:1 12311:1
0 24:1 67:1 125:1 161:1 172:1 12309:1
0 25:1 123:1 152:1 159:1 12310:1 13187:1
0 74:1 124:1 150:1 160:1 13185:1 13190:1
0 26:1 72:1 151:1 743:1 13186:1 13188:1
0 24:1 73:1 89:1 741:1 13189:1
0 25:1 26:1 87:1 742:1 13193:1
0 11:1 24:1 88:1 95:1 13191:1
0 25:1 93:1 125:1 236:1 13192:1
0 94:1 104:1 123:1 234:1 410:1
0 44:1 102:1 124:1 235:1 408:1
0 26:1 42:1 103:1 409:1 518:1
0 24:1 43:1 152:1 516:1 1835:1
0 25:1 131:1 134:1 150:1 517:1 1833:1
0 129:1 132:1 151:1 152:1 1834:1 9137:1
0 10:1 104:1 130:1 133:1 150:1 9135:1
0 2:1 102:1 110:1 151:1 890:1 9136:1
0 9:1 17:1 103:1 108:1 888:1 2432:1
0 11:1 15:1 62:1 109:1 889:1 2430:1
0 4:1 8:1 16:1 60:1 2431:1
0 3:1 7:1 11:1 63:1 66:1 152:1 4067:1
0 64:1 67:1 104:1 150:1 4065:1 11492:1
0 102:1 151:1 671:1 3596:1 4066:1 11490:1
0 26:1 103:1 669:1 3594:1 7043:1 11491:1
0 24:1 572:1 670:1 3595:1 5135:1 7041:1
0 25:1 62:1 570:1 5133:1 7042:1
0 4:1 8:1 60:1 571:1 5134:1
0 3:1 7:1 125:1 797:1 840:1
0 11:1 74:1 123:1 795:1 841:1 12005:1
0 68:1 72:1 124:1 173:1 796:1 12003:1
0 26:1 66:1 73:1 171:1 6842:1 12004:1
0 24:1 67:1 125:1 161:1 172:1 6840:1
0 25:1 104:1 123:1 159:1 6841:1 9464:1
0 102:1 124:1 131:1 134:1 160:1 9462:1
0 26:1 103:1 129:1 132:1 9463:1 9476:1
0 24:1 125:1 130:1 133:1 959:1 9474:1
0 25:1 68:1 123:1 173:1 957:1 9475:1
0 26:1 66:1 124:1 171:1 518:1 958:1
0 24:1 44:1 67:1 172:1 516:1
0 25:1 42:1 517:1 848:1 896:1
0 43:1 846:1 894:1 1010:1 1082:1
0 611:1 847:1 895:1 1008:1 1080:1 5549:1
0 68:1 173:1 609:1 1009:1 1081:1 5547:1
0 26:1 66:1 171:1 610:1 3383:1 5548:1
0 24:1 67:1 125:1 161:1 172:1 3381:1
0 25:1 68:1 123:1 159:1 173:1 3382:1
0 66:1 124:1 152:1 160:1 171:1 13187:1
0 67:1 74:1 150:1 172:1 13185:1 13190:1
0 26:1 72:1 151:1 743:1 13186:1 13188:1
0 24:1 73:1 74:1 741:1 13189:1 17273:1
0 17:1 25:1 72:1 209:1 742:1 17271:1
0 11:1 15:1 17:1 73:1 207:1 212:1 17272:1
0 11:1 15:1 16:1 131:1 134:1 208:1 210:1
0 16:1 129:1 132:1 211:1 611:1 3578:1
0 113:1 116:1 130:1 133:1 609:1 3576:1
0 111:1 114:1 610:1 611:1 3577:1 6503:1
0 112:1 115:1 609:1 911:1 914:1 6501:1
0 152:1 610:1 909:1 912:1 6502:1 16592:1
0 150:1 152:1 910:1 913:1 3404:1 16590:1
0 104:1 150:1 151:1 3402:1 9464:1 16591:1
0 102:1 104:1 151:1 3403:1 9462:1 9524:1
0 102:1 103:1 125:1 206:1 9463:1 9522:1
0 74:1 103:1 123:1 204:1 1367:1 9523:1
0 72:1 124:1 140:1 205:1 1365:1 3857:1
0 73:1 113:1 116:1 138:1 1366:1 3855:1
0 68:1 111:1 114:1 139:1 650:1 3856:1
0 66:1 112:1 115:1 152:1 648:1 11345:1
