Another 2:1 3:1 7:1 11:1 50:1 66:1 5489:1
four 9:1 48:1 67:1 104:1 1049:1 5487:1
people 49:1 102:1 125:1 236:1 1047:1 5488:1
in 17:1 103:1 123:1 234:1 1048:1 8480:1
Australia 11:1 15:1 110:1 124:1 203:1 235:1 8478:1
were 16:1 17:1 108:1 201:1 8479:1 10268:1
Thursday 11:1 15:1 109:1 110:1 202:1 578:1 10266:1
confirmed 16:1 108:1 125:1 398:1 576:1 10267:1
with 10:1 104:1 109:1 123:1 396:1 577:1
legionnaires 2:1 102:1 124:1 397:1 761:1 1655:1
' 9:1 26:1 103:1 743:1 759:1 1653:1
disease 10:1 24:1 110:1 741:1 760:1 1654:1
sourced 2:1 25:1 108:1 113:1 116:1 742:1
to 9:1 68:1 109:1 111:1 114:1 173:1
the 17:1 66:1 112:1 115:1 171:1 1394:1
Melbourne 10:1 11:1 15:1 17:1 67:1 172:1 1392:1
Aquarium 2:1 11:1 15:1 16:1 44:1 1393:1
, 9:1 16:1 42:1 74:1 521:1
bringing 43:1 68:1 72:1 173:1 519:1
the 26:1 66:1 73:1 171:1 520:1 548:1
number 24:1 67:1 125:1 161:1 172:1 546:1
of 25:1 123:1 152:1 159:1 547:1 3395:1
such 104:1 124:1 150:1 160:1 191:1 3393:1
cases 102:1 113:1 116:1 151:1 189:1 3394:1
to 50:1 103:1 111:1 114:1 190:1 15752:1
91 48:1 62:1 112:1 115:1 15750:1
. 4:1 8:1 49:1 60:1 15751:1
So 3:1 7:1 11:1 570:1 572:1 1331:1 5274:1
far 68:1 173:1 570:1 571:1 1329:1 5275:1
the 10:1 26:1 66:1 171:1 571:1 1330:1
aquarium 2:1 24:1 26:1 67:1 172:1 722:1
outbreak 9:1 24:1 25:1 83:1 293:1 720:1
has 25:1 81:1 140:1 291:1 721:1 4688:1
claimed 50:1 82:1 138:1 292:1 542:1 4686:1
two 48:1 104:1 139:1 540:1 4687:1 9287:1
lives 49:1 102:1 125:1 541:1 2021:1 9285:1
while 50:1 103:1 123:1 2019:1 7349:1 9286:1
19 48:1 104:1 124:1 1049:1 2020:1 7347:1
people 49:1 102:1 671:1 1047:1 1052:1 7348:1
are 103:1 569:1 572:1 669:1 1048:1 1050:1
still 125:1 236:1 567:1 570:1 670:1 1051:1
in 26:1 123:1 234:1 568:1 571:1 878:1
hospital 24:1 44:1 124:1 235:1 876:1
, 25:1 42:1 50:1 877:1 19583:1
six 43:1 48:1 125:1 161:1 19581:1
of 49:1 123:1 159:1 848:1 1403:1 19582:1
them 124:1 125:1 160:1 236:1 846:1 1401:1
in 123:1 152:1 234:1 847:1 1402:1 14984:1
critical 26:1 124:1 150:1 235:1 980:1 14982:1
condition 24:1 62:1 151:1 978:1 14983:1
. 4:1 8:1 25:1 60:1 979:1
A 3:1 7:1 10:1 11:1 66:1 152:1 255:1
77-year-old 2:1 26:1 67:1 150:1 256:1 3098:1
man 9:1 24:1 110:1 151:1 386:1 3096:1
died 17:1 25:1 108:1 384:1 3097:1 6725:1
Wednesday 11:1 15:1 26:1 109:1 385:1 3062:1 6723:1
night 16:1 24:1 71:1 74:1 3060:1 6724:1
following 10:1 25:1 69:1 72:1 104:1 3061:1
complications 2:1 70:1 73:1 102:1 125:1 206:1
from 9:1 68:1 103:1 123:1 173:1 204:1
the 26:1 66:1 124:1 171:1 205:1 743:1
disease 24:1 67:1 134:1 172:1 741:1 2072:1
but 25:1 132:1 742:1 848:1 2070:1 5213:1
he 110:1 133:1 846:1 1610:1 2071:1 5211:1
had 108:1 572:1 847:1 1097:1 1608:1 5212:1
not 109:1 140:1 296:1 570:1 1095:1 1609:1
been 138:1 140:1 294:1 571:1 578:1 1096:1
confirmed 125:1 138:1 139:1 158:1 295:1 576:1
as 68:1 123:1 139:1 156:1 287:1 577:1
a 26:1 66:1 124:1 157:1 285:1 17465:1
victim 24:1 67:1 125:1 161:1 286:1 17463:1
of 25:1 68:1 123:1 159:1 173:1 17464:1
the 10:1 26:1 66:1 124:1 160:1 171:1
aquarium 2:1 24:1 26:1 67:1 172:1 722:1
outbreak 9:1 24:1 25:1 44:1 720:1
, 25:1 26:1 42:1 721:1 1172:1
health 24:1 43:1 104:1 1170:1 1592:1
officials 25:1 102:1 110:1 890:1 1171:1 1590:1
said 62:1 103:1 108:1 888:1 1591:1
. 4:1 8:1 60:1 109:1 889:1
The 3:1 7:1 11:1 63:1 66:1 104:1 1592:1
officials 64:1 67:1 102:1 110:1 890:1 1590:1
said 103:1 108:1 848:1 888:1 1591:1 3566:1
they 109:1 110:1 203:1 846:1 889:1 3564:1
were 108:1 152:1 201:1 847:1 1001:1 3565:1
unable 109:1 113:1 116:1 150:1 202:1 999:1
to 10:1 111:1 114:1 151:1 611:1 1000:1
speak 2:1 112:1 113:1 115:1 116:1 609:1
to 9:1 68:1 111:1 114:1 173:1 610:1
the 26:1 66:1 112:1 115:1 171:1 3098:1
man 24:1 67:1 131:1 134:1 172:1 3096:1
and 25:1 129:1 132:1 914:1 3097:1 5006:1
his 104:1 130:1 133:1 912:1 5004:1 18485:1
relatives 102:1 110:1 913:1 1610:1 5005:1 18483:1
had 103:1 108:1 572:1 1097:1 1608:1 18484:1
not 109:1 140:1 296:1 570:1 1095:1 1609:1
been 138:1 152:1 294:1 571:1 1096:1 10541:1
sure 125:1 139:1 150:1 295:1 3617:1 10539:1
whether 123:1 151:1 848:1 3615:1 5213:1 10540:1
he 110:1 124:1 846:1 3616:1 5211:1 14453:1
visited 68:1 108:1 173:1 847:1 5212:1 14451:1
the 10:1 26:1 66:1 109:1 171:1 14452:1
aquarium 2:1 24:1 67:1 125:1 172:1 1196:1
during 9:1 25:1 68:1 123:1 173:1 1194:1
the 10:1 50:1 66:1 124:1 171:1 1195:1
11-25 2:1 26:1 48:1 67:1 172:1 2258:1
Apr 9:1 11:1 24:1 49:1 50:1 1742:1 2256:1
2000 25:1 26:1 48:1 1740:1 2257:1 10634:1
danger 24:1 26:1 49:1 230:1 1741:1 10632:1
period 24:1 25:1 62:1 228:1 10633:1
. 4:1 8:1 25:1 60:1 229:1
Federal 3:1 7:1 10:1 11:1 15:1 17:1 5961:1
Finance 2:1 11:1 15:1 16:1 17:1 5962:1 15992:1
Minister 9:1 11:1 15:1 16:1 17:1 12665:1 15990:1
John 10:1 11:1 15:1 16:1 17:1 12663:1 15991:1
Fahey 2:1 11:1 15:1 16:1 83:1 479:1 12664:1
is 9:1 16:1 81:1 125:1 477:1 1484:1
among 68:1 82:1 123:1 478:1 1482:1 3827:1
those 66:1 124:1 140:1 1397:1 1483:1 3825:1
diagnosed 67:1 125:1 138:1 398:1 1395:1 3826:1
with 68:1 123:1 139:1 173:1 396:1 1396:1
the 26:1 66:1 124:1 171:1 365:1 397:1
illness 24:1 67:1 131:1 134:1 172:1 363:1
and 25:1 83:1 129:1 132:1 364:1 479:1
is 10:1 74:1 81:1 130:1 133:1 477:1
recovering 2:1 72:1 82:1 125:1 478:1 485:1
at 9:1 26:1 73:1 123:1 483:1 17393:1
home 24:1 124:1 125:1 484:1 2015:1 17391:1
after 25:1 74:1 123:1 2013:1 17392:1 19745:1
visiting 68:1 72:1 124:1 173:1 2014:1 19743:1
the 10:1 26:1 66:1 73:1 171:1 19744:1
aquarium 2:1 24:1 67:1 125:1 172:1 533:1
for 9:1 25:1 68:1 123:1 287:1 531:1
a 10:1 17:1 66:1 124:1 285:1 532:1
Liberal 2:1 10:1 11:1 15:1 17:1 67:1 286:1
Party 2:1 9:1 10:1 11:1 15:1 16:1 26:1
function 2:1 9:1 16:1 24:1 152:1 1085:1
last 9:1 25:1 26:1 150:1 1083:1 5366:1
month 24:1 62:1 151:1 1084:1 5364:1
. 4:1 8:1 25:1 60:1 5365:1
The 3:1 7:1 11:1 26:1 63:1 66:1 722:1
outbreak 24:1 64:1 67:1 83:1 479:1 720:1
is 25:1 68:1 81:1 173:1 477:1 721:1
the 66:1 82:1 171:1 478:1 527:1 8744:1
largest 67:1 89:1 172:1 503:1 525:1 8742:1
-LSB- 26:1 87:1 501:1 526:1 722:1 8743:1
outbreak 24:1 88:1 125:1 161:1 502:1 720:1
of 25:1 26:1 123:1 159:1 721:1 14420:1
legionellosis 24:1 95:1 124:1 160:1 641:1 14418:1
-RSB- 25:1 93:1 125:1 236:1 639:1 14419:1
in 17:1 94:1 123:1 234:1 640:1 8480:1
Australia 11:1 15:1 44:1 124:1 235:1 8478:1
, 16:1 42:1 125:1 1238:1 8479:1
although 43:1 68:1 123:1 173:1 1236:1
the 66:1 124:1 171:1 527:1 1237:1 12305:1
worst 67:1 89:1 172:1 503:1 525:1 12303:1
-LSB- 26:1 87:1 501:1 526:1 722:1 12304:1
outbreak 24:1 88:1 95:1 502:1 641:1 720:1
-RSB- 25:1 93:1 110:1 275:1 639:1 721:1
was 94:1 108:1 125:1 236:1 273:1 640:1
in 50:1 109:1 123:1 234:1 274:1 4178:1
1987 48:1 124:1 235:1 1043:1 1046:1 4176:1
when 49:1 1041:1 1044:1 1361:1 1364:1 4177:1
there 110:1 203:1 1042:1 1045:1 1359:1 1362:1
were 108:1 201:1 491:1 1360:1 1363:1 21623:1
fewer 104:1 109:1 191:1 202:1 489:1 21621:1
cases 102:1 134:1 189:1 490:1 2072:1 21622:1
but 50:1 103:1 132:1 190:1 305:1 2070:1
10 48:1 104:1 133:1 303:1 1049:1 2071:1
people 49:1 102:1 110:1 304:1 386:1 1047:1
died 62:1 103:1 108:1 384:1 1048:1
. 4:1 8:1 60:1 109:1 385:1
