------------------------------------------------------	O
------------------------------------------------------	O
.	O
.	O
The	O
The	O
following	O
following	O
report	O
report	O
summarizes	O
summarizes	O
West	O
West	DIS
Nile	O
Nile	DIS
virus	O
virus	DIS
-LRB-	O
-LRB-	O
WNV	O
WNV	DIS
-RRB-	O
-RRB-	O
surveillance	O
surveillance	O
data	O
data	O
reported	O
reported	O
to	O
to	O
CDC	O
CDC	O
through	O
through	O
ArboNET	O
ArboNET	O
and	O
verified	O
verified	O
by	O
by	O
states	O
states	O
and	O
other	VIC
other	O
jurisdictions	O
jurisdictions	O
as	O
as	O
of	O
of	O
Tue	O
Tue	O
13	O
13	O
Nov	O
Nov	O
2001	O
2001	O
.	O
.	O
During	O
During	O
the	O
the	O
week	O
week	O
of	O
of	O
Wed	O
Wed	O
7	O
7	O
to	O
to	O
Tue	O
Tue	O
13	O
13	O
Nov	O
Nov	O
2001	O
2001	O
,	O
,	O
3	O
3	O
human	VIC
human	O
cases	VIC
cases	O
of	O
of	O
WNV	O
WNV	DIS
encephalitis	O
encephalitis	DIS
or	O
or	DIS
meningitis	O
meningitis	DIS
were	O
were	O
reported	O
reported	O
from	O
from	O
New	O
New	O
York	O
York	O
-LRB-	O
-LRB-	O
2	O
2	O
-RRB-	O
-RRB-	O
and	O
Louisiana	O
Louisiana	O
-LRB-	O
-LRB-	O
1	O
1	O
-RRB-	O
-RRB-	O
.	O
.	O
During	O
During	O
the	O
the	O
same	O
same	O
period	O
period	O
,	O
,	O
WNV	O
WNV	DIS
infections	O
infections	DIS
were	O
were	O
reported	O
reported	O
in	O
in	O
266	O
266	O
crows	VIC
crows	O
,	O
,	O
15	O
15	O
other	VIC
other	O
birds	VIC
birds	O
,	O
,	O
and	O
6	O
6	O
horses	VIC
horses	O
.	O
.	O
A	O
A	O
total	O
total	O
of	O
of	O
17	O
17	O
WNV-positive	O
WNV-positive	O
mosquito	O
mosquito	O
pools	O
pools	O
was	O
was	O
reported	O
reported	O
from	O
from	O
2	O
2	O
jurisdictions	O
jurisdictions	O
-LRB-	O
-LRB-	O
Pennsylvania	O
Pennsylvania	O
and	O
District	O
District	O
of	O
of	O
Columbia	O
Columbia	O
-RRB-	O
-RRB-	O
.	O
.	O
During	O
During	O
2001	O
2001	O
,	O
,	O
a	O
a	O
total	O
total	O
of	O
of	O
45	VIC
45	O
human	VIC
human	O
cases	VIC
cases	O
of	O
of	O
WNV	O
WNV	DIS
encephalitis	O
encephalitis	DIS
or	O
or	DIS
meningitis	O
meningitis	DIS
has	O
has	O
been	O
been	O
reported	O
reported	O
from	O
from	O
New	O
New	O
York	O
York	O
-LRB-	O
-LRB-	O
12	O
12	O
-RRB-	O
-RRB-	O
,	O
,	O
Florida	O
Florida	O
-LRB-	O
-LRB-	O
10	O
10	O
-RRB-	O
-RRB-	O
,	O
,	O
Connecticut	O
Connecticut	O
-LRB-	O
-LRB-	O
6	O
6	O
-RRB-	O
-RRB-	O
,	O
,	O
Maryland	O
Maryland	O
-LRB-	O
-LRB-	O
6	O
6	O
-RRB-	O
-RRB-	O
,	O
,	O
New	O
New	O
Jersey	O
Jersey	O
-LRB-	O
-LRB-	O
6	O
6	O
-RRB-	O
-RRB-	O
,	O
,	O
Pennsylvania	O
Pennsylvania	O
-LRB-	O
-LRB-	O
3	O
3	O
-RRB-	O
-RRB-	O
,	O
,	O
Georgia	O
Georgia	O
-LRB-	O
-LRB-	O
1	O
1	O
-RRB-	O
-RRB-	O
,	O
,	O
and	O
Louisiana	O
Louisiana	O
-LRB-	O
-LRB-	O
1	O
1	O
-RRB-	O
-RRB-	O
.	O
.	O
Among	O
Among	O
these	O
these	O
45	VIC
45	O
cases	VIC
cases	O
,	O
,	O
24	O
24	O
-LRB-	O
-LRB-	O
53	O
53	O
%	O
%	O
-RRB-	O
-RRB-	O
were	O
were	O
in	O
in	O
men	O
men	O
;	O
;	O
the	O
the	O
median	O
median	O
age	O
age	O
was	O
was	O
70	O
70	O
years	O
years	O
-LRB-	O
-LRB-	O
range	O
range	O
:	O
:	O
36	O
36	O
to	O
to	O
90	O
90	O
years	O
years	O
-RRB-	O
-RRB-	O
;	O
;	O
dates	O
dates	O
of	O
of	O
illness	O
illness	O
onset	O
onset	O
ranged	O
ranged	O
from	O
from	O
13	O
13	O
Jul	O
Jul	O
to	O
to	O
7	O
7	O
Oct	O
Oct	O
2001	O
2001	O
;	O
;	O
three	O
three	O
persons	O
persons	O
died	O
died	O
.	O
.	O
During	O
During	O
2001	O
2001	O
,	O
,	O
totals	O
totals	O
of	O
of	O
4517	VIC
4517	O
crows	VIC
crows	O
and	VIC
and	O
1474	VIC
1474	O
other	VIC
other	O
birds	VIC
birds	O
with	O
with	O
WNV	O
WNV	DIS
infection	O
infection	DIS
were	O
were	O
reported	O
reported	O
from	O
from	O
26	O
26	O
states	O
states	O
and	O
the	O
the	O
District	O
District	O
of	O
of	O
Columbia	O
Columbia	O
.	O
.	O
During	O
During	O
2001	O
2001	O
,	O
,	O
176	O
176	O
WNV	O
WNV	DIS
infections	O
infections	DIS
in	O
in	O
other	VIC
other	O
animals	VIC
animals	O
-LRB-	O
-LRB-	O
all	VIC
all	O
horses	VIC
horses	O
-RRB-	O
-RRB-	O
were	O
were	O
reported	O
reported	O
from	O
from	O
14	O
14	O
states	O
states	O
-LRB-	O
-LRB-	O
Alabama	O
Alabama	O
,	O
,	O
Connecticut	O
Connecticut	O
,	O
,	O
Florida	O
Florida	O
,	O
,	O
Georgia	O
Georgia	O
,	O
,	O
Indiana	O
Indiana	O
,	O
,	O
Kentucky	O
Kentucky	O
,	O
,	O
Louisiana	O
Louisiana	O
,	O
,	O
Massachusetts	O
Massachusetts	O
,	O
,	O
Mississippi	O
Mississippi	O
,	O
,	O
New	O
New	O
York	O
York	O
,	O
,	O
North	O
North	O
Carolina	O
Carolina	O
,	O
,	O
Pennsylvania	O
Pennsylvania	O
,	O
,	O
Tennessee	O
Tennessee	O
,	O
,	O
and	O
Virginia	O
Virginia	O
-RRB-	O
-RRB-	O
.	O
.	O
During	O
During	O
2001	O
2001	O
,	O
,	O
753	O
753	O
WNV-positive	O
WNV-positive	O
mosquito	O
mosquito	O
pools	O
pools	O
were	O
were	O
reported	O
reported	O
from	O
from	O
15	O
15	O
states	O
states	O
-LRB-	O
-LRB-	O
Connecticut	O
Connecticut	O
,	O
,	O
Florida	O
Florida	O
,	O
,	O
Georgia	O
Georgia	O
,	O
,	O
Illinois	O
Illinois	O
,	O
,	O
Kentucky	O
Kentucky	O
,	O
,	O
Maryland	O
Maryland	O
,	O
,	O
Massachusetts	O
Massachusetts	O
,	O
,	O
Michigan	O
Michigan	O
,	O
,	O
New	O
New	O
Hampshire	O
Hampshire	O
,	O
,	O
New	O
New	O
Jersey	O
Jersey	O
,	O
,	O
New	O
New	O
York	O
York	O
,	O
,	O
Ohio	O
Ohio	O
,	O
,	O
Pennsylvania	O
Pennsylvania	O
,	O
,	O
Rhode	O
Rhode	O
Island	O
Island	O
,	O
,	O
and	O
Virginia	O
Virginia	O
-RRB-	O
-RRB-	O
and	O
the	O
the	O
District	O
District	O
of	O
of	O
Columbia	O
Columbia	O
.	O
.	O
Additional	O
Additional	O
information	O
information	O
about	O
about	O
WNV	O
WNV	DIS
activity	O
activity	O
is	O
is	O
available	O
available	O
at	O
<	O
<	O
http://www.cdc.gov/ncidod/dvbid/westnile/index.htm	O
http://www.cdc.gov/ncidod/dvbid/westnile/index.htm	O
>	O
>	O
and	O
<	O
<	O
http://cindi.usgs.gov/hazard/event/west_nile/west_nile.html	O
http://cindi.usgs.gov/hazard/event/west_nile/west_nile.html	O
>	O
>	O
.	O
.	O
-LSB-	O
-LSB-	O
On	O
On	O
Wed	O
Wed	O
14	O
14	O
Nov	O
Nov	O
2001	O
2001	O
,	O
,	O
2	O
2	O
additional	O
additional	O
cases	VIC
cases	O
of	O
of	O
human	VIC
human	O
West	O
West	DIS
Nile	O
Nile	DIS
virus	O
virus	DIS
infection	O
infection	DIS
were	O
were	O
reported	O
reported	O
from	O
from	O
Massachusetts	O
Massachusetts	O
-LRB-	O
-LRB-	O
the	O
the	O
first	O
first	O
in	O
in	O
that	O
that	O
state	O
state	O
-RRB-	O
-RRB-	O
bringing	O
bringing	O
the	O
the	O
total	O
total	O
of	O
of	O
human	VIC
human	O
infections	O
infections	DIS
to	O
to	O
at	VIC
at	O
least	VIC
least	O
47	VIC
47	O
for	O
for	O
the	O
the	O
2001	O
2001	O
season	O
season	O
.	O
.	O
One	O
One	O
of	O
of	O
the	O
the	O
two	O
two	O
Massachusetts	O
Massachusetts	O
patients	O
patients	O
died	O
died	O
,	O
,	O
bringing	O
bringing	O
the	O
the	O
total	O
total	O
number	O
number	O
of	O
of	O
deaths	O
deaths	O
to	O
to	O
4	O
4	O
for	O
for	O
the	O
the	O
2001	O
2001	O
season	O
season	O
according	O
according	O
to	O
to	O
the	O
the	O
above	O
above	O
figures	O
figures	O
.	O
.	O
The	O
The	O
above	O
above	O
MMWR	O
MMWR	O
report	O
report	O
still	O
still	O
under-records	O
under-records	O
the	O
the	O
number	O
number	O
of	O
of	O
confirmed	O
confirmed	O
equine	O
equine	O
cases	VIC
cases	O
in	O
in	O
2001	O
2001	O
.	O
.	O
The	O
The	O
most	O
most	O
recent	O
recent	O
USDA-APHIS	O
USDA-APHIS	O
Report	O
Report	O
covering	O
covering	O
the	O
the	O
period	O
period	O
1	O
1	O
Jan	O
Jan	O
to	O
to	O
31	O
31	O
Oct	O
Oct	O
2001	O
2001	O
-LRB-	O
-LRB-	O
see	O
see	O
:	O
:	O
West	O
West	DIS
Nile	O
Nile	DIS
virus	O
virus	DIS
surveillance	O
surveillance	O
-LRB-30-RRB-20011105	O
-LRB-30-RRB-20011105	O
.2745	O
.2745	O
-RRB-	O
-RRB-	O
lists	O
lists	O
344	O
344	O
confirmed	O
confirmed	O
and	O
3	O
3	O
probable	O
probable	O
cases	VIC
cases	O
of	O
of	O
clinical	O
clinical	O
West	O
West	DIS
Nile	O
Nile	DIS
virus	O
virus	DIS
-LRB-	O
-LRB-	O
WNV	O
WNV	DIS
-RRB-	O
-RRB-	O
