----------------------------------------------------------------------	CD
.	.
The	DT
composition	NN
of	IN
the	DT
influenza	NN
vaccine	NN
for	IN
the	DT
2004/05	CD
season	NN
-LRB-	-LRB-
Northern	NN
Hemisphere	NNP
winter	NN
-RRB-	-RRB-
was	VBD
announced	VBN
by	IN
the	DT
World	NNP
Health	NNP
Organization	NNP
in	IN
Geneva	NNP
on	IN
Fri	NNP
13	CD
Feb	NNP
2004	CD
.	.
The	DT
vaccine	NN
will	MD
contain	VB
:	:
-LRB-	-LRB-
1	LS
-RRB-	-RRB-
an	DT
A/New	NN
Caledonia/20/99	NN
-LRB-	-LRB-
H1N1	NN
-RRB-	-RRB-
-	:
like	IN
virus	NN
;	:
-LRB-	-LRB-
2	LS
-RRB-	-RRB-
an	DT
A/Fujian/411	NN
/	:
2002	CD
-LRB-	-LRB-
H3N2	NN
-RRB-	-RRB-
-	:
like	IN
virus	NN
*	NN
;	:
-LRB-	-LRB-
3	LS
-RRB-	-RRB-
a	DT
B/Shanghai/361	NN
/	:
2002-like	JJ
virus	NN
.	.
*	SYM
The	DT
currently	RB
used	VBN
vaccine	NN
virus	NN
is	VBZ
A/Wyoming/3	NN
/	:
2003	CD
.	.
A	DT
/	:
Kumamoto/102/2002	NN
is	VBZ
also	RB
available	JJ
as	IN
a	DT
vaccine	NN
virus	NN
.	.
Candidate	NN
vaccine	NN
viruses	NNS
include	VBP
B/Shanghai/361	NN
/	:
2002	CD
and	CC
B/Jilin/20	NN
/	:
2003	CD
,	,
which	WDT
is	VBZ
a	DT
B/Shanghai/361	NN
/	:
2002-like	JJ
virus	NN
-LSB-	-LRB-
This	DT
decision	NN
presupposes	VBZ
that	IN
the	DT
avian	JJ
influenza	NN
A	NN
-LRB-	-LRB-
H5N1	NN
-RRB-	-RRB-
virus	NN
currently	RB
circulating	VBG
in	IN
East	NNP
Asia	NNP
will	MD
remain	VB
confined	VBN
to	TO
avian	B-VIC
hosts	I-VIC
and	CC
will	MD
not	RB
acquire	VB
by	IN
mutation	NN
or	CC
sub-unit	NN
reassortment	NN
properties	NNS
facilitating	VBG
human-to-human	JJ
transmission	NN
,	,
thereby	RB
becoming	VBG
a	DT
novel	JJ
pandemic	JJ
virus	NN
.	.
-	:
Mod.CP	NN
-RSB-	-RRB-
-LSB-	-LRB-
The	DT
composition	NN
is	VBZ
decided	VBN
by	IN
consensus	NN
among	IN
an	DT
international	JJ
group	NN
of	IN
influenza	NN
experts	NNS
.	.
The	DT
decision	NN
has	VBZ
to	TO
be	VB
taken	VBN
in	IN
February	NNP
in	IN
order	NN
to	TO
give	VB
the	DT
manufacturers	NNS
sufficient	JJ
time	NN
to	TO
gear	VB
up	RP
and	CC
produce	VBP
the	DT
vaccine	NN
.	.
-	:
Mod.JW	NN
-RSB-	-RRB-
