O 3:1 7:1 11:1 104:1 150:1 23715:1 23720:1 Dead
O 102:1 125:1 151:1 236:1 23716:1 23718:1 roosters
O 17:1 103:1 123:1 234:1 23719:1 23723:1 in
O 11:1 15:1 17:1 124:1 235:1 10181:1 23721:1 Oita
O 11:1 15:1 16:1 611:1 10179:1 21587:1 23722:1 Prefecture
O 16:1 26:1 609:1 7367:1 10180:1 21585:1 raise
B-DIS 24:1 26:1 610:1 7079:1 7365:1 21586:1 bird
I-DIS 24:1 25:1 83:1 4925:1 7077:1 7366:1 flu
O 25:1 50:1 81:1 4923:1 7078:1 9578:1 fears
O 48:1 62:1 82:1 4924:1 9576:1 -----------------------------------------------------
O 4:1 8:1 49:1 60:1 9577:1 .
O 3:1 7:1 50:1 87:1 224:1 501:1 -LSB-
O 48:1 88:1 95:1 222:1 502:1 641:1 1
O 17:1 49:1 93:1 223:1 639:1 20060:1 -RSB-
O 11:1 15:1 89:1 94:1 503:1 640:1 20058:1 Thailand
O 16:1 50:1 87:1 215:1 501:1 20059:1 -LSB-
O 48:1 88:1 95:1 213:1 502:1 641:1 2
O 32:1 49:1 93:1 214:1 635:1 639:1 -RSB-
O 30:1 89:1 94:1 503:1 633:1 640:1 -
O 31:1 87:1 218:1 501:1 554:1 634:1 -LSB-
O 88:1 95:1 216:1 502:1 552:1 641:1 4
O 17:1 93:1 217:1 553:1 639:1 8417:1 -RSB-
O 11:1 15:1 17:1 94:1 209:1 640:1 8415:1 Japan
O 11:1 15:1 16:1 26:1 207:1 722:1 8416:1 New
O 16:1 24:1 125:1 208:1 236:1 720:1 outbreak
O 17:1 25:1 123:1 234:1 721:1 20060:1 in
O 11:1 15:1 32:1 124:1 235:1 338:1 20058:1 Thailand
O 16:1 17:1 30:1 336:1 20059:1 23726:1 ;
O 11:1 15:1 26:1 31:1 337:1 7079:1 23724:1 Bird
B-DIS 16:1 24:1 26:1 7077:1 23725:1 23729:1 flu
O 24:1 25:1 32:1 338:1 7078:1 23727:1 scare
O 23:1 25:1 26:1 30:1 336:1 23728:1 ;
O 11:1 21:1 24:1 31:1 83:1 337:1 23732:1 Virus
O 22:1 25:1 81:1 125:1 236:1 23730:1 re-emerges
O 50:1 82:1 123:1 234:1 2465:1 23731:1 in
O 48:1 104:1 124:1 235:1 2463:1 10928:1 9
O 17:1 49:1 102:1 2464:1 10926:1 23735:1 provinces
O 11:1 15:1 103:1 104:1 10927:1 23733:1 23738:1 Newin
O 16:1 74:1 102:1 23734:1 23736:1 23741:1 faults
O 72:1 103:1 104:1 23737:1 23739:1 23744:1 fighting
O 32:1 73:1 102:1 338:1 23740:1 23742:1 cocks
O 26:1 30:1 103:1 336:1 23743:1 23747:1 ;
O 24:1 31:1 83:1 337:1 23745:1 23750:1 vet
O 25:1 50:1 81:1 14459:1 23746:1 23748:1 disagrees
O 26:1 48:1 82:1 14457:1 23726:1 23749:1 ----------------------------------------------
O 11:1 24:1 26:1 49:1 7079:1 14458:1 23724:1 Bird
B-DIS 24:1 25:1 26:1 743:1 7077:1 23725:1 flu
O 24:1 25:1 83:1 293:1 741:1 7078:1 disease
O 25:1 81:1 140:1 291:1 742:1 23753:1 has
O 82:1 125:1 138:1 236:1 292:1 23751:1 re-emerged
O 26:1 123:1 139:1 234:1 7922:1 23752:1 in
O 24:1 124:1 125:1 235:1 236:1 7920:1 poultry
O 25:1 50:1 123:1 234:1 2465:1 7921:1 in
O 48:1 104:1 124:1 235:1 2463:1 10928:1 9
O 44:1 49:1 102:1 2464:1 10926:1 provinces
O 42:1 103:1 125:1 398:1 10927:1 ,
O 43:1 104:1 123:1 396:1 1592:1 with
O 74:1 102:1 124:1 397:1 1590:1 23756:1 officials
O 72:1 103:1 152:1 1591:1 10283:1 23754:1 blaming
O 26:1 73:1 150:1 7919:1 10281:1 23755:1 unregulated
O 24:1 125:1 151:1 161:1 7917:1 10282:1 movement
O 25:1 74:1 123:1 159:1 7918:1 23741:1 of
O 72:1 104:1 124:1 160:1 23720:1 23739:1 fighting
O 73:1 102:1 125:1 533:1 23718:1 23740:1 roosters
O 68:1 103:1 123:1 173:1 531:1 23719:1 for
O 66:1 124:1 152:1 171:1 532:1 6593:1 the
O 26:1 67:1 150:1 172:1 6591:1 23759:1 2nd
O 24:1 125:1 151:1 161:1 6592:1 23757:1 wave
O 25:1 68:1 123:1 159:1 173:1 23758:1 of
O 66:1 124:1 152:1 160:1 171:1 2399:1 the
O 62:1 67:1 150:1 172:1 2397:1 epidemic
O 4:1 8:1 60:1 151:1 2398:1 .
O 3:1 7:1 11:1 15:1 17:1 7961:1 22326:1 Deputy
O 11:1 15:1 16:1 17:1 7959:1 15992:1 22327:1 Agriculture
O 11:1 15:1 16:1 17:1 7960:1 15990:1 23735:1 Minister
O 11:1 15:1 16:1 17:1 15991:1 23733:1 23762:1 Newin
O 11:1 15:1 16:1 110:1 890:1 23734:1 23760:1 Chidchob
O 16:1 108:1 152:1 888:1 23761:1 23765:1 said
O 104:1 109:1 150:1 889:1 11216:1 23763:1 random
O 102:1 125:1 151:1 485:1 11214:1 23764:1 checks
O 50:1 103:1 123:1 416:1 483:1 11215:1 at
O 48:1 104:1 124:1 414:1 484:1 23768:1 14
O 49:1 102:1 110:1 415:1 578:1 23766:1 spots
O 68:1 103:1 108:1 173:1 576:1 23767:1 confirmed
O 26:1 66:1 109:1 171:1 577:1 17138:1 the
O 11:1 24:1 26:1 67:1 172:1 2063:1 17136:1 H5N1
O 24:1 25:1 125:1 161:1 2061:1 17137:1 strain
O 25:1 68:1 123:1 159:1 173:1 2062:1 of
B-DIS 26:1 66:1 124:1 160:1 171:1 7079:1 the
I-DIS 24:1 67:1 110:1 172:1 1610:1 7077:1 flu
O 25:1 108:1 140:1 1608:1 7078:1 11324:1 had
O 109:1 138:1 572:1 1609:1 11276:1 11322:1 struck
O 62:1 139:1 570:1 11274:1 11323:1 again
O 4:1 8:1 60:1 571:1 11275:1 .
O 3:1 7:1 11:1 26:1 63:1 66:1 12158:1 The
O 24:1 64:1 67:1 110:1 275:1 12156:1 check
