O 3:1 7:1 11:1 15:1 125:1 161:1 2565:1 Republic
O 16:1 68:1 123:1 159:1 173:1 2566:1 of
O 17:1 66:1 124:1 160:1 171:1 4817:1 the
O 11:1 15:1 32:1 67:1 172:1 4815:1 Congo
O 16:1 17:1 30:1 4816:1 4820:1 :
B-DIS 11:1 15:1 26:1 31:1 4818:1 4823:1 Ebola
I-DIS 11:1 16:1 24:1 26:1 4819:1 4821:1 4826:1 Fever
O 11:1 24:1 25:1 26:1 4822:1 4824:1 4829:1 Death
O 11:1 24:1 25:1 83:1 4825:1 4827:1 4832:1 Toll
O 11:1 25:1 81:1 113:1 116:1 4828:1 4830:1 Rises
O 50:1 82:1 111:1 114:1 4831:1 4835:1 to
B-VIC 48:1 50:1 112:1 115:1 4833:1 4838:1 81
O 48:1 49:1 62:1 4834:1 4836:1 ---------------------------------------------------------
O 4:1 8:1 49:1 60:1 4837:1 .
O 3:1 7:1 11:1 72:1 113:1 116:1 2442:1 According
O 68:1 73:1 111:1 114:1 173:1 2443:1 to
O 66:1 101:1 104:1 112:1 115:1 171:1 the
O 67:1 99:1 102:1 140:1 172:1 1745:1 data
O 26:1 100:1 103:1 138:1 1418:1 1743:1 published
O 24:1 125:1 139:1 143:1 1416:1 1744:1 today
O 25:1 68:1 123:1 141:1 173:1 1417:1 by
O 66:1 124:1 142:1 152:1 171:1 4841:1 the
O 11:1 17:1 67:1 150:1 172:1 2525:1 4839:1 Congolese
O 11:1 15:1 125:1 151:1 161:1 2523:1 4840:1 Ministry
O 16:1 17:1 123:1 159:1 1310:1 2524:1 of
O 11:1 15:1 44:1 124:1 160:1 1308:1 Health
O 16:1 42:1 125:1 485:1 1309:1 ,
B-VIC 43:1 123:1 483:1 524:1 527:1 at
I-VIC 50:1 124:1 484:1 522:1 525:1 4835:1 least
I-VIC 48:1 104:1 383:1 523:1 526:1 4833:1 81
I-VIC 49:1 102:1 381:1 668:1 671:1 4834:1 persons
O 103:1 140:1 382:1 386:1 666:1 669:1 have
O 125:1 138:1 158:1 384:1 667:1 670:1 died
O 68:1 123:1 139:1 156:1 287:1 385:1 as
O 26:1 66:1 124:1 157:1 285:1 4844:1 a
O 24:1 67:1 125:1 161:1 286:1 4842:1 result
O 25:1 68:1 123:1 159:1 173:1 4843:1 of
O 66:1 124:1 152:1 160:1 171:1 2399:1 the
O 67:1 125:1 150:1 161:1 172:1 2397:1 epidemic
O 17:1 123:1 151:1 159:1 2398:1 4820:1 of
B-DIS 11:1 15:1 124:1 152:1 160:1 4818:1 4847:1 Ebola
I-DIS 16:1 26:1 150:1 1541:1 4819:1 4845:1 hemorrhagic
I-DIS 24:1 125:1 151:1 236:1 1539:1 4846:1 fever
O 25:1 68:1 123:1 173:1 234:1 1540:1 in
O 17:1 66:1 124:1 171:1 235:1 4850:1 the
O 11:1 15:1 17:1 67:1 172:1 4848:1 4853:1 Cuvette
O 11:1 15:1 16:1 17:1 4849:1 4851:1 4856:1 Ouest
O 11:1 15:1 16:1 89:1 4852:1 4854:1 Region
O 16:1 87:1 572:1 3308:1 4855:1 -LRB-
O 17:1 88:1 570:1 3306:1 4817:1 northwest
O 11:1 15:1 95:1 571:1 3307:1 4815:1 Congo
O 16:1 44:1 93:1 4816:1 -RRB-
O 42:1 94:1 125:1 770:1 ,
O 43:1 68:1 123:1 173:1 768:1 on
O 26:1 66:1 124:1 171:1 769:1 4859:1 the
O 24:1 67:1 125:1 172:1 398:1 4857:1 border
O 17:1 25:1 123:1 396:1 4858:1 4862:1 with
O 11:1 15:1 62:1 124:1 397:1 4860:1 Gabon
O 4:1 8:1 16:1 60:1 4861:1 .
O 3:1 7:1 11:1 17:1 63:1 66:1 2525:1 The
O 11:1 15:1 64:1 67:1 125:1 161:1 2523:1 Ministry
O 16:1 17:1 123:1 159:1 1310:1 2524:1 of
O 11:1 15:1 26:1 124:1 160:1 470:1 1308:1 Health
O 16:1 24:1 26:1 468:1 1309:1 4865:1 information
O 24:1 25:1 83:1 469:1 3188:1 4863:1 bulletin
O 25:1 81:1 125:1 515:1 3186:1 4864:1 indicates
O 68:1 82:1 123:1 173:1 513:1 3187:1 that
O 26:1 66:1 124:1 171:1 514:1 4868:1 the
O 24:1 67:1 125:1 161:1 172:1 4866:1 district
O 17:1 25:1 123:1 159:1 4867:1 4871:1 of
O 11:1 15:1 44:1 124:1 160:1 4869:1 Kelle
O 16:1 42:1 50:1 4870:1 4874:1 ,
O 43:1 48:1 104:1 4872:1 4877:1 430
O 49:1 102:1 572:1 3308:1 4873:1 4875:1 miles
O 103:1 125:1 161:1 570:1 3306:1 4876:1 northwest
O 17:1 123:1 159:1 571:1 3307:1 4880:1 of
O 11:1 15:1 44:1 124:1 160:1 4878:1 Brazzaville
O 16:1 42:1 1046:1 3371:1 4879:1 ,
O 43:1 68:1 173:1 1044:1 3369:1 where
O 66:1 152:1 171:1 1045:1 3370:1 4883:1 the
O 26:1 67:1 150:1 172:1 4881:1 4886:1 main
O 24:1 125:1 151:1 161:1 4882:1 4884:1 focus
O 25:1 68:1 123:1 159:1 173:1 4885:1 of
O 66:1 124:1 152:1 160:1 171:1 2399:1 the
O 67:1 83:1 150:1 172:1 479:1 2397:1 epidemic
O 81:1 151:1 152:1 477:1 2398:1 4889:1 is
O 44:1 82:1 150:1 478:1 4887:1 located
O 42:1 151:1 152:1 2273:1 4888:1 ,
O 43:1 50:1 150:1 2271:1 4892:1 registered
O 48:1 104:1 151:1 551:1 2272:1 4890:1 72
O 44:1 49:1 102:1 549:1 4891:1 deaths
O 42:1 103:1 125:1 550:1 2021:1 ,
O 43:1 68:1 123:1 173:1 2019:1 while
O 66:1 74:1 124:1 171:1 2020:1 4895:1 the
O 26:1 67:1 72:1 172:1 4868:1 4893:1 neighboring
O 24:1 73:1 125:1 161:1 4866:1 4894:1 district
O 17:1 25:1 123:1 159:1 4867:1 4898:1 of
O 11:1 15:1 44:1 124:1 160:1 4896:1 Mbomo
O 16:1 42:1 572:1 2435:1 4897:1 ,
O 43:1 50:1 570:1 2433:1 4901:1 almost
O 48:1 104:1 571:1 2434:1 4877:1 4899:1 500
O 49:1 102:1 572:1 2132:1 4875:1 4900:1 miles
O 103:1 570:1 572:1 2130:1 4343:1 4876:1 further
O 44:1 570:1 571:1 2131:1 4341:1 north
O 42:1 107:1 110:1 571:1 4342:1 ,
O 43:1 50:1 105:1 108:1 2465:1 reported
O 48:1 104:1 106:1 109:1 2463:1 4904:1 9
O 49:1 102:1 125:1 2464:1 2579:1 4902:1 victims
O 68:1 103:1 123:1 173:1 2577:1 4903:1 since
O 26:1 66:1 124:1 171:1 743:1 2578:1 the
O 24:1 67:1 110:1 172:1 741:1 4907:1 disease
O 25:1 108:1 125:1 742:1 770:1 4905:1 appeared
O 50:1 109:1 123:1 554:1 768:1 4906:1 on
O 17:1 48:1 124:1 552:1 602:1 769:1 4
O 11:1 15:1 49:1 50:1 553:1 600:1 1334:1 Jan
O 16:1 48:1 62:1 601:1 1332:1 2003
O 4:1 8:1 49:1 60:1 1333:1 .
O 3:1 7:1 11:1 50:1 123:1 1182:1 3173:1 In
O 44:1 48:1 124:1 1183:1 3171:1 1996
O 42:1 49:1 68:1 287:1 3172:1 ,
O 43:1 66:1 152:1 285:1 1103:1 a
O 67:1 150:1 152:1 286:1 1101:1 2399:1 similar
O 110:1 150:1 151:1 1025:1 1102:1 2397:1 epidemic
O 68:1 108:1 151:1 173:1 1023:1 2398:1 caused
O 26:1 66:1 109:1 171:1 662:1 1024:1 the
O 24:1 67:1 125:1 161:1 172:1 660:1 death
O 25:1 104:1 123:1 159:1 661:1 1121:1 of
O 102:1 124:1 125:1 160:1 161:1 1119:1 hundreds
O 103:1 104:1 123:1 159:1 1049:1 1120:1 of
O 102:1 124:1 125:1 160:1 236:1 1047:1 people
O 68:1 103:1 123:1 173:1 234:1 1048:1 in
