0 3:1 7:1 11:1 17:1 24:1 4815:1 4820:1
0 11:1 15:1 25:1 26:1 4601:1 4816:1 4818:1
0 16:1 17:1 24:1 4599:1 4819:1 4823:1
0 11:1 15:1 17:1 25:1 4600:1 4821:1 4826:1
0 11:1 15:1 16:1 131:1 134:1 4822:1 4824:1
0 16:1 129:1 132:1 914:1 4825:1 4829:1
0 26:1 130:1 133:1 912:1 4827:1 4832:1
0 24:1 110:1 913:1 2024:1 4828:1 4830:1
0 25:1 108:1 572:1 851:1 2022:1 4831:1
0 109:1 570:1 611:1 849:1 2023:1 4457:1
0 571:1 609:1 725:1 728:1 850:1 4455:1
0 610:1 723:1 726:1 848:1 3566:1 4456:1
0 110:1 203:1 724:1 727:1 846:1 3564:1
0 74:1 108:1 201:1 847:1 3565:1 4835:1
0 72:1 109:1 125:1 202:1 959:1 4833:1
0 73:1 123:1 957:1 1043:1 1046:1 4834:1
0 124:1 848:1 958:1 1041:1 1044:1 3566:1
0 110:1 846:1 1042:1 1045:1 3564:1 4838:1
0 108:1 847:1 2393:1 2396:1 3565:1 4836:1
0 17:1 109:1 2391:1 2394:1 4837:1 4841:1
0 11:1 15:1 125:1 485:1 2392:1 2395:1 4839:1
0 16:1 17:1 123:1 483:1 4840:1 4844:1
0 11:1 15:1 124:1 484:1 758:1 761:1 4842:1
0 16:1 26:1 756:1 759:1 4843:1 4847:1
0 11:1 17:1 24:1 757:1 760:1 4331:1 4845:1
0 11:1 15:1 25:1 44:1 4329:1 4846:1
0 16:1 42:1 68:1 287:1 4330:1
0 43:1 66:1 152:1 285:1 4850:1
0 26:1 67:1 150:1 286:1 1448:1 4848:1
0 24:1 26:1 151:1 1446:1 4849:1 4853:1
0 24:1 25:1 125:1 161:1 1447:1 4851:1
0 17:1 25:1 123:1 159:1 4852:1 4856:1
0 11:1 15:1 17:1 124:1 160:1 4854:1 4859:1
0 11:1 15:1 16:1 62:1 4855:1 4857:1
0 4:1 8:1 16:1 60:1 4858:1
0 3:1 7:1 11:1 17:1 63:1 66:1 4862:1
0 11:1 15:1 64:1 67:1 104:1 4860:1 4865:1
0 11:1 16:1 102:1 110:1 1610:1 4861:1 4863:1
0 103:1 108:1 140:1 1608:1 4864:1 4868:1
0 109:1 125:1 138:1 236:1 1609:1 4866:1
0 123:1 125:1 139:1 234:1 533:1 4867:1
0 68:1 123:1 124:1 173:1 235:1 531:1
0 26:1 66:1 124:1 171:1 532:1 3062:1
0 24:1 67:1 125:1 172:1 2015:1 3060:1
0 25:1 68:1 123:1 287:1 2013:1 3061:1
0 66:1 124:1 152:1 285:1 2014:1 4871:1
0 26:1 67:1 150:1 286:1 4869:1 4874:1
0 24:1 113:1 116:1 151:1 4870:1 4872:1
0 25:1 68:1 111:1 114:1 173:1 4873:1
0 26:1 66:1 112:1 115:1 171:1 4877:1
0 24:1 44:1 67:1 172:1 4875:1
0 25:1 26:1 42:1 4343:1 4876:1
0 24:1 43:1 125:1 161:1 4341:1
0 17:1 25:1 123:1 159:1 4342:1 4880:1
0 11:1 15:1 17:1 124:1 160:1 4878:1 4883:1
0 11:1 15:1 16:1 44:1 4879:1 4881:1
0 16:1 42:1 1043:1 1046:1 4882:1
0 17:1 43:1 1041:1 1044:1 4826:1
0 11:1 15:1 44:1 1042:1 1045:1 4824:1
0 16:1 42:1 50:1 530:1 4825:1
0 43:1 44:1 48:1 528:1
0 42:1 49:1 140:1 529:1 4886:1
0 43:1 138:1 2393:1 2396:1 4884:1
0 113:1 116:1 139:1 2391:1 2394:1 4885:1
0 111:1 114:1 611:1 2392:1 2395:1 4889:1
0 68:1 112:1 115:1 287:1 609:1 4887:1
0 66:1 74:1 285:1 610:1 4888:1 4892:1
0 26:1 67:1 72:1 286:1 4890:1 4895:1
0 24:1 62:1 73:1 4891:1 4893:1
0 4:1 8:1 25:1 60:1 4894:1
0 3:1 7:1 11:1 572:1 846:1 1479:1 3800:1
0 110:1 570:1 847:1 1480:1 2216:1 3798:1
0 108:1 571:1 848:1 2214:1 3799:1 4898:1
0 109:1 611:1 846:1 2215:1 4896:1 4901:1
0 113:1 116:1 609:1 847:1 4897:1 4899:1
0 111:1 114:1 610:1 611:1 4900:1 4901:1
0 112:1 115:1 125:1 398:1 609:1 4899:1
0 68:1 123:1 287:1 396:1 610:1 4900:1
0 26:1 66:1 124:1 285:1 397:1 4904:1
0 24:1 62:1 67:1 286:1 4902:1
0 4:1 8:1 25:1 60:1 4903:1
0 3:1 7:1 11:1 26:1 63:1 66:1 4418:1
0 24:1 64:1 67:1 140:1 4416:1 4907:1
0 25:1 44:1 138:1 4417:1 4905:1
0 42:1 74:1 139:1 4906:1 4910:1
0 43:1 72:1 125:1 959:1 4908:1
0 17:1 73:1 123:1 957:1 4826:1 4909:1
0 11:1 15:1 124:1 758:1 761:1 958:1 4824:1
0 16:1 26:1 756:1 759:1 4825:1 4913:1
0 24:1 62:1 757:1 760:1 4911:1
0 4:1 8:1 25:1 60:1 4912:1
0 3:1 7:1 11:1 102:1 1007:1 1010:1 4914:1
0 103:1 572:1 1005:1 1008:1 4915:1 4919:1
0 570:1 611:1 1006:1 1009:1 4917:1 4922:1
0 571:1 609:1 914:1 4829:1 4918:1 4920:1
0 104:1 610:1 912:1 4827:1 4921:1 4925:1
0 32:1 102:1 913:1 4828:1 4923:1
0 30:1 65:1 68:1 103:1 4924:1
0 11:1 26:1 31:1 63:1 66:1 4418:1
0 24:1 64:1 67:1 110:1 1610:1 4416:1
0 17:1 25:1 108:1 1608:1 3110:1 4417:1
3 15:1 62:1 109:1 1609:1 3108:1
0 4:1 8:1 16:1 60:1 3109:1
0 3:1 7:1 11:1 15:1 758:1 761:1 4824:1
0 16:1 26:1 756:1 759:1 866:1 4825:1
0 24:1 83:1 757:1 760:1 864:1 4928:1
0 25:1 68:1 81:1 173:1 865:1 4926:1
0 66:1 82:1 152:1 171:1 4927:1 4931:1
0 17:1 67:1 150:1 172:1 3110:1 4929:1
3 15:1 26:1 151:1 866:1 3108:1 4930:1
0 16:1 24:1 68:1 650:1 864:1 3109:1
0 25:1 26:1 66:1 648:1 865:1 1166:1
0 24:1 67:1 125:1 533:1 649:1 1164:1
