0 3:1 7:1 11:1 68:1 123:1 173:1 1182:1
0 66:1 124:1 152:1 171:1 1183:1 1523:1
0 67:1 104:1 150:1 172:1 1094:1 1521:1
0 102:1 125:1 151:1 161:1 1092:1 1522:1
0 17:1 103:1 123:1 159:1 1093:1 5174:1
0 11:1 15:1 50:1 124:1 160:1 251:1 5172:1
0 16:1 17:1 48:1 249:1 5173:1 10703:1
0 11:1 15:1 49:1 50:1 250:1 1742:1 10701:1
0 16:1 44:1 48:1 1740:1 10702:1
0 42:1 49:1 68:1 287:1 1741:1
1 26:1 43:1 66:1 285:1 19736:1
2 24:1 67:1 74:1 286:1 3896:1 19734:1
0 25:1 72:1 125:1 206:1 3894:1 19735:1
0 17:1 73:1 123:1 204:1 3895:1 19739:1
0 11:1 15:1 110:1 124:1 205:1 275:1 19737:1
0 16:1 108:1 140:1 273:1 3101:1 19738:1
0 109:1 113:1 116:1 138:1 274:1 3099:1
0 111:1 114:1 139:1 911:1 914:1 3100:1
0 26:1 112:1 115:1 878:1 909:1 912:1
0 24:1 125:1 236:1 876:1 910:1 913:1
0 25:1 68:1 123:1 234:1 287:1 877:1
0 66:1 124:1 152:1 235:1 285:1 14984:1
0 26:1 67:1 150:1 286:1 980:1 14982:1
0 24:1 62:1 151:1 978:1 14983:1
0 4:1 8:1 25:1 60:1 979:1
0 3:1 7:1 11:1 26:1 63:1 66:1 3155:1
0 24:1 44:1 64:1 67:1 3153:1
0 25:1 42:1 125:1 161:1 3154:1
0 43:1 123:1 152:1 159:1 19742:1
0 11:1 26:1 124:1 150:1 160:1 2696:1 19740:1
0 24:1 134:1 151:1 2072:1 2694:1 19741:1
0 25:1 74:1 132:1 2070:1 2695:1 7565:1
0 72:1 125:1 133:1 236:1 2071:1 7563:1
0 17:1 73:1 123:1 234:1 5693:1 7564:1
0 11:1 15:1 124:1 125:1 235:1 398:1 5691:1
0 16:1 123:1 396:1 914:1 5692:1 7592:1
0 26:1 124:1 397:1 912:1 3245:1 7590:1
0 24:1 44:1 913:1 3243:1 7591:1
0 25:1 42:1 110:1 1610:1 3244:1
0 43:1 108:1 140:1 296:1 1608:1
0 74:1 109:1 138:1 294:1 1609:1 19745:1
0 72:1 139:1 295:1 914:1 7592:1 19743:1
0 26:1 73:1 912:1 7590:1 17393:1 19744:1
0 24:1 26:1 913:1 2849:1 7591:1 17391:1
0 24:1 25:1 44:1 2847:1 17392:1
0 25:1 42:1 74:1 2848:1 19748:1
0 43:1 72:1 572:1 2963:1 19746:1
0 73:1 125:1 236:1 570:1 2961:1 19747:1
0 17:1 123:1 234:1 571:1 2962:1 19751:1
0 11:1 15:1 17:1 124:1 235:1 19749:1 19754:1
0 11:1 15:1 16:1 44:1 19750:1 19752:1
0 16:1 42:1 125:1 533:1 19753:1
0 43:1 123:1 152:1 531:1 3737:1
0 104:1 124:1 150:1 532:1 3735:1 7439:1
0 62:1 102:1 151:1 3736:1 7437:1
0 4:1 8:1 60:1 103:1 7438:1
0 3:1 7:1 11:1 68:1 123:1 173:1 504:1
0 26:1 66:1 124:1 171:1 505:1 5111:1
0 24:1 26:1 67:1 172:1 5109:1 18791:1
0 24:1 25:1 125:1 1565:1 5110:1 18789:1
0 17:1 25:1 123:1 1563:1 7625:1 18790:1
0 11:1 15:1 17:1 124:1 1564:1 7623:1 19757:1
