patients	O
-RRB-	O
in	O
1987	O
;	O
156	O
-LRB-	O
1081	O
patients	O
-RRB-	O
in	O
1988	O
;	O
151	O
-LRB-	O
712	O
patients	O
-RRB-	O
in	O
1989	O
;	O
122	O
-LRB-	O
910	O
patients	O
-RRB-	O
in	O
1990	O
;	O
114	O
-LRB-	O
459	O
patients	O
-RRB-	O
in	O
1991	O
.	O
3428	O
_	O
Salmonella	O
_	O
isolates	O
from	O
human	O
sources	O
were	O
submitted	O
in	O
1995	O
-	O
55.5	O
%	O
of	O
these	O
_	O
S.	O
enteritidis	O
_	O
and	O
22.5	O
%	O
_	O
S.	O
typhimurium	O
_	O
-LRB-	O
58.4	O
%	O
of	O
these	O
phage	O
type	O
DT	O
104	O
-RRB-	O
.	O
An	O
outbreak	O
of	O
_	O
Salmonella	O
_	O
D	O
infection	O
in	O
1997	O
-LRB-	O
69	O
cases	O
,	O
4	O
hospitalized	O
-RRB-	O
in	O
St.	O
Boswell	O
's	O
was	O
traced	O
to	O
contaminated	O
meat	O
.	O
An	O
outbreak	O
of	O
over	O
40	O
cases	O
-LRB-	O
2	O
fatal	O
-RRB-	O
of	O
_	O
S.	O
enteritidis	O
_	O
phage	O
type	O
13A	O
infection	O
was	O
reported	O
in	O
a	O
hospital	O
for	O
ex-servicemen	O
in	O
1998	O
.	O
18	B-VIC
cases	I-VIC
of	O
_	O
S.	O
java	O
_	O
infection	O
in	O
Dundee	O
during	O
1999	O
were	O
traced	O
to	O
desiccated	O
coconut	O
.	O
--	O
Stephen	O
Berger	O
,	O
M.D.	O
<mberger@post.tau.ac.il>	O
...	O
es	O
