O 3:1 7:1 24:1 26:1 257:1 9438:1 *************************************************
O 11:1 24:1 25:1 26:1 255:1 9439:1 9443:1 A
O 11:1 24:1 25:1 26:1 256:1 9441:1 9446:1 PrOMED-mail
O 24:1 25:1 488:1 491:1 9442:1 9444:1 post
O 25:1 50:1 486:1 489:1 8222:1 9445:1 <
O 48:1 487:1 490:1 491:1 497:1 8220:1 http://www.promedmail.org
O 17:1 49:1 489:1 495:1 677:1 8221:1 >
O 11:1 15:1 44:1 490:1 496:1 675:1 ProMED-mail
O 16:1 42:1 68:1 287:1 676:1 ,
O 26:1 43:1 66:1 285:1 2735:1 a
O 24:1 67:1 125:1 161:1 286:1 2733:1 program
O 25:1 68:1 123:1 159:1 173:1 2734:1 of
O 17:1 66:1 124:1 160:1 171:1 8225:1 the
O 11:1 15:1 17:1 67:1 172:1 8223:1 8228:1 International
O 11:1 15:1 16:1 125:1 533:1 8224:1 8226:1 Society
O 16:1 123:1 152:1 531:1 8227:1 8231:1 for
O 11:1 104:1 124:1 150:1 532:1 8229:1 8234:1 Infectious
O 11:1 74:1 102:1 151:1 488:1 8230:1 8232:1 Diseases
O 50:1 72:1 103:1 486:1 8233:1 8237:1 <
O 48:1 73:1 487:1 491:1 497:1 8235:1 http://www.isid.org
O 49:1 489:1 495:1 848:1 3716:1 8236:1 >
O 11:1 83:1 479:1 490:1 496:1 846:1 3714:1 It
O 81:1 152:1 477:1 847:1 3715:1 9449:1 is
O 82:1 125:1 150:1 478:1 515:1 9447:1 curious
O 68:1 123:1 151:1 173:1 513:1 9448:1 that
O 26:1 66:1 124:1 171:1 514:1 6200:1 the
O 24:1 67:1 125:1 161:1 172:1 6198:1 distribution
O 25:1 123:1 152:1 159:1 6199:1 9452:1 of
B-DIS 11:1 17:1 124:1 150:1 160:1 6704:1 9450:1 Transmissible
I-DIS 11:1 15:1 17:1 151:1 6702:1 6707:1 9451:1 Spongiform
I-DIS 11:1 15:1 16:1 89:1 6703:1 6705:1 Encephalopathy
O 16:1 17:1 87:1 6706:1 9455:1 -LRB-
B-DIS 11:1 15:1 88:1 95:1 9453:1 TSE
O 16:1 93:1 125:1 236:1 9454:1 -RRB-
O 17:1 94:1 123:1 234:1 9458:1 in
B-VIC 11:1 15:1 89:1 124:1 235:1 9456:1 Nebraska
O 16:1 87:1 104:1 9457:1 9461:1 -LRB-
B-VIC 11:1 88:1 95:1 102:1 9459:1 NE
O 93:1 103:1 104:1 9460:1 9464:1 -RRB-
B-VIC 83:1 94:1 102:1 479:1 9462:1 deer
O 81:1 103:1 125:1 236:1 477:1 9463:1 is
O 26:1 82:1 123:1 234:1 478:1 9467:1 in
O 24:1 113:1 116:1 124:1 235:1 9465:1 proximity
O 25:1 111:1 114:1 572:1 4664:1 9466:1 to
O 50:1 112:1 115:1 570:1 2609:1 4662:1 only
O 48:1 125:1 161:1 571:1 2607:1 4663:1 one
O 49:1 50:1 123:1 159:1 215:1 2608:1 of
O 48:1 104:1 124:1 160:1 213:1 8036:1 2
O 49:1 102:1 125:1 161:1 214:1 8034:1 areas
O 17:1 103:1 123:1 159:1 8035:1 9455:1 of
B-DIS 11:1 15:1 26:1 124:1 160:1 2855:1 9453:1 TSE
O 16:1 24:1 62:1 2853:1 9454:1 occurrence
O 4:1 8:1 25:1 60:1 2854:1 .
O 3:1 7:1 11:1 83:1 846:1 3714:1 6641:1 It
O 68:1 81:1 173:1 847:1 3715:1 6639:1 raises
O 26:1 66:1 82:1 171:1 6640:1 8576:1 the
O 24:1 67:1 110:1 172:1 8574:1 9470:1 question
O 25:1 108:1 125:1 1982:1 8575:1 9468:1 posed
O 32:1 109:1 123:1 1980:1 9469:1 below
O 30:1 124:1 845:1 848:1 1981:1 :
O 11:1 31:1 671:1 843:1 846:1 9473:1 We
O 125:1 515:1 669:1 844:1 847:1 9471:1 understand
O 68:1 123:1 173:1 513:1 670:1 9472:1 that
O 66:1 124:1 152:1 171:1 482:1 514:1 the
O 26:1 67:1 150:1 172:1 480:1 2129:1 available
O 24:1 125:1 151:1 206:1 481:1 2127:1 evidence
O 25:1 26:1 123:1 204:1 2128:1 4073:1 from
O 24:1 44:1 124:1 205:1 4071:1 sheep
O 25:1 42:1 104:1 4072:1 9464:1 ,
B-VIC 43:1 44:1 102:1 9462:1 deer
O 42:1 103:1 131:1 134:1 9463:1 ,
O 26:1 43:1 129:1 132:1 9476:1 and
O 24:1 130:1 133:1 671:1 4727:1 9474:1 elk
O 25:1 125:1 485:1 669:1 4725:1 9475:1 suggest
O 123:1 483:1 524:1 527:1 670:1 4726:1 at
O 50:1 124:1 215:1 484:1 522:1 525:1 least
O 48:1 152:1 213:1 523:1 526:1 2945:1 2
O 49:1 104:1 150:1 214:1 1232:1 2943:1 separate
O 32:1 102:1 151:1 1230:1 2944:1 factors
O 30:1 103:1 104:1 1231:1 9479:1 :
O 31:1 102:1 131:1 134:1 9477:1 genetics
O 68:1 103:1 129:1 132:1 2909:1 9478:1 and
O 26:1 66:1 130:1 133:1 2858:1 2907:1 some
O 24:1 67:1 125:1 161:1 2856:1 2908:1 type
O 25:1 26:1 123:1 159:1 839:1 2857:1 of
O 24:1 26:1 124:1 160:1 837:1 1562:1 contact
O 24:1 25:1 89:1 838:1 1560:1 transmission
O 25:1 87:1 572:1 1561:1 4088:1 -LRB-
O 88:1 570:1 572:1 2897:1 4086:1 possibly
O 68:1 287:1 570:1 571:1 2895:1 4087:1 even
O 66:1 152:1 285:1 571:1 2896:1 9482:1 a
O 67:1 150:1 286:1 572:1 9480:1 9485:1 low-level
O 140:1 151:1 570:1 1031:1 9481:1 9483:1 sexually
O 138:1 152:1 571:1 1029:1 9484:1 9488:1 transmitted
O 26:1 139:1 150:1 1030:1 9486:1 9491:1 disease-type
O 24:1 151:1 842:1 1637:1 9487:1 9489:1 prion
O 25:1 26:1 840:1 1635:1 9490:1 9494:1 `
O 24:1 841:1 875:1 1636:1 1655:1 9492:1 infectivity
O 25:1 95:1 873:1 1653:1 9493:1 '
O 93:1 671:1 874:1 1052:1 1654:1 -RRB-
O 94:1 152:1 669:1 1050:1 8186:1 are
O 113:1 116:1 150:1 670:1 1051:1 8184:1 necessary
O 111:1 114:1 151:1 611:1 8185:1 9497:1 to
O 68:1 112:1 115:1 173:1 609:1 9495:1 explain
O 26:1 66:1 171:1 610:1 2855:1 9496:1 the
O 24:1 67:1 125:1 161:1 172:1 2853:1 occurrence
O 17:1 25:1 123:1 159:1 2854:1 9455:1 of
B-DIS 11:1 15:1 124:1 125:1 160:1 236:1 9453:1 TSE
O 16:1 68:1 123:1 234:1 323:1 9454:1 in
O 66:1 124:1 152:1 235:1 321:1 3404:1 these
O 67:1 104:1 150:1 322:1 3402:1 9500:1 wild
O 62:1 102:1 151:1 3403:1 9498:1 populations
O 4:1 8:1 60:1 103:1 9499:1 .
O 3:1 7:1 11:1 15:1 125:1 236:1 9501:1 Scrapie
O 16:1 26:1 123:1 234:1 4073:1 9502:1 in
O 24:1 124:1 235:1 572:1 4071:1 4412:1 sheep
O 25:1 83:1 570:1 4072:1 4410:1 9506:1 clearly
O 81:1 125:1 398:1 571:1 4411:1 9504:1 coincides
O 82:1 123:1 152:1 396:1 4742:1 9505:1 with
O 124:1 150:1 152:1 397:1 4740:1 9509:1 certain
O 150:1 151:1 152:1 4741:1 9507:1 9512:1 well-defined
O 104:1 150:1 151:1 9508:1 9510:1 9515:1 genetic
O 102:1 125:1 151:1 236:1 9511:1 9513:1 polymorphisms
O 26:1 103:1 123:1 234:1 4073:1 9514:1 in
O 24:1 26:1 124:1 235:1 4071:1 9518:1 sheep
O 11:1 24:1 25:1 62:1 4072:1 9516:1 PrP
O 4:1 8:1 25:1 60:1 9517:1 .
O 3:1 7:1 11:1 83:1 479:1 1044:1 9519:1 Why
O 81:1 477:1 1045:1 1361:1 1364:1 9520:1 is
O 68:1 82:1 478:1 1359:1 1362:1 2834:1 there
O 26:1 66:1 1360:1 1363:1 2832:1 9455:1 no
B-DIS 11:1 24:1 67:1 89:1 2833:1 9453:1 TSE
O 25:1 87:1 572:1 1328:1 9454:1 -LRB-
O 88:1 570:1 572:1 1326:1 1331:1 so
O 95:1 570:1 571:1 1327:1 1329:1 far
O 93:1 125:1 236:1 571:1 1330:1 -RRB-
O 68:1 94:1 123:1 173:1 234:1 in
O 66:1 124:1 152:1 171:1 235:1 3404:1 the
O 67:1 104:1 150:1 172:1 3402:1 9524:1 wild
O 102:1 125:1 151:1 236:1 3403:1 9522:1 herds
O 17:1 103:1 123:1 234:1 9523:1 9527:1 in
O 11:1 15:1 17:1 124:1 235:1 7943:1 9525:1 Sioux
O 11:1 15:1 16:1 62:1 950:1 7941:1 9526:1 County
O 4:1 8:1 16:1 60:1 948:1 7942:1 ?
O 3:1 7:1 11:1 81:1 848:1 863:1 8238:1 Is
O 26:1 82:1 846:1 861:1 8239:1 9530:1 it
O 24:1 125:1 161:1 847:1 862:1 9528:1 lack
O 25:1 68:1 123:1 159:1 2909:1 9529:1 of
O 66:1 124:1 152:1 160:1 2907:1 9533:1 some
O 26:1 67:1 150:1 839:1 2908:1 9531:1 proximity/direct
O 24:1 125:1 151:1 398:1 837:1 9532:1 contact
O 25:1 123:1 152:1 396:1 838:1 9536:1 with
O 104:1 124:1 150:1 397:1 9524:1 9534:1 captive
O 32:1 102:1 151:1 1274:1 9522:1 9535:1 herds
O 30:1 103:1 134:1 197:1 1272:1 9523:1 --
O 31:1 132:1 152:1 195:1 1273:1 9512:1 or
O 104:1 133:1 150:1 196:1 9510:1 9539:1 genetic
O 102:1 125:1 151:1 1088:1 9511:1 9537:1 differences
O 103:1 104:1 123:1 1086:1 9538:1 9542:1 between
O 102:1 124:1 131:1 134:1 1087:1 9540:1 captives
