O 3:1 7:1 11:1 48:1 491:1 537:1 1058:1 One
O 26:1 49:1 489:1 538:1 866:1 1056:1 more
O 24:1 125:1 161:1 490:1 864:1 1057:1 case
O 25:1 26:1 123:1 159:1 865:1 6365:1 of
B-DIS 24:1 124:1 152:1 160:1 6363:1 6368:1 sylvan
I-DIS 25:1 26:1 150:1 1541:1 6364:1 6366:1 yellow
I-DIS 24:1 83:1 151:1 293:1 1539:1 6367:1 fever
O 25:1 81:1 140:1 291:1 296:1 1540:1 has
O 82:1 138:1 140:1 292:1 294:1 578:1 been
O 125:1 138:1 139:1 236:1 295:1 576:1 confirmed
O 50:1 123:1 139:1 234:1 577:1 806:1 in
O 48:1 62:1 124:1 235:1 804:1 2002
O 4:1 8:1 49:1 60:1 805:1 .
O 3:1 7:1 11:1 26:1 66:1 2139:1 2498:1 This
O 24:1 67:1 848:1 863:1 2140:1 2496:1 time
O 25:1 110:1 275:1 846:1 861:1 2497:1 it
O 108:1 125:1 236:1 273:1 847:1 862:1 was
O 68:1 109:1 123:1 173:1 234:1 274:1 in
O 26:1 66:1 124:1 171:1 235:1 6104:1 the
O 24:1 67:1 125:1 161:1 172:1 6102:1 municipality
O 17:1 25:1 123:1 159:1 6103:1 6371:1 of
O 11:1 15:1 44:1 124:1 160:1 6369:1 Breves
O 16:1 42:1 125:1 770:1 6370:1 ,
O 17:1 43:1 123:1 768:1 6374:1 on
O 11:1 15:1 17:1 124:1 464:1 769:1 6372:1 Marajo
O 11:1 15:1 16:1 125:1 236:1 462:1 6373:1 Island
O 16:1 17:1 123:1 234:1 463:1 6377:1 in
O 11:1 15:1 26:1 124:1 235:1 518:1 6375:1 Para
O 16:1 24:1 44:1 516:1 6376:1 state
O 25:1 42:1 517:1 1046:1 3371:1 ,
O 43:1 1044:1 1361:1 1364:1 3369:1 where
O 110:1 275:1 1045:1 1359:1 1362:1 3370:1 there
O 68:1 108:1 273:1 1022:1 1360:1 1363:1 was
O 26:1 66:1 109:1 274:1 722:1 1020:1 an
O 24:1 67:1 125:1 236:1 720:1 1021:1 outbreak
O 25:1 50:1 123:1 234:1 721:1 6380:1 in
O 48:1 62:1 124:1 235:1 6378:1 1998-99
O 4:1 8:1 49:1 60:1 6379:1 .
O 3:1 7:1 11:1 68:1 123:1 168:1 173:1 During
