O 3:1 7:1 11:1 102:1 671:1 6861:1 6866:1 Seals
O 26:1 103:1 669:1 6862:1 6864:1 6869:1 pose
B-DIS 24:1 26:1 670:1 6865:1 6867:1 6872:1 influenza
O 24:1 25:1 50:1 6868:1 6870:1 6875:1 threat
O 25:1 48:1 62:1 6871:1 6873:1 -----------------------------
O 4:1 8:1 49:1 60:1 6874:1 .
B-DIS 3:1 7:1 11:1 26:1 63:1 66:1 6869:1 The
I-DIS 24:1 26:1 64:1 67:1 2918:1 6867:1 influenza
I-DIS 11:1 24:1 25:1 26:1 86:1 2916:1 6868:1 B
I-DIS 24:1 25:1 83:1 84:1 293:1 2917:1 virus
O 25:1 81:1 85:1 140:1 291:1 296:1 has
O 82:1 138:1 140:1 292:1 294:1 2216:1 been
O 125:1 138:1 139:1 236:1 295:1 2214:1 found
O 104:1 123:1 139:1 234:1 410:1 2215:1 in
O 102:1 124:1 125:1 235:1 408:1 533:1 animals
O 68:1 103:1 123:1 173:1 409:1 531:1 for
O 66:1 124:1 152:1 171:1 512:1 532:1 the
O 26:1 67:1 150:1 172:1 510:1 2498:1 first
O 24:1 44:1 151:1 511:1 2496:1 time
O 25:1 42:1 125:1 398:1 2497:1 ,
O 43:1 68:1 123:1 173:1 396:1 with
O 66:1 104:1 124:1 171:1 397:1 4571:1 the
O 67:1 102:1 172:1 728:1 998:1 4569:1 scientists
O 103:1 110:1 726:1 996:1 1109:1 4570:1 who
O 68:1 108:1 173:1 727:1 997:1 1107:1 made
O 26:1 66:1 109:1 171:1 1108:1 6878:1 the
O 24:1 67:1 74:1 172:1 6876:1 6881:1 discovery
O 25:1 72:1 848:1 863:1 6877:1 6879:1 saying
O 73:1 842:1 846:1 861:1 6880:1 it
O 840:1 847:1 862:1 1010:1 1439:1 ``
O 611:1 841:1 1008:1 1437:1 6866:1 may
O 68:1 287:1 609:1 1009:1 1438:1 6864:1 pose
O 66:1 152:1 285:1 610:1 6865:1 6884:1 a
O 26:1 67:1 150:1 286:1 6872:1 6882:1 direct
O 24:1 113:1 116:1 151:1 6870:1 6883:1 threat
O 25:1 104:1 111:1 114:1 2183:1 6871:1 to
O 102:1 112:1 115:1 875:1 2181:1 humans
O 62:1 103:1 873:1 2182:1 ''
O 4:1 8:1 60:1 874:1 .
B-DIS 3:1 7:1 11:1 26:1 63:1 66:1 86:1 The
I-DIS 24:1 64:1 67:1 84:1 110:1 275:1 virus
O 25:1 85:1 108:1 140:1 273:1 2216:1 was
O 109:1 125:1 138:1 236:1 274:1 2214:1 found
O 123:1 139:1 234:1 572:1 2215:1 4955:1 in
O 113:1 116:1 124:1 235:1 570:1 4953:1 up
O 50:1 111:1 114:1 215:1 571:1 4954:1 to
O 26:1 48:1 112:1 115:1 213:1 4646:1 2
O 24:1 49:1 125:1 161:1 214:1 4644:1 percent
O 25:1 104:1 123:1 159:1 4645:1 6887:1 of
B-VIC 102:1 124:1 125:1 160:1 770:1 6885:1 seals
O 68:1 103:1 123:1 173:1 768:1 6886:1 on
B-VIC 66:1 124:1 152:1 171:1 769:1 6890:1 the
I-VIC 11:1 26:1 67:1 150:1 172:1 3050:1 6888:1 Dutch
O 24:1 125:1 151:1 236:1 3048:1 6889:1 coast
O 25:1 50:1 123:1 234:1 1754:1 3049:1 in
O 48:1 124:1 131:1 134:1 235:1 1752:1 1999
O 49:1 110:1 129:1 132:1 275:1 1753:1 and
O 108:1 130:1 133:1 152:1 273:1 2060:1 was
O 109:1 113:1 116:1 150:1 274:1 2058:1 identical
O 68:1 111:1 114:1 151:1 173:1 2059:1 to
O 26:1 66:1 86:1 112:1 115:1 171:1 the
B-DIS 24:1 67:1 84:1 152:1 172:1 3698:1 virus
O 25:1 85:1 125:1 150:1 236:1 3696:1 prevalent
O 104:1 123:1 151:1 234:1 2183:1 3697:1 in
O 102:1 124:1 125:1 235:1 236:1 2181:1 humans
O 68:1 103:1 123:1 173:1 234:1 2182:1 in
O 17:1 66:1 124:1 171:1 235:1 3293:1 the
O 11:1 15:1 67:1 125:1 172:1 236:1 3291:1 Netherlands
O 16:1 50:1 123:1 234:1 2738:1 3292:1 in
O 48:1 62:1 124:1 235:1 2736:1 1995
O 4:1 8:1 49:1 60:1 2737:1 .
B-DIS 3:1 7:1 11:1 26:1 63:1 66:1 86:1 The
I-DIS 24:1 64:1 67:1 83:1 84:1 479:1 virus
O 25:1 74:1 81:1 85:1 477:1 1367:1 is
O 72:1 82:1 140:1 478:1 1365:1 6893:1 being
O 73:1 138:1 152:1 1366:1 6602:1 6891:1 harbored
O 125:1 139:1 143:1 150:1 6600:1 6892:1 unchanged
O 68:1 123:1 141:1 151:1 173:1 6601:1 by
B-VIC 26:1 66:1 124:1 142:1 171:1 6896:1 the
I-VIC 24:1 62:1 67:1 172:1 6894:1 seal
O 4:1 8:1 25:1 60:1 6895:1 .
O 3:1 7:1 11:1 68:1 123:1 173:1 5535:1 Since
O 66:1 124:1 152:1 171:1 188:1 5536:1 the
O 67:1 150:1 152:1 172:1 186:1 6899:1 human
O 26:1 150:1 151:1 187:1 6897:1 6902:1 immune
O 24:1 113:1 116:1 151:1 6898:1 6900:1 response
O 25:1 68:1 111:1 114:1 287:1 6901:1 to
O 66:1 112:1 115:1 152:1 285:1 6905:1 a
O 26:1 67:1 86:1 150:1 286:1 6903:1 particular
B-DIS 24:1 26:1 84:1 151:1 2063:1 6904:1 virus
O 24:1 25:1 83:1 85:1 2061:1 6908:1 strain
O 25:1 81:1 125:1 398:1 2062:1 6906:1 fades
O 26:1 82:1 123:1 396:1 2498:1 6907:1 with
O 24:1 44:1 124:1 397:1 2496:1 time
O 25:1 42:1 68:1 2027:1 2497:1 ,
O 43:1 66:1 152:1 2025:1 4919:1 any
O 26:1 67:1 150:1 2026:1 4917:1 6911:1 later
O 24:1 125:1 151:1 161:1 4918:1 6909:1 reintroduction
O 25:1 68:1 123:1 159:1 515:1 6910:1 of
O 26:1 66:1 124:1 160:1 513:1 2063:1 that
O 24:1 67:1 514:1 1010:1 2061:1 3044:1 strain
O 25:1 611:1 668:1 1008:1 2062:1 3042:1 might
