-------------------------------------------------------	CD
.	.
As	IN
of	IN
Thu	NNP
12	CD
Sep	NNP
2002	CD
,	,
West	NNP
Nile	NNP
virus	NN
-LRB-	-LRB-
WNV	NN
-RRB-	-RRB-
has	VBZ
been	VBN
diagnosed	VBN
in	IN
5	CD
horses	NNS
by	IN
positive	JJ
immunohistochemistry	NN
at	IN
the	DT
Animal	NNP
Health	NNP
Laboratory	NNP
,	,
University	NNP
of	IN
Guelph	NNP
.	.
One	CD
of	IN
these	DT
has	VBZ
been	VBN
confirmed	VBN
by	IN
PCR	NN
,	,
the	DT
other	JJ
4	CD
are	VBP
pending	VBG
.	.
2	CD
other	JJ
suspect	JJ
cases	NNS
have	VBP
been	VBN
diagnosed	VBN
by	IN
IgM	NN
capture	NN
ELISA	NN
-LRB-	-LRB-
one	CD
horse	NN
was	VBD
euthanised	VBN
,	,
the	DT
other	JJ
has	VBZ
recovered	VBN
-RRB-	-RRB-
.	.
The	B-VIC
7	I-VIC
cases	I-VIC
to	TO
date	NN
have	VBP
all	DT
been	VBN
diagnosed	VBN
since	IN
28	CD
Aug	NN
2002	CD
and	CC
are	VBP
from	IN
various	JJ
locations	NNS
in	IN
southern	JJ
Ontario	NNP
from	IN
the	DT
Toronto	NNP
area	NN
westward	RB
.	.
Obtaining	VBG
accurate	JJ
case	NN
numbers	NNS
for	IN
Ontario	NNP
is	VBZ
problematic	JJ
.	.
Since	IN
WNV	NN
is	VBZ
not	RB
a	DT
reportable	JJ
disease	NN
,	,
the	DT
Canadian	JJ
Food	NNP
Inspection	NNP
Agency	NNP
is	VBZ
not	RB
offering	VBG
diagnostic	JJ
testing	NN
on	IN
equine	JJ
submissions	NNS
,	,
nor	CC
are	VBP
they	PRP
compiling	VBG
statistics	NNS
on	IN
equine	JJ
cases	NNS
.	.
PCR	NN
confirmatory	JJ
testing	NN
is	VBZ
being	VBG
done	VBN
through	IN
the	DT
Manitoba	NNP
provincial	JJ
diagnostic	JJ
laboratory	NN
.	.
Serology	NN
is	VBZ
being	VBG
sent	VBN
out	RP
to	TO
Cornell	NNP
through	IN
the	DT
Animal	NNP
Health	NNP
Laboratory	NNP
in	IN
Guelph	NNP
,	,
although	IN
some	DT
veterinarians	NNS
are	VBP
sending	VBG
sera	NNS
directly	RB
to	TO
Cornell	NNP
or	CC
Michigan	NNP
State	NNP
.	.
In	IN
these	DT
cases	NNS
,	,
results	NNS
are	VBP
not	RB
reported	VBN
directly	RB
to	TO
Ontario	NNP
Ministry	NNP
of	IN
Agriculture	NNP
and	CC
Food	NNP
and	CC
are	VBP
not	RB
included	VBN
in	IN
the	DT
statistics	NNS
.	.
There	EX
have	VBP
been	VBN
many	JJ
reports	NNS
of	IN
suspected	VBN
cases	NNS
,	,
based	VBN
on	IN
clinical	JJ
signs	NNS
or	CC
single	JJ
serology	NN
test	NN
results	NNS
.	.
However	RB
,	,
unless	IN
they	PRP
are	VBP
accompanied	VBN
by	IN
valid	JJ
diagnostic	JJ
test	NN
results	VBZ
to	TO
distinguish	VB
them	PRP
from	IN
other	JJ
causes	NNS
of	IN
neurologic	JJ
disease	NN
-LRB-	-LRB-
e.g.	FW
rabies	NNP
,	,
eastern	JJ
equine	JJ
encephalitis	NN
-RRB-	-RRB-
,	,
they	PRP
do	VBP
not	RB
meet	VB
the	DT
case	NN
definition	NN
for	IN
official	JJ
reporting	NN
.	.
