O 3:1 7:1 24:1 26:1 257:1 8217:1 ***************************************
O 11:1 24:1 25:1 26:1 255:1 677:1 8218:1 A
O 11:1 24:1 25:1 256:1 488:1 491:1 675:1 ProMED-mail
O 25:1 50:1 486:1 489:1 676:1 8222:1 <
O 48:1 487:1 490:1 491:1 497:1 8220:1 http://www.promedmail.org
O 17:1 49:1 489:1 495:1 677:1 8221:1 >
O 11:1 15:1 44:1 490:1 496:1 675:1 ProMED-mail
O 16:1 42:1 68:1 287:1 676:1 ,
O 26:1 43:1 66:1 285:1 2735:1 a
O 24:1 67:1 125:1 161:1 286:1 2733:1 program
O 25:1 68:1 123:1 159:1 173:1 2734:1 of
O 17:1 66:1 124:1 160:1 171:1 8225:1 the
O 11:1 15:1 17:1 67:1 172:1 8223:1 8228:1 International
O 11:1 15:1 16:1 125:1 533:1 8224:1 8226:1 Society
O 16:1 123:1 152:1 531:1 8227:1 8231:1 for
O 11:1 104:1 124:1 150:1 532:1 8229:1 8234:1 Infectious
O 11:1 74:1 102:1 151:1 488:1 8230:1 8232:1 Diseases
O 50:1 72:1 103:1 486:1 8233:1 8237:1 <
O 48:1 73:1 487:1 491:1 497:1 8235:1 http://www.isid.org
O 49:1 83:1 489:1 495:1 8236:1 8240:1 >
O 11:1 81:1 490:1 496:1 848:1 863:1 8238:1 Is
O 82:1 152:1 846:1 861:1 2687:1 8239:1 it
O 113:1 116:1 150:1 847:1 862:1 2685:1 possible
O 111:1 114:1 151:1 611:1 2686:1 4463:1 to
O 112:1 115:1 125:1 609:1 3617:1 4461:1 say
O 68:1 123:1 173:1 610:1 3615:1 4462:1 whether
B-DIS 26:1 66:1 124:1 171:1 3616:1 8243:1 the
I-DIS 11:1 24:1 26:1 67:1 172:1 2063:1 8241:1 H7
I-DIS 24:1 25:1 140:1 1784:1 2061:1 8242:1 strain
O 25:1 125:1 138:1 236:1 1782:1 2062:1 isolated
O 68:1 123:1 139:1 173:1 234:1 1783:1 in
O 17:1 66:1 124:1 171:1 235:1 8246:1 the
O 11:1 15:1 26:1 67:1 172:1 722:1 8244:1 Delaware
O 16:1 24:1 83:1 293:1 720:1 8245:1 outbreak
O 25:1 81:1 140:1 291:1 296:1 721:1 has
O 82:1 138:1 140:1 292:1 294:1 6557:1 been
O 125:1 138:1 139:1 158:1 295:1 6555:1 classified
O 123:1 139:1 156:1 572:1 827:1 6556:1 as
O 124:1 152:1 157:1 570:1 825:1 8249:1 highly
O 150:1 152:1 571:1 826:1 8247:1 8252:1 pathogenic
B-DIS 26:1 150:1 151:1 6869:1 8248:1 8250:1 avian
I-DIS 24:1 44:1 151:1 6867:1 8251:1 influenza
O 25:1 42:1 125:1 158:1 6868:1 ,
O 43:1 68:1 123:1 156:1 173:1 as
O 26:1 66:1 124:1 157:1 171:1 8255:1 the
O 24:1 67:1 83:1 146:1 172:1 8253:1 literature
O 25:1 81:1 125:1 144:1 515:1 8254:1 states
O 26:1 82:1 123:1 145:1 513:1 8243:1 that
B-DIS 11:1 24:1 124:1 131:1 134:1 514:1 8241:1 H7
O 25:1 26:1 129:1 132:1 8242:1 8258:1 and
O 11:1 24:1 104:1 130:1 133:1 8256:1 8261:1 H5
O 25:1 102:1 1010:1 1082:1 8257:1 8259:1 subtypes
O 103:1 611:1 734:1 1008:1 1080:1 8260:1 can
O 125:1 161:1 609:1 732:1 1009:1 1081:1 be
O 123:1 152:1 159:1 610:1 733:1 7322:1 of
O 124:1 134:1 150:1 160:1 197:1 7320:1 high
O 132:1 151:1 152:1 195:1 3407:1 7321:1 or
O 26:1 133:1 150:1 196:1 1946:1 3405:1 low
O 24:1 62:1 151:1 950:1 1944:1 3406:1 pathogenicity
O 4:1 8:1 25:1 60:1 948:1 1945:1 ?
O 3:1 7:1 87:1 501:1 572:1 7979:1 -LSB-
O 11:1 68:1 88:1 173:1 502:1 570:1 7977:1 Currently
B-DIS 66:1 152:1 171:1 571:1 7978:1 8252:1 the
I-DIS 26:1 67:1 150:1 172:1 6869:1 8250:1 avian
I-DIS 24:1 125:1 151:1 236:1 6867:1 8251:1 influenza
O 17:1 25:1 123:1 234:1 6868:1 8246:1 in
O 11:1 15:1 83:1 124:1 235:1 479:1 8244:1 Delaware
O 16:1 81:1 140:1 477:1 3119:1 8245:1 is
O 82:1 138:1 152:1 478:1 3117:1 3407:1 considered
O 26:1 139:1 150:1 1946:1 3118:1 3405:1 low
O 24:1 44:1 151:1 1944:1 3406:1 pathogenicity
O 25:1 42:1 134:1 1945:1 2072:1 ,
O 43:1 68:1 132:1 173:1 2070:1 but
O 26:1 66:1 86:1 133:1 171:1 2071:1 the
O 24:1 67:1 83:1 84:1 172:1 479:1 virus
O 25:1 74:1 81:1 85:1 477:1 1367:1 is
O 72:1 82:1 478:1 572:1 1365:1 8264:1 being
O 73:1 140:1 570:1 1366:1 8262:1 8267:1 carefully
O 62:1 138:1 571:1 8263:1 8265:1 monitored
O 4:1 8:1 60:1 139:1 8266:1 .
O 3:1 7:1 11:1 150:1 152:1 8249:1 8268:1 Low
O 104:1 150:1 151:1 3713:1 8247:1 8269:1 pathogenic
O 102:1 151:1 1010:1 1082:1 3711:1 8248:1 strains
O 103:1 611:1 1008:1 1080:1 3712:1 7019:1 can
O 113:1 116:1 609:1 1009:1 1081:1 7017:1 mutate
O 111:1 114:1 572:1 610:1 827:1 7018:1 to
O 112:1 115:1 152:1 570:1 825:1 8249:1 highly
O 104:1 150:1 571:1 826:1 3713:1 8247:1 pathogenic
O 62:1 102:1 151:1 3711:1 8248:1 strains
O 4:1 8:1 60:1 103:1 3712:1 .
O 3:1 7:1 11:1 44:1 570:1 8271:1 Consequently
O 42:1 571:1 848:1 863:1 8272:1 ,
O 43:1 83:1 479:1 846:1 861:1 it
O 81:1 152:1 477:1 847:1 862:1 8276:1 is
O 82:1 113:1 116:1 150:1 478:1 8274:1 beneficial
O 111:1 114:1 151:1 611:1 8275:1 8279:1 to
O 112:1 115:1 152:1 609:1 1931:1 8277:1 eliminate
O 104:1 150:1 610:1 1929:1 7673:1 8278:1 infected
O 44:1 102:1 151:1 1930:1 7671:1 flocks
O 42:1 103:1 131:1 134:1 7672:1 ,
O 43:1 113:1 116:1 129:1 132:1 and
O 111:1 114:1 130:1 133:1 572:1 4718:1 to
O 112:1 115:1 570:1 611:1 4716:1 7553:1 closely
O 68:1 173:1 571:1 609:1 4717:1 7551:1 monitor
O 26:1 66:1 86:1 171:1 610:1 7552:1 the
O 24:1 62:1 67:1 84:1 172:1 virus
O 4:1 8:1 25:1 60:1 85:1 .
