O 3:1 7:1 11:1 24:1 104:1 693:1 1955:1 Emergency
O 25:1 102:1 668:1 671:1 694:1 1953:1 conditions
O 103:1 140:1 296:1 666:1 669:1 1954:1 have
O 138:1 140:1 294:1 667:1 670:1 7910:1 been
O 125:1 138:1 139:1 295:1 485:1 7908:1 imposed
O 68:1 123:1 139:1 287:1 483:1 7909:1 at
O 17:1 66:1 124:1 285:1 484:1 15542:1 a
O 11:1 15:1 67:1 89:1 286:1 503:1 15540:1 Novosibirsk
O 16:1 87:1 152:1 501:1 15541:1 15545:1 -LSB-
O 26:1 88:1 150:1 502:1 9290:1 15543:1 meat-packing
O 24:1 95:1 151:1 641:1 9288:1 15544:1 plant
O 25:1 62:1 93:1 639:1 9289:1 -RSB-
O 4:1 8:1 60:1 94:1 640:1 .
O 3:1 7:1 11:1 102:1 668:1 671:1 15546:1 Suspicions
O 103:1 140:1 666:1 669:1 15547:1 15551:1 have
O 125:1 138:1 515:1 667:1 670:1 15549:1 arisen
O 50:1 123:1 139:1 513:1 2609:1 15550:1 that
O 48:1 124:1 125:1 161:1 514:1 2607:1 one
O 49:1 68:1 123:1 159:1 173:1 2608:1 of
O 26:1 66:1 124:1 160:1 171:1 9290:1 the
O 24:1 67:1 172:1 758:1 761:1 9288:1 plant
O 25:1 104:1 756:1 759:1 1469:1 9289:1 's
O 83:1 102:1 293:1 757:1 760:1 1467:1 workers
O 81:1 103:1 140:1 291:1 296:1 1468:1 has
O 82:1 138:1 140:1 292:1 294:1 5510:1 been
O 138:1 139:1 295:1 572:1 5508:1 8423:1 taken
O 125:1 139:1 398:1 570:1 5509:1 8421:1 ill
O 26:1 123:1 396:1 571:1 6440:1 8422:1 with
B-DIS 24:1 62:1 124:1 397:1 6438:1 anthrax
O 4:1 8:1 25:1 60:1 6439:1 .
O 3:1 7:1 11:1 104:1 150:1 2507:1 15552:1 Appropriate
O 102:1 151:1 671:1 1052:1 2505:1 15553:1 measures
O 103:1 572:1 669:1 1050:1 1259:1 2506:1 are
O 74:1 570:1 670:1 1051:1 1257:1 1367:1 now
O 72:1 140:1 571:1 1258:1 1365:1 5510:1 being
O 73:1 138:1 572:1 1366:1 5508:1 7235:1 taken
O 62:1 139:1 570:1 5509:1 7233:1 here
O 4:1 8:1 60:1 571:1 7234:1 .
O 3:1 7:1 11:1 24:1 125:1 161:1 1512:1 Staff
