----------------------------------------------	O
.	O
As	O
of	O
Fri	O
27	O
Oct	O
2000	O
,	O
the	O
Ugandan	O
Ministry	O
of	O
Health	O
has	O
reported	O
191	B-VIC
cases	I-VIC
,	O
including	O
68	O
deaths	O
.	O
As	O
described	O
in	O
an	O
earlier	O
report	O
<	O
http://www.who.int/disease-outbreak-news/n2000/october/24october2000.html	O
>	O
,	O
the	O
team	O
in	O
Gulu	O
is	O
carrying	O
out	O
its	O
work	O
through	O
these	O
major	O
areas	O
of	O
activity	O
:	O
coordination	O
and	O
logistics	O
;	O
case	O
management	O
;	O
epidemiological	O
surveillance	O
;	O
public	O
education	O
;	O
laboratory	O
;	O
and	O
media	O
relations	O
.	O
Several	O
organizations	O
are	O
participating	O
in	O
these	O
activities	O
in	O
Gulu	O
district	O
and	O
at	O
national	O
level	O
through	O
the	O
National	O
Task	O
Force	O
for	O
the	O
Control	O
of	O
Viral	O
Haemorrhagic	O
Fevers	O
:	O
Gulu	O
District	O
Ugandan	O
Ministry	O
of	O
Health	O
-LRB-	O
District	O
Medical	O
Office	O
staff	O
and	O
Gulu	O
Hospital	O
-RRB-	O
;	O
Ugandan	O
Local	O
Government	O
Officials	O
Ugandan	O
Local	O
Education	O
and	O
Information	O
Offices	O
;	O
Ugandan	O
People	O
's	O
Defense	O
Forces	O
;	O
Action	O
Contre	O
la	O
Faim	O
-LRB-	O
ACF	O
-RRB-	O
;	O
African	O
Medical	O
and	O
Research	O
Foundation	O
-LRB-	O
AMREF-Flying	O
Doctors	O
-RRB-	O
;	O
Agency	O
for	O
Coordination	O
in	O
Research	O
and	O
Development	O
-LRB-	O
ACORD-UK	O
-RRB-	O
;	O
Catholic	O
Relief	O
Services	O
Lacor	O
Hospital	O
-LRB-	O
Hospital	O
in	O
Gulu	O
supported	O
by	O
Italian	O
Cooperation	O
-RRB-	O
;	O
Medecins	O
sans	O
Frontieres	O
-	O
International	O
and	O
Epicentre	O
;	O
Radio	O
Freedom	O
-LRB-	O
Gulu	O
-RRB-	O
;	O
Red	O
Cross	O
-LRB-	O
International	O
Committee	O
and	O
National	O
Society	O
-RRB-	O
;	O
Save	O
the	O
Children	O
-LRB-	O
Denmark	O
-RRB-	O
;	O
US	O
Centers	O
for	O
Disease	O
Control	O
and	O
Prevention	O
;	O
World	O
Food	O
Programme	O
-LRB-	O
Nairobi	O
-RRB-	O
;	O
World	O
Health	O
Organization	O
-LRB-	O
Headquarters	O
,	O
Country	O
and	O
African	O
Regional	O
Offices	O
-RRB-	O
;	O
World	O
Vision	O
National	O
Task	O
Force	O
for	O
the	O
Control	O
of	O
Viral	O
Haemorrhagic	O
Fevers	O
;	O
Ugandan	O
Ministry	O
of	O
Health	O
International	O
Committee	O
of	O
the	O
Red	O
Cross	O
-LRB-	O
ICRC	O
-RRB-	O
;	O
UNICEF	O
;	O
United	O
Kingdom	O
Department	O
for	O
International	O
Development	O
-LRB-	O
DFID	O
-RRB-	O
;	O
United	O
States	O
Agency	O
for	O
International	O
Development	O
-LRB-	O
USAID	O
-RRB-	O
;	O
and	O
World	O
Health	O
Organization	O
-LRB-	O
Headquarters	O
,	O
Country	O
and	O
African	O
Regional	O
Offices	O
-RRB-	O
.	O
KAMPALA	O
:	O
Five	O
more	O
people	O
died	O
of	O
Ebola	O
hemorrhagic	O
fever	O
over	O
-LSB-	O
the	O
past	O
24	O
hours	O
-RSB-	O
,	O
including	O
a	O
nurse	O
who	O
fell	O
ill	O
after	O
treating	O
patients	O
.	O
The	O
death	O
toll	O
from	O
Ebola	O
hemorrhagic	O
fever	O
now	O
stands	O
at	O
68	O
in	O
northern	O
Uganda	O
.	O
The	O
number	O
of	O
people	O
known	O
to	O
be	O
infected	O
with	O
the	O
deadly	O
fever	O
since	O
it	O
was	O
confirmed	O
on	O
14	O
Oct	O
2000	O
rose	O
to	O
191	O
by	O
today	O
-LRB-	O
27	O
Oct	O
2000	O
-RRB-	O
,	O
up	O
from	O
182	O
one	O
day	O
earlier	O
,	O
said	O
Director	O
General	O
of	O
Medical	O
Services	O
Francis	O
Omaswa	O
.	O
A	O
total	O
of	O
12	O
people	O
were	O
discharged	O
over	O
the	O
past	O
day	O
,	O
bringing	O
to	O
75	O
the	O
number	O
of	O
patients	O
who	O
reportedly	O
have	O
recovered	O
from	O
the	O
virus	O
,	O
Omaswa	O
said	O
.	O
Uganda	O
also	O
has	O
one	O
of	O
the	O
world	O
's	O
highest	O
HIV	O
rates	O
,	O
but	O
an	O
aggressive	O
health	O
campaign	O
has	O
reduced	O
the	O
number	O
of	O
new	O
infections	O
.	O
Authorities	O
are	O
using	O
the	O
same	O
methods	O
to	O
educate	O
people	O
about	O
Ebola	O
hemorrhagic	O
fever	O
.	O
Ebola	O
can	O
take	O
up	O
to	O
2	O
weeks	O
to	O
incubate	O
.	O
During	O
this	O
period	O
,	O
the	O
patient	O
is	O
not	O
contagious	O
.	O
But	O
once	O
the	O
first	O
flu-like	O
symptoms	O
develop	O
,	O
the	O
patient	O
can	O
transmit	O
the	O
virus	O
through	O
contact	O
with	O
bodily	O
fluids	O
.	O
In	O
later	O
stages	O
,	O
the	O
victim	O
begins	O
bleeding	O
internally	O
,	O
vomiting	O
blood	O
and	O
producing	O
bloody	O
diarrhea	O
.	O
At	O
this	O
point	O
,	O
and	O
for	O
a	O
short	O
time	O
after	O
death	O
,	O
the	O
patient	O
is	O
most	O
contagious	O
.	O
When	O
the	O
first	O
victims	O
of	O
the	O
outbreak	O
died	O
in	O
Gulu	O
,	O
they	O
were	O
given	O
traditional	O
burials	O
in	O
which	O
relatives	O
and	O
friends	O
washed	O
the	O
body	O
and	O
then	O
their	O
hands	O
in	O
a	O
communal	O
basin	O
as	O
a	O
sign	O
of	O
unity	O
.	O
That	O
turned	O
many	O
of	O
the	O
mourners	O
into	O
new	O
victims	O
.	O
Funerals	O
have	O
since	O
been	O
banned	O
.	O
Corpses	O
are	O
reported	O
to	O
authorities	O
and	O
carefully	O
buried	O
to	O
avoid	O
transmitting	O
the	O
disease	O
.	O
--	O
ProMED-mail	O
<promed@promedmail.org>	O
...	O
cp/es	O
