----------	O
.	O
Protecting	O
the	O
United	O
Kingdom	O
Blood	O
Supply	O
from	O
Variant	O
CJD	O
:	O
Donors	O
Who	O
Have	O
Received	O
a	O
Blood	O
Transfusion	O
Can	O
No	O
Longer	O
Donate	O
Blood	O
-------------------------------------------------	O
On	O
Tue	O
16	O
Mar	O
2004	O
,	O
the	O
Department	O
of	O
Health	O
in	O
England	O
announced	O
that	O
people	O
who	O
have	O
received	O
a	O
blood	O
transfusion	O
in	O
the	O
United	O
Kingdom	O
-LRB-	O
UK	O
-RRB-	O
since	O
1	O
Jan	O
1980	O
will	O
no	O
longer	O
be	O
able	O
to	O
donate	O
blood	O
-LRB-	O
1,2	O
-RRB-	O
.	O
This	O
additional	O
donor	O
selection	O
criterion	O
will	O
be	O
implemented	O
by	O
all	O
four	O
of	O
the	O
UK	O
Blood	O
Services	O
-LRB-	O
UKBS	O
-RRB-	O
,	O
including	O
the	O
National	O
Blood	O
Service	O
on	O
5	O
Apr	O
2004	O
.	O
-LRB-	O
<	O
http://www.blood.co.uk/	O
>	O
-RRB-	O
This	O
additional	O
precautionary	O
measure	O
to	O
safeguard	O
the	O
blood	O
supply	O
is	O
being	O
taken	O
in	O
the	O
light	O
of	O
the	O
1st	O
possible	O
transmission	O
of	O
variant	O
Creutzfeldt-Jakob	O
disease	O
-LSB-	O
abbreviated	O
as	O
CJD	O
-LRB-	O
new	O
var	O
,	O
-RRB-	O
or	O
vCJD	O
in	O
ProMED-mail	O
-RSB-	O
by	O
blood	O
transfusion	O
,	O
which	O
was	O
reported	O
in	O
December	O
2003	O
-LRB-	O
3	O
-RRB-	O
.	O
The	O
transfusion	O
occurred	O
in	O
1996	O
;	O
the	O
blood	O
donor	O
was	O
well	O
at	O
the	O
time	O
but	O
developed	O
symptoms	O
of	O
vCJD	O
in	O
1999	O
and	O
died	O
the	O
following	O
year	O
.	O
The	O
recipient	O
was	O
diagnosed	O
with	O
vCJD	O
in	O
2003	O
.	O
Since	O
1997	O
,	O
in	O
view	O
of	O
the	O
uncertainty	O
as	O
to	O
whether	O
vCJD	O
could	O
be	O
transmitted	O
by	O
blood	O
or	O
blood	O
products	O
,	O
the	O
UKBS	O
have	O
put	O
in	O
place	O
a	O
number	O
of	O
other	O
measures	O
to	O
reduce	O
the	O
risk	O
of	O
a	O
potential	O
onward	O
cycle	O
of	O
transmission	O
:	O
-LRB-	O
1	O
-RRB-	O
Withdrawal	O
and	O
recall	O
of	O
any	O
blood	O
components	O
,	O
plasma	O
derivatives	O
,	O
or	O
tissues	O
obtained	O
from	O
any	O
individual	O
who	O
later	O
develops	O
vCJD	O
-LRB-	O
December	O
1997	O
-RRB-	O
;	O
-LRB-	O
2	O
-RRB-	O
Importation	O
of	O
plasma	O
from	O
the	O
US	O
for	O
fractionation	O
to	O
manufacture	O
plasma	O
derivatives	O
-LRB-	O
announced	O
May	O
1998	O
,	O
implemented	O
October	O
1999	O
-RRB-	O
;	O
-LRB-	O
3	O
-RRB-	O
Leucodepletion	O
-LRB-	O
removal	O
of	O
white	O
blood	O
cells	O
-RRB-	O
of	O
all	O
blood	O
components	O
-LRB-	O
announced	O
July	O
1998	O
,	O
implemented	O
Autumn	O
1999	O
-RRB-	O
;	O
-LRB-	O
4	O
-RRB-	O
Importation	O
of	O
fresh	O
frozen	O
plasma	O
from	O
the	O
United	O
States	O
for	O
patients	O
born	O
on	O
or	O
after	O
1	O
Jan	O
1996	O
-LRB-	O
announced	O
August	O
2002	O
,	O
to	O
be	O
implemented	O
spring	O
2004	O
-RRB-	O
;	O
-LRB-	O
5	O
-RRB-	O
Promotion	O
of	O
appropriate	O
use	O
of	O
blood	O
and	O
tissues	O
and	O
alternatives	O
throughout	O
the	O
National	O
Health	O
Service	O
-LRB-	O
NHS	O
-RRB-	O
.	O
This	O
is	O
a	O
highly	O
precautionary	O
approach	O
,	O
and	O
the	O
benefit	O
of	O
receiving	O
a	O
blood	O
transfusion	O
when	O
needed	O
far	O
outweighs	O
any	O
possible	O
risk	O
of	O
contracting	O
vCJD	O
.	O
To	O
date	O
there	O
has	O
been	O
only	O
one	O
possible	O
case	O
of	O
vCJD	O
being	O
transmitted	O
by	O
blood	O
,	O
yet	O
the	O
UKBS	O
issue	O
over	O
2.5	O
million	O
units	O
of	O
blood	O
every	O
year	O
.	O
As	O
of	O
1	O
Mar	O
2004	O
there	O
have	O
been	O
146	O
definite	O
and	O
probable	O
cases	O
of	O
vCJD	O
in	O
the	O
UK	O
,	O
one	O
case	O
each	O
in	O
the	O
Republic	O
of	O
Ireland	O
,	O
Italy	O
,	O
United	O
States	O
,	O
Canada	O
,	O
and	O
Hong	O
Kong	O
,	O
and	O
6	B-VIC
cases	I-VIC
in	O
France	O
.	O
The	O
eventual	O
number	O
of	O
individuals	O
within	O
the	O
UK	O
population	O
likely	O
to	O
develop	O
vCJD	O
remains	O
uncertain	O
;	O
estimates	O
range	O
from	O
the	O
current	O
numbers	O
up	O
to	O
540	O
.	O
It	O
is	O
not	O
known	O
how	O
many	O
current	O
or	O
past	O
blood	O
or	O
tissue	O
donors	O
may	O
develop	O
vCJD	O
in	O
the	O
future	O
.	O
Further	O
information	O
and	O
advice	O
to	O
blood	O
donors	O
and	O
members	O
of	O
the	O
public	O
who	O
are	O
concerned	O
about	O
the	O
risk	O
of	O
contracting	O
vCJD	O
from	O
a	O
blood	O
transfusion	O
are	O
being	O
offered	O
via	O
the	O
NHS	O
Direct	O
service	O
-LRB-	O
<	O
http://www.nhsdirect.nhs.uk/	O
>	O
-RRB-	O
.	O
-LSB-	O
Byline	O
:	O
Nicky	O
Connor	O
-LRB-	O
<nicky.connor@hpa.org.uk>	O
-RRB-	O
and	O
Helen	O
Janecek	O
,	O
Health	O
Protection	O
Agency	O
Communicable	O
Disease	O
Surveillance	O
Centre	O
,	O
London	O
,	O
England	O
-RSB-	O
-LRB-	O
1	O
-RRB-	O
Department	O
of	O
Health	O
.	O
Further	O
precautions	O
to	O
protect	O
blood	O
supply	O
.	O
Press	O
release	O
2004/0104	O
,	O
16	O
Mar	O
2004	O
.	O
-LRB-	O
<	O
http://www.dh.gov.uk/PublicationsAndStatistics/PressReleases/PressReleasesNotices/fs/en?CONTENT_ID=4076608&chk=MTwE%2Bl	O
>	O
-RRB-	O
-LRB-	O
2	O
-RRB-	O
Reid	O
J.	O
Developments	O
in	O
CJD	O
.	O
House	O
of	O
Commons	O
Debate	O
-LRB-	O
Hansard	O
-RRB-	O
2003-04	O
;	O
419	O
:	O
March	O
16	O
col	O
157	O
-LRB-	O
<	O
http://www.parliament.the-stationery-office.co.uk/pa/cm200304/cmhansrd/cm040316/debtext/40316-05_head0	O
>	O
-RRB-	O
-LRB-	O
3	O
-RRB-	O
Llewelyn	O
CA	O
,	O
Hewitt	O
PE	O
,	O
Knight	O
RS	O
,	O
Amar	O
K	O
,	O
Cousens	O
S	O
,	O
Mackenzie	O
J	O
,	O
et	O
al.	O
.	O
Possible	O
transmission	O
of	O
variant	O
Creutzfeldt-Jakob	O
disease	O
by	O
blood	O
transfusion	O
.	O
Lancet	O
2004	O
;	O
363:417	O
-21	O
.	O
