Netherlands	NNP
There	EX
have	VBP
been	VBN
a	DT
number	NN
of	IN
cases	NNS
of	IN
meningococcal	JJ
disease	NN
which	WDT
are	VBP
associated	VBN
with	IN
returnees	NNS
from	IN
the	DT
Haj	NN
and	CC
their	PRP$
close	JJ
contacts	NNS
.	.
France	NNP
-	:
Update	NNP
.	.
The	DT
number	NN
of	IN
cases	NNS
of	IN
meningococcal	JJ
disease	NN
associated	VBN
with	IN
pilgrims	NNS
who	WP
have	VBP
travelled	VBN
for	IN
the	DT
Haj	NNP
has	VBZ
increased	VBN
,	,
and	CC
the	DT
total	JJ
number	NN
of	IN
cases	NNS
to	TO
date	NN
is	VBZ
14	CD
,	,
including	VBG
4	CD
deaths	NNS
.	.
Eleven	CD
of	IN
the	DT
confirmed	VBN
cases	NNS
were	VBD
of	IN
meningococcal	JJ
serogroup	NN
W135	NN
.	.
United	NNP
Kingdom	NNP
-	:
Update	NNP
.	.
The	DT
number	NN
of	IN
cases	NNS
of	IN
meningococcal	JJ
disease	NN
linked	VBN
to	TO
pilgrims	NNS
has	VBZ
increased	VBN
,	,
and	CC
is	VBZ
now	RB
22	CD
with	IN
4	CD
deaths	NNS
.	.
Twenty	CD
of	IN
the	DT
confirmed	VBN
cases	NNS
are	VBP
of	IN
meningococcal	JJ
serogroup	NN
W135	NN
and	CC
1	CD
of	IN
_	CD
N.	NNP
meningitidis	NNS
_	VBP
serogroup	NN
A	NN
.	.
The	DT
onset	NN
of	IN
the	DT
last	JJ
case	NN
of	IN
meningococcal	JJ
disease	NN
reported	VBD
to	TO
date	NN
-LRB-	-LRB-
in	IN
a	DT
contact	NN
-RRB-	-RRB-
was	VBD
on	IN
11	CD
April	NNP
.	.
Oman	NNP
.	.
There	EX
have	VBP
been	VBN
12	CD
cases	NNS
to	TO
date	NN
,	,
all	DT
have	VBP
recovered	VBN
.	.
Of	IN
these	DT
,	,
3	CD
were	VBD
pilgrims	NNS
-LRB-	-LRB-
2	CD
males	NNS
aged	JJ
40	CD
and	CC
55	CD
years	NNS
and	CC
1	CD
female	JJ
aged	JJ
60	CD
years	NNS
-RRB-	-RRB-
returning	VBG
from	IN
the	DT
Haj	NNP
,	,
and	CC
9	CD
cases	NNS
were	VBD
close	JJ
contacts	NNS
of	IN
those	DT
returned	VBN
from	IN
the	DT
Haj	NNP
.	.
The	DT
ages	NNS
of	IN
these	DT
patients	NNS
ranged	VBD
from	IN
6	CD
months	NNS
to	TO
80	CD
years	NNS
.	.
The	DT
date	NN
of	IN
onset	NN
of	IN
the	DT
first	JJ
case	NN
was	VBD
20	CD
March	NNP
,	,
and	CC
the	DT
most	RBS
recent	JJ
case	NN
was	VBD
reported	VBN
on	IN
6	CD
April	NNP
.	.
Seven	CD
of	IN
the	DT
confirmed	VBN
cases	NNS
are	VBP
of	IN
meningococcal	JJ
serogroup	NN
W135	NN
and	CC
2	CD
of	IN
_	CD
Neisseria	NNP
meningitidis	NNS
_	VBP
serogroup	NN
A.	NN
Saudi	NNP
Arabia	NNP
.	.
total	NN
of	IN
199	CD
cases	NNS
with	IN
55	CD
deaths	NNS
has	VBZ
been	VBN
reported	VBN
since	IN
the	DT
Haj	NNP
last	JJ
month	NN
.	.
Bacteriological	JJ
investigations	NNS
have	VBP
revealed	VBN
_	IN
N.	NNP
meningitidis	VBZ
_	CD
serogroup	NN
A	NN
in	IN
55	CD
cases	NNS
,	,
serogroup	NN
W135	NN
in	IN
30	CD
and	CC
