O 3:1 7:1 11:1 17:1 63:1 66:1 8474:1 The
O 11:1 15:1 64:1 67:1 74:1 647:1 8472:1 ProMED
O 16:1 72:1 152:1 645:1 6572:1 8473:1 posting
O 50:1 73:1 150:1 305:1 646:1 6570:1 dated
O 17:1 48:1 151:1 303:1 2261:1 6571:1 10
O 11:1 15:1 49:1 50:1 304:1 1334:1 2259:1 May
O 16:1 44:1 48:1 1332:1 2260:1 2003
O 42:1 49:1 842:1 1333:1 ,
O 17:1 43:1 840:1 8477:1 ``
B-DIS 11:1 15:1 44:1 841:1 8475:1 Psittacosis
O 16:1 42:1 104:1 248:1 8476:1 ,
B-VIC 32:1 43:1 102:1 246:1 635:1 birds
O 17:1 30:1 103:1 247:1 633:1 8480:1 -
O 11:1 15:1 31:1 89:1 634:1 8478:1 Australia
O 16:1 17:1 87:1 8479:1 8483:1 -LRB-
O 11:1 15:1 88:1 95:1 8481:1 NSW
O 16:1 50:1 93:1 8482:1 8486:1 -RRB-
O 44:1 48:1 94:1 8484:1 20030509.1157
O 42:1 49:1 875:1 8485:1 ,
O 43:1 110:1 873:1 1610:1 ''
O 50:1 108:1 874:1 1608:1 2609:1 had
O 48:1 109:1 152:1 1609:1 2607:1 2828:1 one
O 49:1 150:1 152:1 2608:1 2826:1 8489:1 significant
O 26:1 150:1 151:1 2827:1 7148:1 8487:1 misleading
O 24:1 131:1 134:1 151:1 7146:1 8488:1 fact
O 25:1 68:1 129:1 132:1 287:1 7147:1 and
O 66:1 130:1 133:1 152:1 285:1 8492:1 a
O 67:1 150:1 152:1 286:1 8490:1 8495:1 few
O 104:1 150:1 151:1 8491:1 8493:1 8498:1 questionable
O 62:1 102:1 151:1 8494:1 8496:1 elements
O 4:1 8:1 60:1 103:1 8497:1 .
O 3:1 7:1 11:1 671:1 846:1 2970:1 7073:1 I
O 68:1 173:1 669:1 847:1 2971:1 7071:1 realize
O 26:1 66:1 171:1 670:1 2375:1 7072:1 the
O 24:1 67:1 110:1 172:1 275:1 2373:1 source
O 25:1 68:1 108:1 273:1 287:1 2374:1 was
O 66:1 109:1 152:1 274:1 285:1 5360:1 a
O 26:1 67:1 150:1 286:1 5358:1 8501:1 local
O 24:1 44:1 151:1 5359:1 8499:1 newspaper
O 25:1 42:1 131:1 134:1 8500:1 ,
O 43:1 129:1 132:1 572:1 8504:1 and
O 130:1 133:1 570:1 848:1 863:1 8502:1 therefore
O 83:1 479:1 571:1 846:1 861:1 8503:1 it
O 81:1 152:1 477:1 847:1 862:1 2933:1 is
O 82:1 113:1 116:1 150:1 478:1 2931:1 important
O 111:1 114:1 151:1 611:1 2932:1 6008:1 to
O 68:1 112:1 115:1 609:1 2909:1 6006:1 address
O 66:1 125:1 161:1 610:1 2907:1 6007:1 some
O 67:1 68:1 123:1 159:1 173:1 2908:1 of
O 66:1 124:1 160:1 171:1 491:1 4733:1 the
O 67:1 152:1 172:1 489:1 4731:1 8507:1 less
O 104:1 150:1 490:1 4732:1 8498:1 8505:1 accurate
O 102:1 125:1 151:1 161:1 8496:1 8506:1 elements
O 68:1 103:1 123:1 159:1 650:1 8497:1 of
O 26:1 66:1 77:1 124:1 160:1 648:1 this
O 24:1 62:1 67:1 75:1 649:1 report
O 4:1 8:1 25:1 60:1 76:1 .
O 3:1 7:1 11:1 110:1 275:1 846:1 3714:1 It
O 108:1 140:1 273:1 847:1 1145:1 3715:1 was
O 109:1 125:1 138:1 274:1 515:1 1143:1 stated
O 68:1 123:1 139:1 173:1 513:1 1144:1 that
O 26:1 66:1 124:1 171:1 514:1 743:1 the
O 24:1 67:1 83:1 172:1 479:1 741:1 disease
O 25:1 81:1 477:1 572:1 742:1 1097:1 is
O 82:1 140:1 478:1 570:1 1095:1 8510:1 not
O 125:1 138:1 206:1 571:1 1096:1 8508:1 transferred
O 26:1 123:1 139:1 204:1 1034:1 8509:1 from
O 24:1 113:1 116:1 124:1 205:1 1032:1 person
O 25:1 26:1 111:1 114:1 1033:1 1034:1 to
O 24:1 62:1 112:1 115:1 1032:1 person
O 4:1 8:1 25:1 60:1 1033:1 .
O 3:1 7:1 11:1 26:1 123:1 836:1 6759:1 While
O 24:1 26:1 124:1 834:1 1562:1 6760:1 person-to-person
O 24:1 25:1 125:1 161:1 835:1 1560:1 transmission
O 25:1 68:1 123:1 159:1 173:1 1561:1 of
O 66:1 104:1 124:1 160:1 171:1 8513:1 the
