--------------------------------------------------------------------	CD
.	.
The	DT
confusion	NN
surrounding	VBG
the	DT
`	``
mystery	NN
disease	NN
'	''
that	WDT
has	VBZ
claimed	VBN
many	JJ
lives	NNS
in	IN
western	JJ
Uttar	NNP
Pradesh	NNP
in	IN
the	DT
past	JJ
week	NN
is	VBZ
close	JJ
to	TO
being	VBG
solved	VBN
.	.
And	CC
the	DT
villains	NNS
of	IN
this	DT
tragedy	NN
may	MD
well	RB
turn	VB
out	RP
to	TO
be	VB
`	``
organophosphate	JJ
compounds	NNS
'	POS
--	:
the	DT
most	RBS
commonly	RB
used	JJ
form	NN
of	IN
pesticides	NNS
in	IN
the	DT
country	NN
.	.
Scientists	NNS
,	,
who	WP
have	VBP
been	VBN
struggling	VBG
to	TO
identify	VB
the	DT
cause	NN
of	IN
the	DT
deaths	NNS
,	,
-LSB-	-LRB-
are	VBP
now	RB
focusing	VBG
on	IN
a	DT
single	JJ
-RSB-	-RRB-
probable	JJ
cause	NN
;	:
namely	RB
,	,
pesticide	NN
poisoning	NN
.	.
They	PRP
are	VBP
now	RB
racing	VBG
towards	IN
identifying	VBG
the	DT
vector/mode	NN
of	IN
transmission	NN
,	,
spread	NN
and	CC
dilution	NN
pattern	NN
,	,
symptoms	NNS
,	,
and	CC
line	NN
of	IN
treatment	NN
for	IN
the	DT
disease	NN
.	.
Both	DT
scientists	NNS
at	IN
the	DT
Industrial	NNP
Toxicology	NNP
Research	NNP
Centre	NNP
-LRB-	-LRB-
ITCR	NN
-RRB-	-RRB-
and	CC
doctors	NNS
at	IN
the	DT
Directorate	NNP
of	IN
Health	NNP
,	,
Uttar	NNP
Pradesh	NNP
,	,
-LSB-	-LRB-
discount	NN
the	DT
epidemic	JJ
theory	NN
-RSB-	-RRB-
.	.
Senior	JJ
scientists	NNS
at	IN
ITRC	NNP
pointed	VBD
out	RP
that	IN
air	NN
and	CC
water	NN
can	MD
be	VB
almost	RB
be	VB
ruled	VBN
out	RP
as	IN
the	DT
mode	NN
of	IN
transmission	NN
.	.
The	DT
Director-general	NN
-LRB-	-LRB-
health	NN
-RRB-	-RRB-
,	,
Dr	NNP
Gayatri	NNP
Sharma	NNP
,	,
said	VBD
:	:
``	``
Viral	JJ
diseases	NNS
are	VBP
common	JJ
in	IN
the	DT
Terai	NNP
region	NN
,	,
hence	RB
we	PRP
tested	VBD
_	CD
Culex	JJ
vishnoi	NNS
_	VBP
mosquitoes	NNS
from	IN
the	DT
region	NN
to	TO
see	VB
whether	IN
they	PRP
were	VBD
vectors	NNS
.	.
''	''
-LRB-	-LRB-
_	CD
Culex	JJ
vishnoi	NNS
_	VBP
mosquitoes	NNS
are	VBP
vectors	NNS
of	IN
Japanese	JJ
encephalitis	NN
virus	NN
.	.
-RRB-	-RRB-
``	``
However	RB
,	,
the	DT
mosquitoes	NNS
turned	VBD
out	RP
to	TO
be	VB
negative	JJ
,	,
''	''
she	PRP
said	VBD
.	.
``	``
These	DT
facts	NNS
indicate	VBP
that	IN
the	DT
disease	NN
is	VBZ
possibly	RB
being	VBG
transmitted	VBN
through	IN
eatables	NNS
such	JJ
as	IN
fruits	NNS
,	,
vegetables	NNS
,	,
agricultural	JJ
produce	NN
and	CC
meat	NN
,	,
''	''
said	VBD
a	DT
senior	JJ
ITRC	NNP
scientist	NN
.	.
Saharanpur	NNP
has	VBZ
a	DT
concentration	NN
of	IN
orchards	NNS
,	,
fertile	JJ
agricultural	JJ
land	NN
,	,
and	CC
a	DT
sizable	JJ
presence	NN
of	IN
animal	NN
husbandry	NN
.	.
There	EX
are	VBP
2	CD
reasons	NNS
for	IN
the	DT
ITRC	NNP
scientists	NNS
to	TO
zero	CD
in	IN
on	IN
organophosphate-based	JJ
pesticides	NNS
as	IN
the	DT
cause	NN
of	IN
the	DT
disease	NN
.	.
The	DT
first	JJ
being	VBG
that	IN
it	PRP
is	VBZ
not	RB
only	RB
young	B-VIC
children	I-VIC
who	WP
are	VBP
falling	VBG
prey	NN
to	TO
the	DT
disease	NN
,	,
but	CC
also	RB
young	B-VIC
cattle	I-VIC
.	.
The	DT
second	JJ
reason	NN
is	VBZ
symptomatic	JJ
.	.
The	DT
key	JJ
lies	NNS
in	IN
the	DT
manner	NN
in	IN
which	WDT
,	,
such	JJ
pesticides	NNS
work	NN
:	:
by	IN
attacking	VBG
and	CC
breaking	VBG
down	RP
the	DT
central	JJ
nervous	JJ
system	NN
-LRB-	-LRB-
CNS	NN
-RRB-	-RRB-
.	.
Organophosphate-based	JJ
pesticides	NNS
easily	RB
dissolve	VBP
in	IN
water	NN
and	CC
hence	RB
their	PRP$
effect	NN
is	VBZ
immediate	JJ
and	CC
they	PRP
attack	VBP
the	DT
synapse	NN
between	IN
nerve	NN
cells	NNS
in	IN
the	DT
CNS	NN
.	.
More	RBR
specifically	RB
,	,
they	PRP
are	VBP
cholinesterase	NN
inhibitors	NNS
.	.
This	DT
attack	NN
on	IN
the	DT
CNS	NN
by	IN
such	JJ
pesticides	NNS
is	VBZ
acute	JJ
and	CC
causes	VBZ
convulsions	NNS
and	CC
tremors	NNS
,	,
apart	RB
from	IN
watering	NN
of	IN
eyes	NNS
and	CC
nose	NN
.	.
These	DT
were	VBD
the	DT
symptoms	NNS
that	WDT
were	VBD
observed	VBN
in	IN
children	NNS
suffering	VBG
from	IN
the	DT
disease	NN
.	.
-LSB-	-LRB-
This	DT
theory	NN
is	VBZ
more	RBR
acceptable	JJ
than	IN
the	DT
earlier	JJR
suggestion	NN
of	IN
an	DT
outbreak	NN
of	IN
``	``
atypical	JJ
measles	NNS
''	''
.	.
The	DT
report	NN
indicates	VBZ
,	,
however	RB
,	,
that	IN
the	DT
accuracy	NN
of	IN
the	DT
pesticide	NN
exposure	NN
explanation	NN
has	VBZ
still	RB
to	TO
be	VB
established	VBN
;	:
nonetheless	RB
presumptive	JJ
remedial	JJ
measures	NNS
can	MD
be	VB
put	VBN
in	IN
place	NN
immediately	RB
.	.
Final	JJ
confirmation	NN
of	IN
the	DT
diagnosis	NN
is	VBZ
awaited	VBN
with	IN
interest	NN
.	.
-	:
Mod.CP	NN
-RSB-	-RRB-
-LSB-	-LRB-
Organophosphates	NNPS
irreversibly	RB
bind	VBP
to	TO
cholinesterase	NN
,	,
causing	VBG
the	DT
phosphorylation	NN
and	CC
deactivation	NN
of	IN
AChE	NN
.	.
The	DT
clinical	JJ
effects	NNS
are	VBP
secondary	JJ
to	TO
acetlycholine	NN
-LRB-	-LRB-
ACh	NN
-RRB-	-RRB-
excess	NN
at	IN
cholinergic	JJ
junctions	NNS
-LRB-	-LRB-
muscarinic	JJ
effects	NNS
-RRB-	-RRB-
,	,
in	IN
the	DT
CNS	NN
,	,
at	IN
skeletal	JJ
nerve-muscle	JJ
junctions	NNS
,	,
and	CC
at	IN
autonomic	JJ
ganglia	NN
-LRB-	-LRB-
nicotinic	JJ
effects	NNS
-RRB-	-RRB-
.	.
The	DT
clinical	JJ
picture	NN
after	IN
poisoning	NN
depends	VBZ
on	IN
the	DT
rate	NN
at	IN
which	WDT
the	DT
pesticide	NN
is	VBZ
absorbed	VBN
.	.
There	EX
is	VBZ
also	RB
significant	JJ
variability	NN
in	IN
the	DT
affinity	NN
of	IN
various	JJ
organophosphates	NNS
for	IN
AChE	NN
.	.
Some	DT
organophosphates	NNS
such	JJ
as	IN
diazinon	NN
and	CC
parathion	NN
have	VBP
significant	JJ
lipid	NN
solubility	NN
allowing	VBG
fat	JJ
storage	NN
with	IN
delayed	VBN
toxicity	NN
due	JJ
to	TO
late	JJ
release	NN
.	.
Some	DT
need	VBP
to	TO
be	VB
metabolized	VBN
to	TO
a	DT
more	RBR
active	JJ
form	NN
to	TO
produce	VB
toxicity	NN
.	.
Members	NNS
of	IN
the	DT
phosphorothiotate	NN
group	NN
-LRB-	-LRB-
e.g.	FW
chlorpyrifos	NNS
,	,
parathion	NN
-RRB-	-RRB-
need	VBP
to	TO
be	VB
activated	VBN
by	IN
oxidation	NN
of	IN
the	DT
P	NN
=	JJ
S	NN
bond	NN
to	TO
the	DT
phosphate	NN
form	NN
before	IN
producing	VBG
toxicity	NN
.	.
All	DT
signs	NNS
and	CC
symptoms	NNS
of	IN
acute	JJ
organophosphate	NN
poisoning	NN
are	VBP
cholinergic	JJ
in	IN
nature	NN
and	CC
effect	NN
nicotinic	JJ
,	,
muscarinic	JJ
,	,
and	CC
central	JJ
nervous	JJ
system	NN
receptors	NNS
.	.
These	DT
effects	NNS
develop	VBP
within	IN
minutes	NNS
to	TO
hours	NNS
,	,
depending	VBG
on	IN
the	DT
type	NN
of	IN
exposure	NN
.	.
The	DT
quickest	JJS
symptoms	NNS
occur	VBP
with	IN
inhalation	NN
,	,
followed	VBN
by	IN
GI	NN
absorption	NN
and	CC
dermal	JJ
exposure	NN
,	,
with	IN
respiratory	JJ
