O 3:1 7:1 11:1 24:1 125:1 161:1 13590:1 Origin
O 25:1 68:1 123:1 159:1 173:1 13591:1 of
B-DIS 17:1 66:1 124:1 160:1 171:1 13595:1 the
I-DIS 11:1 15:1 26:1 67:1 172:1 13593:1 13598:1 HPAI
I-DIS 11:1 16:1 24:1 26:1 6869:1 13594:1 13596:1 H7N7
I-DIS 24:1 25:1 26:1 86:1 6867:1 13597:1 influenza
I-DIS 24:1 25:1 50:1 84:1 6868:1 13601:1 virus
O 25:1 48:1 62:1 85:1 13599:1 ----------------------------------------
O 4:1 8:1 49:1 60:1 13600:1 .
O 3:1 7:1 11:1 26:1 63:1 66:1 2696:1 The
O 24:1 64:1 67:1 83:1 479:1 2694:1 origin
O 25:1 81:1 152:1 477:1 2695:1 5705:1 is
O 44:1 82:1 150:1 478:1 5703:1 uncertain
O 42:1 134:1 151:1 2072:1 5704:1 ,
O 43:1 132:1 848:1 896:1 2070:1 but
O 133:1 671:1 846:1 894:1 1052:1 2071:1 we
O 140:1 669:1 847:1 895:1 962:1 1050:1 are
O 125:1 138:1 143:1 670:1 960:1 1051:1 told
O 68:1 123:1 139:1 141:1 287:1 961:1 by
O 66:1 124:1 142:1 152:1 285:1 6890:1 a
O 11:1 26:1 67:1 150:1 286:1 4697:1 6888:1 Dutch
O 24:1 125:1 151:1 515:1 4695:1 6889:1 epidemiologist
O 25:1 50:1 123:1 513:1 2609:1 4696:1 that
O 26:1 48:1 124:1 514:1 2607:1 9920:1 one
O 24:1 49:1 83:1 479:1 2608:1 9918:1 theory
O 25:1 81:1 125:1 477:1 515:1 9919:1 is
O 68:1 82:1 123:1 173:1 478:1 513:1 that
O 66:1 104:1 124:1 171:1 514:1 1190:1 the
O 67:1 102:1 172:1 1010:1 1188:1 1439:1 outbreaks
O 103:1 611:1 668:1 1008:1 1189:1 1437:1 may
O 140:1 609:1 666:1 1009:1 1438:1 13604:1 have
O 125:1 138:1 236:1 610:1 667:1 13602:1 originated
O 68:1 123:1 139:1 173:1 234:1 13603:1 in
O 26:1 66:1 124:1 171:1 235:1 13607:1 the
O 24:1 67:1 125:1 161:1 172:1 13605:1 southwest
O 25:1 68:1 123:1 159:1 173:1 13606:1 of
O 17:1 66:1 124:1 160:1 171:1 3293:1 the
O 11:1 15:1 67:1 125:1 172:1 3291:1 6386:1 Netherlands
O 16:1 68:1 123:1 287:1 3292:1 6384:1 near
O 26:1 66:1 124:1 285:1 6385:1 9854:1 a
O 24:1 26:1 67:1 286:1 5288:1 9852:1 lake
O 24:1 25:1 140:1 872:1 5286:1 9853:1 district
O 17:1 25:1 138:1 870:1 5287:1 13610:1 called
O 11:1 15:1 62:1 139:1 871:1 13608:1 Biesbos
O 4:1 8:1 16:1 60:1 13609:1 .
O 3:1 7:1 11:1 26:1 66:1 98:1 255:1 A
O 24:1 26:1 67:1 96:1 256:1 4040:1 surveillance
O 24:1 25:1 97:1 110:1 2216:1 4038:1 survey
O 25:1 50:1 108:1 185:1 2214:1 4039:1 found
O 26:1 48:1 109:1 183:1 2215:1 7922:1 3
O 24:1 49:1 104:1 184:1 7920:1 13613:1 poultry
O 25:1 102:1 821:1 824:1 7921:1 13611:1 farms
O 103:1 110:1 203:1 819:1 822:1 13612:1 which
O 108:1 152:1 201:1 820:1 823:1 6581:1 were
O 109:1 125:1 150:1 202:1 533:1 6579:1 seropositive
O 123:1 151:1 152:1 531:1 3407:1 6580:1 for
B-DIS 26:1 124:1 150:1 532:1 1946:1 3405:1 low
I-DIS 24:1 26:1 151:1 1944:1 3406:1 13616:1 pathogenicity
I-DIS 11:1 24:1 25:1 89:1 1945:1 13614:1 AI
O 25:1 87:1 152:1 8252:1 13615:1 -LRB-
B-DIS 26:1 88:1 150:1 6869:1 8250:1 avian
I-DIS 24:1 26:1 86:1 151:1 6867:1 8251:1 influenza
I-DIS 24:1 25:1 84:1 95:1 6868:1 virus
O 25:1 62:1 85:1 93:1 -RRB-
O 4:1 8:1 60:1 94:1 .
O 3:1 7:1 11:1 48:1 125:1 161:1 537:1 One
O 49:1 68:1 123:1 159:1 323:1 538:1 of
O 66:1 104:1 124:1 160:1 321:1 13613:1 these
O 67:1 102:1 110:1 322:1 1610:1 13611:1 farms
O 103:1 108:1 152:1 1608:1 13612:1 13619:1 had
O 26:1 109:1 150:1 1609:1 7922:1 13617:1 free-range
O 24:1 131:1 134:1 151:1 7920:1 13618:1 poultry
O 25:1 110:1 129:1 132:1 275:1 7921:1 and
O 108:1 130:1 133:1 152:1 273:1 13622:1 was
O 109:1 113:1 116:1 150:1 274:1 13620:1 adjacent
O 104:1 111:1 114:1 151:1 13621:1 13625:1 to
O 102:1 112:1 115:1 125:1 398:1 13623:1 canals
O 103:1 123:1 152:1 396:1 2441:1 13624:1 with
O 124:1 150:1 152:1 397:1 2439:1 3404:1 many
O 26:1 150:1 151:1 2440:1 3402:1 9872:1 wild
O 24:1 62:1 151:1 3403:1 9870:1 waterfowl
O 4:1 8:1 25:1 60:1 9871:1 .
O 3:1 7:1 11:1 26:1 63:1 66:1 13628:1 The
O 24:1 64:1 67:1 83:1 479:1 13626:1 farm
O 25:1 81:1 107:1 140:1 477:1 13627:1 is
O 82:1 105:1 113:1 116:1 138:1 478:1 reported
O 106:1 111:1 114:1 139:1 611:1 668:1 to
O 110:1 112:1 115:1 609:1 666:1 1610:1 have
O 68:1 108:1 287:1 610:1 667:1 1608:1 had
O 26:1 66:1 109:1 285:1 1609:1 13631:1 a
O 24:1 26:1 67:1 286:1 5741:1 13629:1 hatchery
O 24:1 25:1 26:1 3098:1 5739:1 13630:1 service
O 24:1 25:1 728:1 998:1 3096:1 5740:1 man
O 25:1 572:1 726:1 996:1 1442:1 3097:1 who
O 110:1 570:1 727:1 997:1 1440:1 12542:1 also
O 104:1 108:1 571:1 1441:1 7673:1 12540:1 served
O 102:1 109:1 125:1 236:1 7671:1 12541:1 flocks
O 68:1 103:1 123:1 173:1 234:1 7672:1 in
O 17:1 66:1 124:1 171:1 235:1 13634:1 the
O 11:1 15:1 17:1 67:1 172:1 5117:1 13632:1 Gelderse
O 11:1 15:1 16:1 62:1 5115:1 13633:1 Valley
O 4:1 8:1 16:1 60:1 5116:1 .
O 3:1 7:1 11:1 83:1 479:1 846:1 3714:1 It
O 81:1 152:1 477:1 847:1 2687:1 3715:1 is
O 82:1 125:1 150:1 478:1 515:1 2685:1 possible
O 68:1 123:1 151:1 173:1 513:1 2686:1 that
B-DIS 66:1 124:1 152:1 171:1 514:1 3407:1 the
I-DIS 26:1 67:1 150:1 172:1 1946:1 3405:1 low
I-DIS 24:1 151:1 152:1 1944:1 3406:1 8252:1 pathogenicity
I-DIS 25:1 26:1 150:1 1945:1 6869:1 8250:1 avian
I-DIS 24:1 26:1 151:1 2063:1 6867:1 8251:1 influenza
I-DIS 24:1 25:1 140:1 2061:1 6868:1 13637:1 strain
O 25:1 113:1 116:1 138:1 2062:1 13635:1 mutated
O 68:1 111:1 114:1 139:1 287:1 13636:1 to
B-DIS 26:1 66:1 112:1 115:1 285:1 13595:1 a
