AFRICA	NNP
Comoros	NNP
Date	NNP
:	:
12	CD
Apr	NN
2000	CD
From	IN
:	:
Marjorie	NNP
P.	NNP
Pollack	NNP
,	,
M.D.	NNP
<pollackmp@mindspring.com>	NNP
Source	NNP
:	:
Panafrican	NNP
News	NNP
Agency	NNP
-LSB-	-LRB-
edited	VBN
-RSB-	-RRB-
Two	CD
people	NNS
have	VBP
died	VBN
of	IN
cholera	NN
in	IN
Grand	NNP
Comoro	NNP
,	,
according	VBG
to	TO
the	DT
director	NN
of	IN
Moroni	NNP
's	POS
El	NNP
Maarouf	NNP
hospital	NN
,	,
Lt.	NNP
Naoufal	NNP
.	.
The	DT
cholera	NN
epidemic	JJ
had	VBD
started	VBN
in	IN
the	DT
separatist	JJ
island	NN
of	IN
Anjouan	NNP
before	IN
spreading	VBG
to	TO
Grand	NNP
Comoro	NNP
,	,
within	IN
which	WDT
lies	VBZ
the	DT
Comorian	JJ
capital	NN
.	.
Naoufal	NNP
said	VBD
14	CD
other	JJ
cases	NNS
had	VBD
been	VBN
admitted	VBN
at	IN
the	DT
hospital	NN
,	,
adding	VBG
that	IN
60	CD
patients	NNS
had	VBD
been	VBN
diagnosed	VBN
with	IN
the	DT
disease	NN
since	IN
it	PRP
was	VBD
detected	VBN
10	CD
March	NNP
.	.
There	EX
were	VBD
no	DT
fresh	JJ
figures	NNS
on	IN
the	DT
cholera	NN
situation	NN
in	IN
Anjouan	NNP
island	NN
,	,
where	WRB
on	IN
average	JJ
300	CD
new	JJ
cases	NNS
were	VBD
recorded	VBN
per	IN
week	NN
before	IN
the	DT
island	NN
was	VBD
blockaded	VBN
20	CD
March	NNP
to	TO
prevent	VB
the	DT
disease	NN
from	IN
spreading	VBG
to	TO
other	JJ
islands	NNS
.	.
Naoufal	JJ
stated	VBN
,	,
however	RB
,	,
that	IN
Anjouan	NNP
and	CC
Great	NNP
Comoro	NNP
possessed	VBD
the	DT
means	NNS
to	TO
control	VB
the	DT
disease	NN
,	,
provided	VBN
sanitation	NN
workers	NNS
systematically	RB
disinfect	VBP
the	DT
houses	NNS
of	IN
the	DT
people	NNS
affected	VBD
and	CC
people	NNS
are	VBP
informed	VBN
about	IN
ways	NNS
to	TO
avoid	VB
infection	NN
.	.
In	IN
the	DT
past	NN
,	,
he	PRP
noted	VBD
,	,
the	DT
workers	NNS
did	VBD
not	RB
have	VB
the	DT
means	NNS
,	,
leaving	VBG
the	DT
disease	NN
to	TO
turn	VB
into	IN
an	DT
epidemic	JJ
in	IN
the	DT
archipelago	NN
.	.
Cholera	NN
has	VBZ
broken	VBN
out	RP
for	IN
the	DT
second	JJ
time	NN
in	IN
the	DT
past	JJ
three	CD
years	NNS
in	IN
the	DT
Comoros	NNP
.	.
Between	IN
January	NNP
1998	CD
and	CC
June	NNP
99	CD
,	,
the	DT
WHO	WP
representative	NN
in	IN
the	DT
Comoros	NNP
had	VBD
conceded	VBN
that	IN
he	PRP
could	MD
not	RB
cope	VB
with	IN
the	DT
disease	NN
.	.
He	PRP
stressed	VBD
the	DT
importance	NN
of	IN
voluntary	JJ
environmental	JJ
sanitation	NN
to	TO
curb	VB
the	DT
poverty-induced	JJ
disease	NN
.	.
******	NNP
Mozambique	NNP
Date	NNP
:	:
14	CD
Apr	NN
2000	CD
From	IN
:	:
Marjorie	NNP
P.	NNP
Pollack	NNP
,	,
M.D.	NNP
<pollackmp@mindspring.com>	NNP
Source	NNP
:	:
Xinhua	NNP
News	NNP
Agency	NNP
-LSB-	-LRB-
edited	VBN
-RSB-	-RRB-
At	IN
least	JJS
93	CD
people	NNS
have	VBP
died	VBN
from	IN
cholera	NN
and	CC
other	JJ
forms	NNS
of	IN
acute	JJ
diarrhea	NN
since	IN
February	NNP
in	IN
the	DT
Mozambican	JJ
capital	NN
Maputo	NNP
,	,
said	VBD
the	DT
city	NN
's	POS
health	NN
director	NN
Olivia	NNP
Ferreira	NNP
on	IN
Friday	NNP
.	.
Over	IN
the	DT
period	NN
,	,
a	DT
total	NN
of	IN
5749	CD
cases	NNS
of	IN
cholera	NN
and	CC
acute	JJ
diarrhea	NN
had	VBD
been	VBN
notified	VBN
in	IN
the	DT
capital	NN
city	NN
,	,
she	PRP
said	VBD
.	.
It	PRP
seems	VBZ
that	IN
in	IN
most	JJS
cases	NNS
the	DT
causative	JJ
organism	NN
was	VBD
not	RB
the	DT
cholera	NN
vibrio	NN
,	,
she	PRP
said	VBD
,	,
citing	VBG
that	IN
out	IN
of	IN
a	DT
sample	NN
of	IN
300	CD
people	NNS
suffering	VBG
from	IN
diarrhea	NN
,	,
it	PRP
was	VBD
found	VBN
that	IN
only	RB
15	CD
percent	NN
of	IN
them	PRP
had	VBD
the	DT
cholera	NN
vibrio	NN
.	.
She	PRP
said	VBD
most	JJS
of	IN
the	DT
deaths	NNS
could	MD
have	VB
been	VBN
avoided	VBN
if	IN
those	DT
concerned	VBN
had	VBD
sought	VBN
medical	JJ
help	NN
immediately	RB
.	.
``	``
People	NNS
only	RB
go	VBP
to	TO
the	DT
health	NN
units	NNS
when	WRB
they	PRP
are	VBP
already	RB
in	IN
a	DT
serious	JJ
condition	NN
,	,
''	''
she	PRP
said	VBD
.	.
``	``
Sometimes	RB
it	PRP
is	VBZ
difficult	JJ
to	TO
do	VB
anything	NN
because	IN
of	IN
the	DT
advanced	JJ
state	NN
of	IN
the	DT
disease	NN
,	,
and	CC
the	DT
person	NN
ends	VBZ
up	RP
losing	VBG
his	PRP$
life	NN
.	.
''	''
Ferreira	NNP
urged	VBD
Maputo	NNP
residents	NNS
to	TO
go	VB
to	TO
health	NN
unit	NN
as	RB
soon	RB
as	IN
they	PRP
start	VBP
suffering	VBG
from	IN
diarrhea	NN
or	CC
fevers	NNS
,	,
since	IN
these	DT
could	MD
be	VB
the	DT
symptoms	NNS
of	IN
cholera	NN
or	CC
malaria	NN
.	.
``	``
The	DT
people	NNS
should	MD
remain	VB
in	IN
a	DT
state	NN
of	IN
alert	JJ
and	CC
maintain	VB
maximum	JJ
personal	JJ
hygiene	NN
''	''
,	,
she	PRP
said	VBD
.	.
*******	NNP
Date	NNP
:	:
25	CD
Apr	NN
2000	CD
From	IN
:	:
ProMED-mail	NNP
<promed@promedmail.org>	NNP
Source	NNP
:	:
Radio	NNP
Mozambique	NNP
,	,
Maputo	NNP
,	,
in	IN
Portuguese	NN
-LSB-	-LRB-
edited	VBN
-RSB-	-RRB-
A	DT
cholera	NN
outbreak	NN
has	VBZ
been	VBN
declared	VBN
in	IN
Gaza	NNP
Province	NNP
,	,
with	IN
3	CD
deaths	NNS
reported	VBN
so	RB
far	RB
.	.
Dario	NNP
Abdul	NNP
,	,
Gaza	NNP
Province	NNP
's	POS
health	NN
director	NN
,	,
says	VBZ
34	CD
cases	NNS
have	VBP
been	VBN
recorded	VBN
,	,
including	VBG
21	CD
in	IN
Macia	NNP
,	,
12	CD
in	IN
Xai	NNP
Xai	NNP
and	CC
one	CD
in	IN
Chokwe	NNP
.	.
An	DT
average	NN
of	IN
3	CD
cases	NNS
has	VBZ
been	VBN
diagnosed	VBN
in	IN
the	DT
province	NN
on	IN
a	DT
daily	JJ
basis	NN
...	:
******	CD
Somalia	NNP
Date	NNP
:	:
2	CD
May	NNP
2000	CD
From	IN
:	:
Marianne	NNP
Hopp	NNP
<mhopp@iri.ldgo.columbia.edu>	NNP
Source	NNP
:	:
News	NNP
Agencies	NNPS
-LSB-	-LRB-
edited	VBN
-RSB-	-RRB-
From	IN
1	CD
Jan	NNP
2000	CD
,	,
2232	CD
cases	NNS
of	IN
cholera	NN
and	CC
230	CD
deaths	NNS
have	VBP
been	VBN
reported	VBN
.	.
Cases	NNS
have	VBP
been	VBN
confirmed	VBN
in	IN
Bay	NNP
,	,
Lower	NNP
Juba	NNP
,	,
Lower	NNP
Shabelle	NNP
,	,
Mogadishu	NNP
and	CC
Mudug	NNP
.	.
In	IN
areas	NNS
where	WRB
international	JJ
teams	NNS
are	VBP
present	JJ
,	,
the	DT
case-fatality	JJ
rate	NN
is	VBZ
lower	JJR
due	JJ
to	TO
effective	JJ
case	NN
management	NN
and	CC
the	DT
implementation	NN
of	IN
adequate	JJ
control	NN
measures	NNS
.	.
It	PRP
should	MD
be	VB
noted	VBN
however	RB
that	IN
cholera	NN
control	NN
in	IN
Somalia	NNP
is	VBZ
complex	JJ
and	CC
difficult	JJ
as	IN
a	DT
result	NN
of	IN
problems	NNS
of	IN
security	NN
,	,
accessibility	NN
and	CC
the	DT
recent	JJ
drought	NN
.	.
WHO	WP
continues	VBZ
to	TO
carry	VB
out	RP
cholera	NN
control	NN
coordination	NN
activities	NNS
through	IN
the	DT
cholera	NN
task	NN
force	NN
,	,
which	WDT
collects	VBZ
and	CC
compiles	VBZ
data	NNS
to	TO
be	VB
shared	VBN
with	IN
partners	NNS
,	,
assists	VBZ
in	IN
processing	VBG
stool	NN
samples	NNS
,	,
provides	VBZ
cholera	NN
supplies	NNS
as	IN
required	VBN
and	CC
gives	VBZ
training	NN
support	NN
.	.
Agencies	NNPS
involved	VBD
include	VBP
:	:
UNICEF	NNP
,	,
Action	NNP
internationale	NNP
contre	NNP
la	NNP
faim	NNP
,	,
the	DT
International	NNP
Medical	NNP
Corps	NNP
,	,
Medecins	NNP
sans	NNS
Frontieres	NNP
,	,
the	DT
Coordinating	NNP
Committee	NNP
of	IN
the	DT
Organization	NNP
for	IN
Voluntary	NNP
Services	NNPS
and	CC
the	DT
Somali	NNP
Red	NNP
Crescent	NNP
Society	NNP
.	.
******	NNP
Uganda	NNP
Date	NNP
:	:
6	CD
May	NNP
2000	CD
From	IN
:	:
John	NNP
Baptist	NNP
Lwanga	NNP
<jb@chdc-muk.com>	NN
,	,
ProMED	NNP
Moderator	NNP
Africa	NNP
Source	NNP
:	:
The	DT
New	NNP
Vision	NNP
-LSB-	-LRB-
edited	VBN
-RSB-	-RRB-
Cholera	NNP
has	VBZ
killed	VBN
22	CD
and	CC
infected	JJ
115	CD
other	JJ
displaced	JJ
people	NNS
in	IN
Bundibugyo	NNP
district	NN
.	.
``	``
