B-DIS 3:1 7:1 11:1 12:1 15:1 17:1 20:1 West
I-DIS 11:1 13:1 15:1 16:1 18:1 26:1 86:1 Nile
I-DIS 16:1 19:1 24:1 84:1 152:1 4649:1 virus
O 25:1 26:1 85:1 150:1 4647:1 22124:1 positive
B-VIC 24:1 140:1 151:1 2216:1 4648:1 22122:1 crow
O 25:1 125:1 138:1 236:1 2214:1 22123:1 found
O 17:1 123:1 139:1 234:1 434:1 2215:1 in
O 11:1 15:1 17:1 124:1 235:1 432:1 437:1 North
O 11:1 15:1 16:1 50:1 433:1 435:1 9578:1 Carolina
O 16:1 48:1 62:1 436:1 9576:1 -----------------------------------------------------
O 4:1 8:1 49:1 60:1 9577:1 .
O 3:1 7:1 11:1 15:1 32:1 21489:1 WASHINGTON
O 16:1 30:1 125:1 506:1 21490:1 :
O 11:1 26:1 31:1 123:1 504:1 10682:1 On
O 11:1 24:1 50:1 124:1 505:1 3512:1 10680:1 Sat
O 25:1 26:1 48:1 377:1 3510:1 10681:1 20
O 11:1 24:1 49:1 50:1 375:1 1742:1 3511:1 Oct
O 17:1 25:1 48:1 376:1 1740:1 7958:1 2000
O 11:1 15:1 26:1 49:1 1741:1 6785:1 7956:1 U.S.
O 16:1 24:1 104:1 6416:1 6783:1 7957:1 government
O 25:1 102:1 110:1 6414:1 6784:1 7454:1 researchers
O 103:1 108:1 125:1 515:1 6415:1 7452:1 revealed
O 109:1 123:1 513:1 848:1 3566:1 7453:1 that
O 110:1 124:1 514:1 846:1 1610:1 3564:1 they
O 108:1 140:1 847:1 1608:1 2216:1 3565:1 had
O 14:1 17:1 109:1 138:1 1609:1 2214:1 found
B-DIS 11:1 12:1 15:1 17:1 20:1 139:1 2215:1 West
I-DIS 11:1 13:1 15:1 16:1 18:1 26:1 86:1 Nile
I-DIS 16:1 19:1 24:1 84:1 125:1 236:1 virus
O 25:1 68:1 85:1 123:1 234:1 287:1 in
B-VIC 66:1 124:1 152:1 235:1 285:1 4316:1 a
I-VIC 26:1 67:1 150:1 286:1 4314:1 22124:1 dead
I-VIC 24:1 125:1 151:1 236:1 4315:1 22122:1 crow
O 17:1 25:1 123:1 234:1 434:1 22123:1 in
O 11:1 15:1 17:1 124:1 235:1 432:1 437:1 North
O 11:1 15:1 16:1 44:1 433:1 435:1 Carolina
O 16:1 42:1 68:1 173:1 436:1 ,
O 43:1 66:1 171:1 527:1 22127:1 the
O 67:1 172:1 525:1 572:1 3302:1 22125:1 farthest
O 68:1 173:1 526:1 570:1 3300:1 22126:1 south
O 26:1 66:1 86:1 171:1 571:1 3301:1 the
B-DIS 24:1 67:1 83:1 84:1 172:1 293:1 virus
O 25:1 81:1 85:1 140:1 291:1 296:1 has
O 82:1 138:1 140:1 292:1 294:1 2216:1 been
O 62:1 138:1 139:1 295:1 2214:1 found
O 4:1 8:1 60:1 139:1 2215:1 .
O 3:1 7:1 11:1 17:1 63:1 66:1 7958:1 The
O 11:1 15:1 17:1 64:1 67:1 7956:1 22130:1 U.S.
O 11:1 15:1 16:1 17:1 7957:1 11639:1 22128:1 Geological
O 11:1 15:1 16:1 110:1 890:1 11637:1 22129:1 Survey
O 16:1 68:1 108:1 173:1 888:1 11638:1 said
B-VIC 66:1 109:1 152:1 171:1 889:1 1931:1 the
I-VIC 26:1 67:1 150:1 172:1 1929:1 22124:1 infected
I-VIC 24:1 110:1 151:1 275:1 1930:1 22122:1 crow
O 25:1 108:1 140:1 273:1 2216:1 22123:1 was
O 109:1 125:1 138:1 236:1 274:1 2214:1 found
O 17:1 123:1 139:1 234:1 2215:1 22133:1 in
O 11:1 15:1 17:1 124:1 235:1 7943:1 22131:1 Chatham
O 11:1 15:1 16:1 44:1 7941:1 22132:1 County
O 16:1 42:1 125:1 6386:1 7942:1 ,
O 43:1 68:1 123:1 173:1 6384:1 near
O 26:1 66:1 124:1 171:1 6385:1 18725:1 the
O 24:1 67:1 125:1 161:1 172:1 18723:1 town
O 17:1 25:1 123:1 159:1 18724:1 22136:1 of
O 11:1 15:1 44:1 124:1 160:1 22134:1 Moncure
O 16:1 42:1 125:1 473:1 22135:1 ,
O 43:1 50:1 123:1 471:1 3980:1 about
O 48:1 104:1 124:1 472:1 3978:1 5297:1 40
O 26:1 49:1 102:1 3979:1 5295:1 13607:1 miles
O 24:1 103:1 125:1 161:1 5296:1 13605:1 southwest
O 17:1 25:1 123:1 159:1 13606:1 22139:1 of
O 11:1 15:1 62:1 124:1 160:1 22137:1 Raleigh
O 4:1 8:1 16:1 60:1 22138:1 .
B-DIS 3:1 7:1 11:1 12:1 15:1 17:1 20:1 West
I-DIS 11:1 13:1 15:1 16:1 18:1 26:1 86:1 Nile
I-DIS 16:1 19:1 24:1 84:1 572:1 8318:1 virus
O 25:1 83:1 85:1 570:1 6962:1 8316:1 naturally
O 81:1 104:1 248:1 571:1 6960:1 8317:1 infects
O 82:1 102:1 131:1 134:1 246:1 6961:1 birds
O 83:1 103:1 129:1 132:1 247:1 479:1 and
O 81:1 130:1 133:1 140:1 477:1 833:1 is
O 82:1 125:1 138:1 143:1 478:1 831:1 spread
