O 3:1 7:1 11:1 63:1 66:1 152:1 8438:1 The
O 11:1 17:1 64:1 67:1 150:1 6716:1 8436:1 Canadian
O 11:1 15:1 17:1 151:1 6714:1 7721:1 8437:1 Food
O 11:1 15:1 16:1 17:1 2414:1 6715:1 7719:1 Inspection
O 11:1 15:1 16:1 89:1 2412:1 7720:1 Agency
O 16:1 17:1 87:1 2413:1 15407:1 -LRB-
O 11:1 15:1 88:1 95:1 15405:1 CFIA
O 16:1 83:1 93:1 293:1 15406:1 -RRB-
O 81:1 94:1 140:1 291:1 5462:1 has
O 68:1 82:1 138:1 173:1 292:1 5460:1 announced
O 66:1 139:1 152:1 171:1 5461:1 13976:1 the
O 26:1 67:1 150:1 172:1 11024:1 13974:1 second
O 24:1 68:1 151:1 650:1 11022:1 13975:1 detection
O 25:1 26:1 66:1 536:1 648:1 11023:1 this
O 24:1 67:1 125:1 161:1 534:1 649:1 season
O 25:1 26:1 123:1 159:1 535:1 1814:1 of
B-DIS 24:1 26:1 124:1 160:1 1812:1 15410:1 potato
I-DIS 24:1 25:1 26:1 743:1 1813:1 15408:1 wart
I-DIS 24:1 25:1 89:1 503:1 741:1 15409:1 disease
O 25:1 26:1 87:1 501:1 742:1 15413:1 -LSB-
B-DIS 11:1 24:1 88:1 95:1 502:1 641:1 15411:1 PWD
O 25:1 93:1 125:1 236:1 639:1 15412:1 -RSB-
O 17:1 94:1 123:1 234:1 640:1 8432:1 in
O 11:1 15:1 17:1 124:1 235:1 8430:1 8435:1 Prince
O 11:1 15:1 16:1 17:1 464:1 8431:1 8433:1 Edward
O 11:1 15:1 16:1 89:1 462:1 8434:1 Island
O 16:1 17:1 87:1 463:1 15416:1 -LRB-
O 11:1 15:1 88:1 95:1 15414:1 PEI
O 16:1 44:1 93:1 15415:1 -RRB-
O 42:1 71:1 74:1 94:1 ,
O 43:1 68:1 69:1 72:1 1022:1 following
O 66:1 70:1 73:1 491:1 1020:1 13076:1 an
O 26:1 67:1 489:1 1021:1 13074:1 15419:1 earlier
